dataset,fold,n_ensemble,weights,confusion_matrix,accuracy,Boots_Hostility_dataset,Boots_kDN_dataset,Boots_DCP_dataset,Boots_TD_U_dataset,Boots_CLD_dataset,Boots_N1_dataset,Boots_N2_dataset,Boots_LSC_dataset,Boots_F1_dataset,Boots_Hostility_class,Boots_kDN_class,Boots_DCP_class,Boots_TD_U_class,Boots_CLD_class,Boots_N1_class,Boots_N2_class,Boots_LSC_class,Boots_F1_class
breast-w,1,0,Uniform,"[[44, 2], [5, 19]]",0.9,0.03656597774244833,0.04896661367249602,0.08163684015821954,0.5424483306836247,0.08832661082002514,0.04483306836248012,0.1728784749169023,0.5456049652056523,0.42624977919095564,"[0.03365384615384615, 0.04225352112676056]","[0.02980769230769231, 0.08638497652582158]","[0.06413547774804318, 0.11581790477152173]","[0.5064903846153845, 0.6126760563380281]","[0.07133881495680806, 0.12150465344489983]","[0.03565705128205128, 0.06275430359937402]","[0.08894857710014593, 0.3367978997608959]","[0.3792520587684821, 0.8705007824726134]","[0.3293269230769231, 0.6155451225873761]"
breast-w,1,9,Uniform,"[[44, 2], [0, 24]]",0.9714285714285714,0.0397456279809221,0.054372019077901436,0.07729478154985274,0.5352941176470589,0.09618917468715113,0.06120826709062003,0.16882824043046837,0.528440366085278,0.41812400635930047,"[0.04470588235294118, 0.029411764705882353]","[0.03670588235294118, 0.0911764705882353]","[0.05703293684815088, 0.11950695801173163]","[0.5063529411764706, 0.5955882352941176]","[0.07507666872042398, 0.1401735621178327]","[0.045098039215686274, 0.09477124183006536]","[0.09155054957138078, 0.3298234297202342]","[0.3735623300415057, 0.8511029411764706]","[0.3362091503267974, 0.5887799564270153]"
breast-w,1,19,Uniform,"[[44, 2], [0, 24]]",0.9714285714285714,0.03815580286168521,0.05564387917329094,0.08216909043035445,0.5429252782193958,0.0977706342307491,0.06266560678325384,0.19175705529352866,0.5619867935776051,0.43649531884826,"[0.04522613065326633, 0.025974025974025976]","[0.03919597989949749, 0.08398268398268398]","[0.07128065211676987, 0.10092925687540495]","[0.507537688442211, 0.6038961038961039]","[0.0766444917069606, 0.134169788882125]","[0.05360134003350083, 0.07828282828282827]","[0.10315567340156083, 0.34441225006843423]","[0.3832911516218563, 0.8698693282026615]","[0.33780011166945834, 0.6065416065416066]"
breast-w,1,29,Uniform,"[[44, 2], [1, 23]]",0.9571428571428572,0.02384737678855326,0.04864864864864865,0.06687561382539697,0.5357710651828299,0.0820112875273494,0.053497615262321156,0.1752733023837563,0.544358119390322,0.4311959017841371,"[0.019464720194647202, 0.03211009174311927]","[0.0170316301703163, 0.10825688073394496]","[0.03882770300395553, 0.11975493193371091]","[0.502676399026764, 0.5981651376146789]","[0.05311822535385909, 0.13648398731314995]","[0.019464720194647202, 0.1176605504587156]","[0.084273786808584, 0.346836609270893]","[0.36708875746650804, 0.8785677879714576]","[0.3322519599891862, 0.617737003058104]"
breast-w,1,39,Uniform,"[[45, 1], [0, 24]]",0.9857142857142858,0.03656597774244833,0.04864864864864865,0.07529007342556647,0.540858505564388,0.07813117230034244,0.06221515633280339,0.17485767434122637,0.5405090040663248,0.4280162515456633,"[0.033936651583710405, 0.0427807486631016]","[0.03212669683257919, 0.0877005347593583]","[0.05743101847197935, 0.11750238513404511]","[0.5097285067873304, 0.6144385026737967]","[0.06050750770068327, 0.11978710680862777]","[0.04562594268476622, 0.1014260249554367]","[0.09261731088525586, 0.36924398796442937]","[0.39080269951888674, 0.8943602693602695]","[0.34263448969331317, 0.6298276886512181]"
breast-w,1,49,Uniform,"[[45, 1], [0, 24]]",0.9857142857142858,0.033386327503974564,0.05119236883942767,0.07424564829737171,0.5429252782193958,0.08747387341541106,0.05887652358240593,0.17284328239077967,0.546355017533635,0.420773714891362,"[0.02702702702702703, 0.04504504504504504]","[0.026535626535626536, 0.09639639639639641]","[0.054471931718288014, 0.1104974620256918]","[0.5061425061425061, 0.6103603603603603]","[0.05351265859005443, 0.1497361005952315]","[0.036855036855036855, 0.09924924924924924]","[0.08113682783806102, 0.3409717824040972]","[0.3781392540516628, 0.8547505839172506]","[0.32732732732732733, 0.592092092092092]"
breast-w,1,59,Uniform,"[[44, 2], [0, 24]]",0.9714285714285714,0.03815580286168521,0.05532591414944356,0.0768263569602019,0.5400635930047695,0.08176630912711731,0.062056173820879704,0.1945986129056044,0.566243787798103,0.441794735912383,"[0.02544529262086514, 0.059322033898305086]","[0.022900763358778626, 0.10932203389830508]","[0.0555100253753385, 0.1123234684553346]","[0.5045801526717557, 0.5991525423728814]","[0.043754115590819716, 0.14506627548205353]","[0.0275657336726039, 0.11949152542372882]","[0.10313222655604776, 0.3469134003436373]","[0.385592144771952, 0.8670747018204645]","[0.34633870511733106, 0.6007532956685498]"
breast-w,1,69,Uniform,"[[44, 2], [0, 24]]",0.9714285714285714,0.02702702702702703,0.04864864864864865,0.07587905228138622,0.5357710651828298,0.08747853168146154,0.058452570217276095,0.19071555885516298,0.5638943473314448,0.4476240946829182,"[0.02457002457002457, 0.03153153153153153]","[0.030466830466830467, 0.08198198198198198]","[0.05858947658862756, 0.10757660771811044]","[0.5012285012285013, 0.5990990990990991]","[0.06478698281019815, 0.12907970461211107]","[0.04176904176904177, 0.08903903903903904]","[0.10580198243608792, 0.34639044895680055]","[0.3870227227891462, 0.888158992325659]","[0.34971334971334966, 0.6271271271271271]"
breast-w,1,79,Uniform,"[[45, 1], [0, 24]]",0.9857142857142858,0.028616852146263912,0.03751987281399046,0.0642457985951772,0.5375198728139905,0.0737526391161337,0.04689984101748808,0.16778740357021124,0.5303873001382662,0.420773714891362,"[0.028368794326241134, 0.02912621359223301]","[0.02127659574468085, 0.070873786407767]","[0.04654618813023624, 0.10059014435571136]","[0.5044917257683216, 0.6053398058252427]","[0.050137539582976606, 0.12224383864295622]","[0.032702915681639085, 0.07605177993527508]","[0.0848173917102482, 0.3381578648166401]","[0.37026683462465415, 0.8591783531103919]","[0.33149461518255846, 0.6040992448759439]"
breast-w,1,89,Uniform,"[[45, 1], [0, 24]]",0.9857142857142858,0.028616852146263912,0.057233704292527825,0.09130761479707282,0.5419713831478536,0.08183588884708222,0.04992050874403815,0.19144749017452314,0.5596627649547358,0.4458576223282106,"[0.035623409669211195, 0.01694915254237288]","[0.03765903307888041, 0.08983050847457627]","[0.06493981349103045, 0.13521670764993152]","[0.5073791348600509, 0.5995762711864406]","[0.06640412599154724, 0.10753369733108752]","[0.039440203562340966, 0.06737288135593221]","[0.09845290311909735, 0.3463071203134314]","[0.37598979711867664, 0.8655249529190207]","[0.3474696070115917, 0.60969868173258]"
