dataset,fold,n_ensemble,weights,confusion_matrix,accuracy,Boots_Hostility_dataset,Boots_kDN_dataset,Boots_DCP_dataset,Boots_TD_U_dataset,Boots_CLD_dataset,Boots_N1_dataset,Boots_N2_dataset,Boots_LSC_dataset,Boots_F1_dataset,Boots_Hostility_class,Boots_kDN_class,Boots_DCP_class,Boots_TD_U_class,Boots_CLD_class,Boots_N1_class,Boots_N2_class,Boots_LSC_class,Boots_F1_class
ionosphere,1,0,Uniform,"[[20, 3], [3, 10]]",0.8333333333333334,0.09523809523809523,0.13587301587301587,0.06533698994431981,0.6958152958152959,0.20983256702849307,0.12188712522045855,0.31999898394661824,0.8483723671889983,0.7622895622895624,"[0.046948356807511735, 0.19607843137254902]","[0.02910798122065728, 0.3588235294117647]","[0.05175749084384145, 0.09369417924237759]","[0.8830559112249253, 0.3048128342245989]","[0.1587179034468866, 0.3165720115665535]","[0.07957746478873239, 0.210239651416122]","[0.26381882747506946, 0.43731636951955827]","[0.7952958213626703, 0.9592086834733893]","[0.8721012946365059, 0.5329768270944741]"
ionosphere,1,1,Uniform,"[[20, 3], [4, 9]]",0.8055555555555556,0.08571428571428572,0.1434920634920635,0.06221391174270759,0.6891774891774891,0.19297597566027294,0.12067019400352733,0.33030465454251223,0.8566903295314809,0.7751803751803752,"[0.039603960396039604, 0.168141592920354]","[0.02871287128712871, 0.3486725663716814]","[0.04875805643391568, 0.08626774158674265]","[0.8991899189918992, 0.3137570394207562]","[0.13588454653403637, 0.2950332206469967]","[0.06188118811881188, 0.22576204523107177]","[0.2553486694108109, 0.464296769556704]","[0.8041475789369982, 0.9506163084702908]","[0.9036903690369038, 0.5454545454545455]"
ionosphere,1,2,Uniform,"[[20, 3], [0, 13]]",0.9166666666666666,0.0761904761904762,0.13333333333333333,0.05347682761295328,0.6577200577200576,0.16821030927868108,0.11961199294532628,0.33475162168877565,0.861271307859794,0.7665223665223666,"[0.041884816753926704, 0.12903225806451613]","[0.028272251308900525, 0.29516129032258065]","[0.04649132425098, 0.06423675617857344]","[0.8967158495954308, 0.28958944281524923]","[0.13664020847476052, 0.2168384484202039]","[0.06762652705061081, 0.1996863799283154]","[0.26182654358238466, 0.4470797661913618]","[0.7990674897762496, 0.9570852534562212]","[0.8989370141202602, 0.5625610948191594]"
ionosphere,1,3,Uniform,"[[21, 2], [0, 13]]",0.9444444444444444,0.09523809523809523,0.16571428571428573,0.06572065708191364,0.664069264069264,0.18986702413858977,0.14088183421516756,0.33328555255771797,0.8681614602723344,0.751996151996152,"[0.041884816753926704, 0.1774193548387097]","[0.03664921465968586, 0.3645161290322581]","[0.05080726953756754, 0.08869208467038225]","[0.8857686815802, 0.3225806451612903]","[0.13766380762029373, 0.2702768173240297]","[0.06797556719022688, 0.2531810035842294]","[0.2524771617709696, 0.45775654159214485]","[0.8091219296189212, 0.9591013824884793]","[0.9046485800412501, 0.5168621700879765]"
ionosphere,1,4,Uniform,"[[19, 4], [0, 13]]",0.8888888888888888,0.08888888888888889,0.13333333333333333,0.04684284883237765,0.6744588744588744,0.19600331142765165,0.1456437389770723,0.32808561302277217,0.8633294694328809,0.7822029822029822,"[0.0392156862745098, 0.18018018018018017]","[0.024509803921568627, 0.3333333333333333]","[0.04476268692468265, 0.05066584909516847]","[0.8899286987522281, 0.2784602784602785]","[0.1403860153035058, 0.29821888268283864]","[0.07491830065359477, 0.27562562562562565]","[0.2524622519399089, 0.4670690874453317]","[0.8110672129548336, 0.9593790218790219]","[0.8868092691622104, 0.5899535899535899]"
ionosphere,1,5,Uniform,"[[20, 3], [0, 13]]",0.9166666666666666,0.07936507936507936,0.13714285714285715,0.07432892877919058,0.6776334776334776,0.20616314337213457,0.12479717813051146,0.32256372735769445,0.856313528728241,0.7920153920153921,"[0.029556650246305417, 0.16964285714285715]","[0.03152709359605912, 0.32857142857142857]","[0.05225242651673419, 0.1143425891298928]","[0.889386475593372, 0.29383116883116883]","[0.14498722628419364, 0.3170444930940275]","[0.059934318555008206, 0.2423611111111111]","[0.24869868448562696, 0.4564441175633167]","[0.8024164889836531, 0.9540019132653061]","[0.9044633527392149, 0.5882034632034632]"
ionosphere,1,6,Uniform,"[[20, 3], [0, 13]]",0.9166666666666666,0.06984126984126984,0.14095238095238097,0.06967145904318682,0.6897546897546897,0.21380431616266904,0.12305114638447973,0.32299789216617975,0.8554416127976895,0.8031746031746032,"[0.02030456852791878, 0.15254237288135594]","[0.017258883248730966, 0.3474576271186441]","[0.04458101894915889, 0.11155973614931818]","[0.9123211813567144, 0.3181818181818182]","[0.14934929001968497, 0.32141143607934575]","[0.049661590524534685, 0.2455743879472693]","[0.24711010206244863, 0.44969191462749364]","[0.7949592140818749, 0.9564164648910412]","[0.9055529918474081, 0.6322547508988188]"
ionosphere,1,7,Uniform,"[[19, 4], [1, 12]]",0.8611111111111112,0.044444444444444446,0.1384126984126984,0.05477520152912825,0.6712842712842713,0.18582677559025226,0.1054673721340388,0.3231858354707648,0.8588387427939667,0.7656565656565657,"[0.015151515151515152, 0.09401709401709402]","[0.017171717171717175, 0.3435897435897436]","[0.04312761119043845, 0.07448650825614177]","[0.8888888888888888, 0.30303030303030304]","[0.14157305132155173, 0.26071769358343766]","[0.04991582491582491, 0.19947768281101613]","[0.24464506043625792, 0.45610099322146885]","[0.798783858485351, 0.9604700854700855]","[0.8821548821548821, 0.5685055685055685]"
ionosphere,1,8,Uniform,"[[20, 3], [1, 12]]",0.8888888888888888,0.06349206349206349,0.12380952380952381,0.06593008116568329,0.731024531024531,0.1731771994508461,0.12476190476190475,0.31710380461395404,0.8513011755282546,0.7777777777777778,"[0.04090909090909091, 0.11578947368421053]","[0.035454545454545454, 0.32842105263157895]","[0.040128510233222316, 0.1256810875355929]","[0.9074380165289255, 0.322488038277512]","[0.1357576358115285, 0.2598330310366342]","[0.07477272727272727, 0.2405263157894737]","[0.2583013066919921, 0.45327801032797127]","[0.8062867480777929, 0.9555451127819549]","[0.8917355371900827, 0.5138755980861244]"
ionosphere,1,9,Uniform,"[[19, 4], [1, 12]]",0.8611111111111112,0.08253968253968254,0.13079365079365077,0.05519848195240867,0.6735930735930735,0.19201022608701995,0.1196825396825397,0.3146994711123954,0.8619810527859568,0.7823953823953823,"[0.039603960396039604, 0.1592920353982301]","[0.02277227722772277, 0.32389380530973455]","[0.04400627235498423, 0.07520579468408779]","[0.8901890189018902, 0.2864038616251005]","[0.1361013137514041, 0.29195359150112965]","[0.05049504950495049, 0.24336283185840707]","[0.2367171239261689, 0.45410154307361444]","[0.8089502980148762, 0.9567793931731985]","[0.8913891389138914, 0.5875569857870743]"
