dataset,n_ensemble,method_weights,compl_measure,loss_selected,loss_train_mean,loss_test_mean,train_acc_mean,test_acc_mean,loss_train_std,loss_test_std,train_acc_std,test_acc_std,conf_matr_train_total,conf_matr_test_total
pm10,1,classic,none,log_loss,0.6909211768087012,0.6920026900762029,0.5422222222222222,0.52,0.00029749850688412565,0.0014604255780785085,0.027397395568751017,0.03265986323710903,"[[2043, 243], [1817, 397]]","[[214, 40], [200, 46]]"
pm10,2,classic,none,log_loss,0.689107093092311,0.6907957422662584,0.5617777777777777,0.534,0.0005482372214675038,0.0026857934069213895,0.022167834679459732,0.029888682361946518,"[[1880, 406], [1566, 648]]","[[195, 59], [174, 72]]"
pm10,3,classic,none,log_loss,0.6874748955744036,0.6912248870096384,0.5688888888888889,0.526,0.000764584919344928,0.0029981229325850155,0.026020989733704133,0.03272783388968956,"[[1961, 325], [1615, 599]]","[[201, 53], [184, 62]]"
pm10,4,classic,none,log_loss,0.68597157777201,0.6900097712359242,0.5797777777777778,0.534,0.000891119412102427,0.004271178310681968,0.02734627817530484,0.025033311140691458,"[[1843, 443], [1448, 766]]","[[188, 66], [167, 79]]"
pm10,5,classic,none,log_loss,0.684552059717586,0.6894272892739639,0.5804444444444444,0.532,0.001021584010652245,0.004429192098179693,0.02482973570206287,0.025298221281347035,"[[1838, 448], [1440, 774]]","[[188, 66], [168, 78]]"
pm10,6,classic,none,log_loss,0.6832204459809158,0.6888119465717919,0.592,0.548,0.0011398897503004336,0.004946775383204159,0.01827093759208399,0.03910100879630714,"[[1798, 488], [1348, 866]]","[[184, 70], [156, 90]]"
pm10,7,classic,none,log_loss,0.6819595026737655,0.6881735246539044,0.6,0.552,0.0012247571848584458,0.005639292691251267,0.010423146132940972,0.03675746333890726,"[[1819, 467], [1333, 881]]","[[187, 67], [157, 89]]"
pm10,8,classic,none,log_loss,0.6807398001697345,0.6875369629387185,0.5997777777777777,0.554,0.0012940477980513817,0.0057417346858197275,0.010288032921758011,0.04221637386396682,"[[1820, 466], [1335, 879]]","[[187, 67], [156, 90]]"
pm10,9,classic,none,log_loss,0.6795720909239316,0.6869244408291404,0.6055555555555555,0.562,0.0013575833105546305,0.006699704666400269,0.009325687638528988,0.043665394383500825,"[[1813, 473], [1302, 912]]","[[188, 66], [153, 93]]"
pm10,10,classic,none,log_loss,0.6784731468897891,0.6860713270421208,0.6062222222222222,0.5680000000000001,0.0013946673405289911,0.007229022712057607,0.010672837721083194,0.04732863826479692,"[[1797, 489], [1283, 931]]","[[186, 68], [148, 98]]"
pm10,11,classic,none,log_loss,0.6773964331444364,0.6854317843090534,0.6075555555555556,0.5700000000000001,0.0014570558980696578,0.008247570061268214,0.009439722857525328,0.04136557881996951,"[[1767, 519], [1247, 967]]","[[185, 69], [146, 100]]"
pm10,12,classic,none,log_loss,0.6763590622455922,0.6847120238649516,0.6062222222222222,0.5640000000000001,0.00152231189137584,0.008130421859798209,0.010359782955287167,0.05232377832092953,"[[1766, 520], [1252, 962]]","[[185, 69], [149, 97]]"
pm10,13,classic,none,log_loss,0.6753595363988576,0.6845567648905341,0.6073333333333333,0.5660000000000001,0.001565454518735896,0.008609220957160464,0.010159226178366607,0.06113736809658864,"[[1761, 525], [1242, 972]]","[[187, 67], [150, 96]]"
pm10,14,classic,none,log_loss,0.6743969565916509,0.6841485572638386,0.6091111111111112,0.56,0.0015882866844894846,0.00876492905007719,0.01163929770341864,0.04422166387140532,"[[1800, 486], [1273, 941]]","[[185, 69], [151, 95]]"
pm10,15,classic,none,log_loss,0.6734595766451306,0.6836964362006972,0.6095555555555555,0.5740000000000001,0.001632860926655472,0.009507081852252323,0.01128505816214111,0.047187568984497025,"[[1752, 534], [1223, 991]]","[[183, 71], [142, 104]]"
pm10,16,classic,none,log_loss,0.6725459656215368,0.6825155572006517,0.6124444444444445,0.5780000000000001,0.001673291555543275,0.009584411629720459,0.010795518045769857,0.03583914681524162,"[[1765, 521], [1223, 991]]","[[184, 70], [141, 105]]"
pm10,17,classic,none,log_loss,0.671660262418831,0.6817758027617364,0.6133333333333334,0.5900000000000001,0.001722129665696664,0.009305571102068885,0.008574694002066821,0.04242640687119286,"[[1736, 550], [1190, 1024]]","[[186, 68], [137, 109]]"
pm10,18,classic,none,log_loss,0.6707930054818443,0.6814576236686515,0.6122222222222222,0.5820000000000001,0.0017578433606647934,0.009020837373685649,0.007572240111207725,0.033266599866332354,"[[1756, 530], [1215, 999]]","[[186, 68], [141, 105]]"
pm10,19,classic,none,log_loss,0.669950514076165,0.6810786910616163,0.6128888888888888,0.584,0.0018004878932279414,0.00937718239193366,0.00992703144755611,0.04087922591134903,"[[1707, 579], [1163, 1051]]","[[181, 73], [135, 111]]"
pm10,20,classic,none,log_loss,0.6691340988037695,0.6809189218854257,0.6175555555555555,0.588,0.0018486097862511458,0.0098597855242557,0.005488484015657108,0.05349974039397033,"[[1710, 576], [1145, 1069]]","[[184, 70], [136, 110]]"
pm10,21,classic,none,log_loss,0.6683388548507556,0.6807456981503812,0.6204444444444445,0.592,0.0018876735908406406,0.010680210037667498,0.004777634221213966,0.050946595132114136,"[[1720, 566], [1142, 1072]]","[[186, 68], [136, 110]]"
pm10,22,classic,none,log_loss,0.6675656344871277,0.680438705613428,0.6222222222222222,0.5940000000000001,0.0019239062658383958,0.010721741883893687,0.005925925925925952,0.05420127099780758,"[[1718, 568], [1132, 1082]]","[[185, 69], [134, 112]]"
