dataset,n_ensemble,method_weights,compl_measure,loss_selected,loss_train_mean,loss_test_mean,train_acc_mean,test_acc_mean,loss_train_std,loss_test_std,train_acc_std,test_acc_std,conf_matr_train_total,conf_matr_test_total
disclosure_x_bias,1,classic,none,log_loss,0.6908000247635517,0.6920931329068013,0.5211479893971012,0.5211442786069652,0.00033017157269627846,0.001625301841119258,0.0007693568093155724,0.006946687858873804,"[[3105, 0], [2853, 0]]","[[345, 0], [317, 0]]"
disclosure_x_bias,2,classic,none,log_loss,0.6895840005684939,0.6923066867294481,0.5211479893971012,0.5211442786069652,0.0005958352610102837,0.0030319535606818135,0.0007693568093155724,0.006946687858873804,"[[3105, 0], [2853, 0]]","[[345, 0], [317, 0]]"
disclosure_x_bias,3,classic,none,log_loss,0.6884834806255444,0.6924882616576482,0.5258459759742824,0.509023066485753,0.0008081065758922604,0.004399713964777111,0.01451616519294592,0.03564819662615806,"[[3045, 60], [2765, 88]]","[[331, 14], [311, 6]]"
disclosure_x_bias,4,classic,none,log_loss,0.6874526060284825,0.6922621619794155,0.5283675483616265,0.5165762098597919,0.0009718773441133347,0.004760753469297272,0.0153009641062445,0.018404326627798867,"[[3072, 33], [2777, 76]]","[[337, 8], [312, 5]]"
disclosure_x_bias,5,classic,none,log_loss,0.6865104795910806,0.6925499969017482,0.5451460718515595,0.5150610583446404,0.0011096378870433699,0.005777298843823233,0.02799246432580391,0.0405197864616774,"[[2804, 301], [2409, 444]]","[[299, 46], [275, 42]]"
disclosure_x_bias,6,classic,none,log_loss,0.6856087701356661,0.6922635656033673,0.5624279510461903,0.5180913613749435,0.0012468970971600698,0.005875551895623015,0.027044733017965904,0.03193864055930134,"[[2733, 372], [2235, 618]]","[[288, 57], [262, 55]]"
disclosure_x_bias,7,classic,none,log_loss,0.6847544253084121,0.6924576907373943,0.5681413907845017,0.525599276345545,0.0013806716514926727,0.007461997414748536,0.015854228044813873,0.06832032750978308,"[[2661, 444], [2129, 724]]","[[279, 66], [248, 69]]"
disclosure_x_bias,8,classic,none,log_loss,0.6839583175054699,0.692188814719457,0.5755202752241837,0.5316372682044324,0.0014974898299111971,0.0072605379624785,0.020863331251747833,0.059505719553481495,"[[2534, 571], [1958, 895]]","[[266, 79], [231, 86]]"
disclosure_x_bias,9,classic,none,log_loss,0.6831898371524118,0.6923703221719135,0.5768681969432068,0.5362279511533243,0.001626328723515716,0.008151832846310195,0.01897310542713072,0.05504377012946197,"[[2559, 546], [1975, 878]]","[[265, 80], [227, 90]]"
disclosure_x_bias,10,classic,none,log_loss,0.6824535282200768,0.692249992295041,0.5827440640685804,0.5377431026684758,0.001746779055487315,0.008598962596563488,0.014033359529154615,0.0531576944372125,"[[2499, 606], [1880, 973]]","[[258, 87], [219, 98]]"
disclosure_x_bias,11,classic,none,log_loss,0.6817442839741479,0.6921159659619412,0.5842552591506401,0.5362279511533243,0.0018595215703346383,0.008853710430606636,0.013416321938296723,0.08309000582273349,"[[2435, 670], [1807, 1046]]","[[252, 93], [214, 103]]"
disclosure_x_bias,12,classic,none,log_loss,0.6810631534876437,0.6917728115006037,0.5871078901359201,0.5317051108095885,0.001964553749235935,0.009173905654331268,0.016086871853001696,0.05584937688169638,"[[2417, 688], [1772, 1081]]","[[248, 97], [213, 104]]"
disclosure_x_bias,13,classic,none,log_loss,0.6804152979266875,0.6920745035410325,0.5871090181038858,0.5331750339213025,0.002077339609327923,0.010016796629951467,0.017185395363534958,0.06232810681263674,"[[2407, 698], [1762, 1091]]","[[249, 96], [213, 104]]"
disclosure_x_bias,14,classic,none,log_loss,0.6798018942168005,0.6921735427907134,0.5906325080367718,0.5407734056987789,0.0021732214512775083,0.010517356869073399,0.012979314460242726,0.07892036367457708,"[[2341, 764], [1675, 1178]]","[[244, 101], [203, 114]]"
disclosure_x_bias,15,classic,none,log_loss,0.6792159624976082,0.6921926819718214,0.5891213129547122,0.5301673450927182,0.0022684864890953594,0.011332526680758733,0.01293552601083833,0.08115311085653955,"[[2353, 752], [1696, 1157]]","[[242, 103], [208, 109]]"
disclosure_x_bias,16,classic,none,log_loss,0.6786452703101172,0.6921519973516808,0.5891230049066607,0.5347354138398914,0.0023627808594881474,0.011638624586513876,0.013993577457244041,0.08380420276279146,"[[2370, 735], [1713, 1140]]","[[245, 100], [208, 109]]"
disclosure_x_bias,17,classic,none,log_loss,0.6780908843198038,0.692093783244445,0.5941582539055891,0.5362053369516057,0.0024504728218663957,0.011589149053659065,0.010957603665371428,0.08735201631263038,"[[2299, 806], [1612, 1241]]","[[238, 107], [200, 117]]"
disclosure_x_bias,18,classic,none,log_loss,0.6775602488764039,0.6926184312533122,0.5956660650837516,0.5286748077792854,0.0025274292072396203,0.012441596467956454,0.012967035987516818,0.08361227444174853,"[[2300, 805], [1604, 1249]]","[[236, 109], [203, 114]]"
disclosure_x_bias,19,classic,none,log_loss,0.6770517884307626,0.6922169434852656,0.597343917432745,0.5347354138398914,0.0025956444737708076,0.0128568262994097,0.014206339799882287,0.07479785244147824,"[[2278, 827], [1572, 1281]]","[[236, 109], [199, 118]]"
disclosure_x_bias,20,classic,none,log_loss,0.6765535695650805,0.691821885408975,0.5961702667644239,0.5272048846675712,0.002667746671867452,0.013364805716249595,0.013572244533193297,0.0806609158161272,"[[2313, 792], [1614, 1239]]","[[234, 111], [202, 115]]"
