dataset,CV_fold,n_trees,model,parameters,perf_measure,perf_value,Conf_Matrix
ring.csv,0,155,base,None,acc,0.8770270270270271,"[array([[311,  56],
       [ 35, 338]])]"
ring.csv,0,155,base,None,f1,0.8768995277160823,"[array([[311,  56],
       [ 35, 338]])]"
ring.csv,0,155,base,None,auc,0.8767888319904158,"[array([[311,  56],
       [ 35, 338]])]"
ring.csv,0,155,wagging,None,acc,0.9432432432432433,"[array([[357,  10],
       [ 32, 341]])]"
ring.csv,0,155,wagging,None,f1,0.9432067426542566,"[array([[357,  10],
       [ 32, 341]])]"
ring.csv,0,155,wagging,None,auc,0.9434805794391158,"[array([[357,  10],
       [ 32, 341]])]"
ring.csv,0,155,AdaBoost,None,acc,0.8770270270270271,"[array([[310,  57],
       [ 34, 339]])]"
ring.csv,0,155,AdaBoost,None,f1,0.8768770103414801,"[array([[310,  57],
       [ 34, 339]])]"
ring.csv,0,155,AdaBoost,None,auc,0.8767669167439789,"[array([[310,  57],
       [ 34, 339]])]"
ring.csv,0,155,Grouped_Mixed_Bagging,"[[0.2, 0.4, 0.4], 2.0]",acc,0.9472972972972973,"[array([[356,  11],
       [ 28, 345]])]"
ring.csv,0,155,Grouped_Mixed_Bagging,"[[0.2, 0.4, 0.4], 2.0]",f1,0.9513371343946684,"[array([[357,  10],
       [ 26, 347]])]"
ring.csv,0,155,Grouped_Mixed_Bagging,"[[0.2, 0.4, 0.4], 2.0]",auc,0.9474801119138585,"[array([[356,  11],
       [ 28, 345]])]"
ring.csv,0,155,Incremental_Mixed_Bagging,"[[-1.0, 2.0]]",acc,0.95,"[array([[355,  12],
       [ 25, 348]])]"
ring.csv,0,155,Incremental_Mixed_Bagging,"[[-1.0, 2.0]]",f1,0.9445809334618673,"[array([[354,  13],
       [ 28, 345]])]"
ring.csv,0,155,Incremental_Mixed_Bagging,"[[-1.0, 2.0]]",auc,0.9501610770613116,"[array([[356,  11],
       [ 26, 347]])]"
ring.csv,1,155,base,None,acc,0.8635135135135135,"[array([[308,  59],
       [ 42, 331]])]"
ring.csv,1,155,base,None,f1,0.8634159645368429,"[array([[308,  59],
       [ 42, 331]])]"
ring.csv,1,155,base,None,auc,0.8633182605138394,"[array([[308,  59],
       [ 42, 331]])]"
ring.csv,1,155,wagging,None,acc,0.9405405405405406,"[array([[351,  16],
       [ 28, 345]])]"
ring.csv,1,155,wagging,None,f1,0.9405327221282981,"[array([[351,  16],
       [ 28, 345]])]"
ring.csv,1,155,wagging,None,auc,0.940668122813041,"[array([[351,  16],
       [ 28, 345]])]"
ring.csv,1,155,AdaBoost,None,acc,0.8662162162162163,"[array([[312,  55],
       [ 44, 329]])]"
ring.csv,1,155,AdaBoost,None,f1,0.8661705062495473,"[array([[312,  55],
       [ 44, 329]])]"
ring.csv,1,155,AdaBoost,None,auc,0.8660868866470404,"[array([[312,  55],
       [ 44, 329]])]"
ring.csv,1,155,Grouped_Mixed_Bagging,"[[0.1, 0.7, 0.2], 2.0]",acc,0.9364864864864865,"[array([[353,  14],
       [ 33, 340]])]"
ring.csv,1,155,Grouped_Mixed_Bagging,"[[0.1, 0.7, 0.2], 2.0]",f1,0.9432266567937801,"[array([[354,  13],
       [ 29, 344]])]"
ring.csv,1,155,Grouped_Mixed_Bagging,"[[0.1, 0.7, 0.2], 2.0]",auc,0.943371003206931,"[array([[352,  15],
       [ 27, 346]])]"
ring.csv,1,155,Incremental_Mixed_Bagging,"[[-1.0, 2.0]]",acc,0.9472972972972973,"[array([[355,  12],
       [ 27, 346]])]"
ring.csv,1,155,Incremental_Mixed_Bagging,"[[-1.0, 2.0]]",f1,0.9499829217193718,"[array([[357,  10],
       [ 27, 346]])]"
ring.csv,1,155,Incremental_Mixed_Bagging,"[[-1.0, 2.0]]",auc,0.9461177140936949,"[array([[355,  12],
       [ 28, 345]])]"
ring.csv,2,155,base,None,acc,0.8702702702702703,"[array([[317,  50],
       [ 46, 327]])]"
ring.csv,2,155,base,None,f1,0.8702607922991485,"[array([[317,  50],
       [ 46, 327]])]"
ring.csv,2,155,base,None,auc,0.8702179106004047,"[array([[317,  50],
       [ 46, 327]])]"
ring.csv,2,155,wagging,None,acc,0.9486486486486486,"[array([[357,  10],
       [ 28, 345]])]"
ring.csv,2,155,wagging,None,f1,0.9486283878571112,"[array([[357,  10],
       [ 28, 345]])]"
ring.csv,2,155,wagging,None,auc,0.948842509734022,"[array([[357,  10],
       [ 28, 345]])]"
ring.csv,2,155,AdaBoost,None,acc,0.8743243243243243,"[array([[317,  50],
       [ 43, 330]])]"
ring.csv,2,155,AdaBoost,None,f1,0.874303433131669,"[array([[317,  50],
       [ 43, 330]])]"
ring.csv,2,155,AdaBoost,None,auc,0.8742393583215844,"[array([[317,  50],
       [ 43, 330]])]"
