instances,instance_hardness
1,0.0871735415338325
2,0.5109220375613044
3,0.048368635229137924
4,0.06882283991645699
5,0.4813560368813641
6,0.061253630640829004
7,0.048080601010703106
8,0.07782025764429346
9,0.33942094867361994
10,0.0755957226569497
11,0.03557130210206316
12,0.16138006323421417
13,0.405847595455911
14,0.5147522333806364
15,0.09550752509738458
16,0.04307996012953008
17,0.07638102793015955
18,0.09030272297301278
19,0.07115916596281735
20,0.09225810289080183
21,0.1169223155402006
22,0.07543440600324547
23,0.11437083953786142
24,0.04270605707959807
25,0.05553300854196186
26,0.07829052036965578
27,0.05146822111320526
28,0.07124664646769507
29,0.07194084444051563
30,0.10472646595947577
31,0.2214390179444038
32,0.11103272449724133
33,0.06548961235198458
34,0.30205759857501435
35,0.3624791018041643
36,0.3191676263417603
37,0.11712103415354458
38,0.09628413212332865
39,0.1896135336177307
40,0.28817184652606287
41,0.03257027295983461
42,0.1960838350507208
43,0.08937361276317257
44,0.09120837047390873
45,0.13501384614557765
46,0.13009866991761987
47,0.04779322147549436
48,0.8835103531766705
49,0.11926049910651926
50,0.1377313884032837
51,0.04016590712578039
52,0.057334177598034386
53,0.40652036600498376
54,0.07262906331763463
55,0.22815471999719894
56,0.138430586933193
57,0.09903058927115571
58,0.24258315121243512
59,0.05218938012822716
60,0.04181873297421601
61,0.08248010095509961
62,0.15512156237346297
63,0.09285007504126008
64,0.8168344912828482
65,0.820639746943384
66,0.6085808822229368
67,0.24379466837802222
68,0.14529896934241648
69,0.06392724382522064
70,0.041764151809289274
71,0.625867074973719
72,0.07045348951722319
73,0.08445520961253505
74,0.05074192769580088
75,0.05537752754152636
76,0.048755019353642126
77,0.12052191532143286
78,0.1480170230932082
79,0.039786319424045646
80,0.05468592633883995
81,0.23378606462566853
82,0.15745257496028287
83,0.1582683256967501
84,0.05862457337266458
85,0.07682610976796855
86,0.045999121013675204
87,0.18283368714108128
88,0.08044663981816269
89,0.059879043760749484
90,0.38384037177942654
91,0.06285922265242849
92,0.3001305434027065
93,0.09517471434008917
94,0.07839615162159885
95,0.05988549843233826
96,0.0655326643928209
97,0.05756181881311018
98,0.05990845430908798
99,0.0580425841244574
100,0.08585547747558775
101,0.07378584922029963
102,0.13823351800929373
103,0.1251730423081453
104,0.2001774048124596
105,0.06174913623372069
106,0.938324316584114
107,0.269309343753517
108,0.04786655011633412
109,0.6645824583173863
110,0.042266969967944656
111,0.20647332458550294
112,0.06389945294473642
113,0.057394314089942555
114,0.08351643233477213
115,0.7830834529762022
116,0.11029371500555607
117,0.07651827718298909
118,0.0748873919313695
119,0.07437778295640007
120,0.06029484882404079
121,0.2979020845202499
122,0.09852137390236271
123,0.045947977681605856
124,0.0687654116265044
125,0.07176931456817592
126,0.05669256194402461
127,0.05982212684386701
128,0.9002491888747366
129,0.042964279259758875
130,0.14377465240196907
131,0.13453333390178412
132,0.10146878905361012
133,0.10480377016808107
134,0.5881187876006491
135,0.16004834358886522
136,0.0714228182278962
137,0.08638360577756343
138,0.9153622846511522
139,0.44758297494615906
140,0.21329606421242664
141,0.1001148412861742
142,0.1290792250412215
143,0.2828307351585494
144,0.1357334367140407
145,0.1120901898369635
146,0.39008409577853553
147,0.09501206430582121
148,0.05235019945264385
149,0.07295327590336897
150,0.7131946429814957
151,0.5219834159647848
152,0.15981614535170008
153,0.05111175049338068
154,0.6348148808887966
155,0.0603900307656996
156,0.039785435286221804
157,0.5344301182898492
158,0.06052948513196821
159,0.11252838619377903
160,0.2113343396252525
161,0.0654035700165484
162,0.3613695054343363
163,0.12541454561981757
164,0.5133810322235963
165,0.09269211062720983
166,0.8682545028625651
167,0.05057035998165316
168,0.194581889981439
169,0.08114379770300806
170,0.7602488191379796
171,0.12681081504489444
172,0.07991223387241819
173,0.9272495978711301
174,0.13686707084165162
175,0.06657414338097178
176,0.13790112873680427
177,0.17227307996981756
178,0.08302673477824818
179,0.042432763094432224
180,0.10696816881680427
181,0.1362126221154698
182,0.04392167728519536
183,0.051615933469590924
184,0.7128448552295641
185,0.2655588430056087
186,0.20802537622478334
187,0.058453532352939375
188,0.05467360122753506
189,0.17747705509332268
190,0.14214786547727942
191,0.04666059329240457
192,0.09534750371220424
193,0.04228720563645627
194,0.4716564305655091
195,0.052939845803737895
196,0.10222855193498348
197,0.05888412264535392
198,0.03526686787751676
199,0.11193039854157893
200,0.060459075583135125
201,0.09900153895156971
202,0.50399683835476
203,0.05337969845431556
204,0.07109256917449458
205,0.05730743467215871
206,0.13236551910076755
207,0.25002311444162817
208,0.1676460647278719
209,0.08298513575837496
210,0.5978062661089802
211,0.5446703221671231
212,0.05300073544857953
213,0.1605941991746973
214,0.06694240335824786
215,0.09135789203542222
216,0.32207963564874964
217,0.04294166075972761
218,0.9093998847172711
219,0.04377392524504753
220,0.1550170720976064
221,0.1365860724828225
222,0.06620329289711524
223,0.244825946858091
224,0.19577935398814694
225,0.16081285015063074
226,0.08040474246727747
227,0.08055343862388653
228,0.44850215753942846
229,0.12285949365336168
230,0.21355130105692532
231,0.06183148764679902
232,0.061934708473110334
233,0.06462310597512955
234,0.09621586894205303
235,0.07175524262166777
236,0.31547062026293715
237,0.1973106526160423
238,0.1556054870557304
239,0.09485310189992058
240,0.3121629785093599
241,0.09049172339595912
242,0.15449100662410298
243,0.07870052452396825
244,0.17345279033018746
245,0.0582934538629416
246,0.3005422404145107
247,0.388363670872761
248,0.044629114422608085
249,0.07772678983815817
250,0.3700306480043686
251,0.10367454636277773
252,0.08604787340877429
