,Hostility
0,0.029699947665290383
1,0.021079258010118007
2,0.05163321281635702
3,0.028526066520756288
4,0.5962077783496771
5,0.06925369873275478
6,0.4574195536206782
7,0.05909090909090908
8,0.051948051948051965
9,0.7831677934886652
10,0.08428947536755915
11,0.051948051948051965
12,0.031978123152759164
13,0.10073684378861181
14,0.051948051948051965
15,0.10600234530140829
16,0.08428947536755915
17,0.7297128465637805
18,0.09937712996223635
19,0.04169558177191757
20,0.029699947665290383
21,0.03226173063999682
22,0.5495938231991365
23,0.06161979855065858
24,0.028526066520756288
25,0.031978123152759164
26,0.08292421466890443
27,0.7613587658097027
28,0.3475613028739333
29,0.10600234530140829
30,0.12774883080872312
31,0.4504061768008635
32,0.21581594634873313
33,0.043831168831168776
34,0.9002399020990501
35,0.08428947536755915
36,0.06161979855065858
37,0.16946427170758482
38,0.06797601635428252
39,0.12327718665881071
40,0.10600234530140829
41,0.3136412341902972
42,0.028526066520756288
43,0.02283178168934452
44,0.028526066520756288
45,0.21567854248668672
46,0.6022354450935464
47,0.051948051948051965
48,0.5997976479895037
49,0.028526066520756288
50,0.4636695536206782
51,0.16978881456578743
52,0.5652737972410105
53,0.02616416966438706
54,0.16238970793877094
55,0.05163321281635702
56,0.12327718665881071
57,0.05470073404856013
58,0.18917542222448525
59,0.035017828200972434
60,0.07990351045527855
61,0.8496392496392496
62,0.04976009790094982
63,0.29639282820097246
64,0.6225699894209233
65,0.051948051948051965
66,0.05569948186528495
67,0.028526066520756288
68,0.02616416966438706
69,0.15331594634873313
70,0.05569948186528495
71,0.038984682484899946
72,0.13896803157591808
73,0.035017828200972434
74,0.028526066520756288
75,0.21581594634873313
76,0.043831168831168776
77,0.017017828200972418
78,0.09717324729738364
79,0.7363587658097028
80,0.7011414179923521
81,0.017017828200972418
82,0.18917542222448525
83,0.5459854450935464
84,0.07925369873275478
85,0.07854379662890298
86,0.09097020915335341
87,0.06783540419538203
88,0.09717324729738364
89,0.19911979855065853
90,0.06769240886704486
91,0.05909090909090908
92,0.05470073404856013
93,0.08428947536755915
94,0.02283178168934452
95,0.11417421466890443
96,0.043831168831168776
97,0.07990351045527855
98,0.031978123152759164
99,0.07925369873275478
100,0.15331594634873313
101,0.16238970793877094
102,0.06783540419538203
103,0.40533622028734484
104,0.5196007203179334
105,0.5036071717990276
106,0.038984682484899946
107,0.04930354248668667
108,0.7468778521008792
109,0.09976009790094986
110,0.051948051948051965
111,0.04930354248668667
112,0.11783540419538197
113,0.11399054083801796
114,0.03896081394740902
115,0.12021046329556961
116,0.04169558177191757
117,0.08899054083801805
118,0.02616416966438706
119,0.10167421466890447
120,0.043831168831168776
121,0.05909090909090908
122,0.043831168831168776
123,0.028526066520756288
124,0.20887150190428871
125,0.8115963343530211
126,0.4540145549064536
127,0.3323636502217515
128,0.029699947665290383
129,0.2463928282009724
130,0.07990351045527855
131,0.03226173063999682
132,0.05470073404856013
133,0.07925369873275478
134,0.051948051948051965
135,0.40533622028734484
136,0.02283178168934452
137,0.026633212816357
138,0.06161979855065858
139,0.06783540419538203
140,0.06161979855065858
141,0.028526066520756288
142,0.302063282746427
143,0.2463928282009724
144,0.04169558177191757
145,0.06925369873275478
146,0.021079258010118007
147,0.7216840536512668
148,0.05470073404856013
149,0.1745147767580899
150,0.10600234530140829
151,0.12667542222448525
152,0.05909090909090908
153,0.02616416966438706
154,0.04930354248668667
155,0.1300305261466015
156,0.05909090909090908
157,0.05167421466890443
158,0.037878787878787845
159,0.06783540419538203
160,0.128729618028681
161,0.8459248726958166
162,0.06783540419538203
163,0.2533159463487332
164,0.302063282746427
165,0.041026066520756355
166,0.041026066520756355
167,0.028526066520756288
168,0.16238970793877094
169,0.02616416966438706
170,0.06161979855065858
171,0.02616416966438706
172,0.02616416966438706
173,0.4254160700579688
174,0.06783540419538203
175,0.051948051948051965
176,0.21683220651133484
177,0.02616416966438706
178,0.06925369873275478
179,0.08738850038319013
180,0.05470073404856013
181,0.11399054083801796
182,0.06783540419538203
183,0.017017828200972418
184,0.017017828200972418
185,0.5579271565324699
186,0.051948051948051965
187,0.06161979855065858
188,0.07774883080872308
189,0.21683220651133484
190,0.09717324729738364
191,0.05569948186528495
192,0.36898987430250474
193,0.06783540419538203
194,0.017017828200972418
195,0.2988585820076479
196,0.06161979855065858
197,0.6085526686015441
198,0.028526066520756288
199,0.02616416966438706
200,0.5425804463793218
201,0.08428947536755915
202,0.8050173869846001
203,0.7113587658097028
204,0.08065134915156658
205,0.043831168831168776
206,0.09717324729738364
207,0.39776455490645357
208,0.27831594634873313
209,0.13324179397085012
210,0.03226173063999682
211,0.08428947536755915
212,0.6225699894209233
213,0.18917542222448525
214,0.028526066520756288
215,0.04976009790094982
216,0.028526066520756288
217,0.05470073404856013
218,0.15036075036075025
219,0.1745147767580899
220,0.05167421466890443
221,0.23864123419029715
222,0.029699947665290383
223,0.07824750299772043
224,0.05569948186528495
225,0.031978123152759164
226,0.6635445187675458
227,0.05470073404856013
228,0.36898987430250474
229,0.08977699931647298
230,0.09717324729738364
231,0.028526066520756288
232,0.13896803157591808
233,0.028526066520756288
234,0.592546868116008
235,0.07430354248668669
236,0.04169558177191757
237,0.23353568534382962
238,0.04976009790094982
239,0.3475613028739333
240,0.02283178168934452
241,0.13326673326673322
242,0.038984682484899946
243,0.06925369873275478
244,0.6593214575133133
245,0.04169558177191757
246,0.038984682484899946
247,0.028526066520756288
248,0.028526066520756288
249,0.35745313188399186
250,0.5069404639076771
251,0.5652737972410105
252,0.026633212816357
253,0.07990351045527855
254,0.16978881456578743
255,0.028526066520756288
256,0.40533622028734484
257,0.25243001057907644
258,0.13896803157591808
259,0.1745147767580899
260,0.18917542222448525
261,0.17021803157591808
262,0.1545271866588107
263,0.02283178168934452
264,0.03226173063999682
265,0.02616416966438706
266,0.02616416966438706
267,0.04169558177191757
268,0.10073684378861181
269,0.5036071717990276
