instances,instance_hardness
1,0.00944103379294059
2,0.005576089557627895
3,0.008260080216454413
4,0.008867678535935952
5,0.005559840202509436
6,0.00838860411999709
7,0.005679963954856482
8,0.031049807067046853
9,0.0052214710955008625
10,0.005917215895655303
11,0.007792220508640035
12,0.010882127921705287
13,0.007003562736125346
14,0.005751575285420696
15,0.005828858424354211
16,0.005669982536280704
17,0.005568626593095316
18,0.005635826121390353
19,0.005791048683540634
20,0.11032911874969675
21,0.005217415722757801
22,0.009660315163640187
23,0.005588806720764117
24,0.24388013971878986
25,0.006095883242411837
26,0.005843175168354309
27,0.005573174741685505
28,0.006063652194235325
29,0.0330625708644694
30,0.008014041011545237
31,0.006977745832289162
32,0.0055761514557221
33,0.006038624455220742
34,0.20111965552113187
35,0.015111732959574908
36,0.005597494710964157
37,0.007357360191019069
38,0.006240090251979247
39,0.006318154933318554
40,0.00784041444154615
41,0.005213862858337137
42,0.006508358650198498
43,0.006013385717194009
44,0.005991274051055151
45,0.008591501637933763
46,0.010272927858777647
47,0.005218388794975493
48,0.00592360932042324
49,0.005727670541563423
50,0.006027661355720304
51,0.0072782190106495115
52,0.007680244832717675
53,0.005640858125157133
54,0.0059314746274350405
55,0.0056801496136781315
56,0.005248020252366814
57,0.00618570896154913
58,0.005751710036682178
59,0.005213650722178498
60,0.01401228844653346
61,0.005681456471852253
62,0.5367523132213403
63,0.006024395425174189
64,0.02819790271649314
65,0.005991308067538448
66,0.005577125420522133
67,0.005549074946142207
68,0.006130898559866926
69,0.005262272435826221
70,0.0068563639536523
71,0.005728174174519984
72,0.02793208009892334
73,0.006258576961335693
74,0.006024343398795207
75,0.007363074531496205
76,0.005922745160728993
77,0.8330590017465729
78,0.006033864482674289
79,0.005297474011766612
80,0.005683422266422045
81,0.005323364805509101
82,0.005865139485796256
83,0.006013328543825969
84,0.01008157309572022
85,0.011259768178031981
86,0.005880428972134033
87,0.11049492689757645
88,0.005679178270059815
89,0.00977769681918661
90,0.00646391868874252
91,0.005741661229774264
92,0.02239487905919857
93,0.005579836621458556
94,0.006675361765239529
95,0.005939311366527367
96,0.012197502168167618
97,0.6067125367570271
98,0.005878693198281382
99,0.00781675207056809
100,0.13166697540287908
101,0.006106098428698581
102,0.017002858978390156
103,0.005800150261262127
104,0.005659095768313693
105,0.011978114785555993
106,0.0055955567874369505
107,0.006861912802520687
108,0.0058131159877015115
109,0.005930833930077206
110,0.02529604938638863
111,0.06017849527204566
112,0.025553191020228128
113,0.02111398080659077
114,0.005245167952365071
115,0.005691065112212623
116,0.005957824508919796
117,0.17170026271136207
118,0.005349913774935766
119,0.005758850143803285
120,0.005902038551160227
121,0.005243857350068826
122,0.005779120850075148
123,0.005834213501118679
124,0.0059504886139326585
125,0.008637267264743342
126,0.005252638338430482
127,0.016487802340765523
128,0.005747080684929573
129,0.16511512068461143
130,0.0057892210495534835
131,0.0056131715924977454
132,0.006609228983897708
133,0.009737189508801203
134,0.006078792252081189
135,0.005803240519374642
136,0.1672426743941643
137,0.014511837635040048
138,0.005385344829534899
139,0.006060732011487602
140,0.009133047588134602
141,0.005215364591138805
142,0.007956436719666726
143,0.005916155422834635
144,0.005865912278161356
145,0.00563771767543908
146,0.005734012513175402
147,0.005791056870541933
148,0.005713133041471696
149,0.009112717635719414
150,0.005353688053043704
151,0.009963729442896474
152,0.005212903686466652
153,0.010016512320808468
154,0.005685040263829766
155,0.00589746059553542
156,0.013212407535230675
157,0.007899996653304542
158,0.9666666762899363
159,0.006251596818145355
160,0.005570299700701109
161,0.005576737183011327
162,0.005743969631393231
163,0.012521731226546096
164,0.0070074934371618935
165,0.00751400040224548
166,0.013314289200107576
167,0.005301760224329266
168,0.008351221817810228
169,0.006392666707888184
170,0.005212016477691761
171,0.007776657599486092
172,0.00530894905189383
173,0.005757634927086475
174,0.00579263499914906
175,0.005756600835673087
176,0.03431954900652534
177,0.0069103330409980845
178,0.005563302335369169
179,0.005319605941828787
180,0.005216956602381639
181,0.0062186865660578405
182,0.005796557401675728
183,0.00619682337972316
184,0.006191287892238551
185,0.0070469895950934225
186,0.005778571690748913
187,0.006875685394810649
188,0.08607319582027828
189,0.010963689131113341
190,0.006008352882589607
191,0.007171499042071927
192,0.005605284152432111
193,0.006081508775801714
194,0.0057279130902424535
195,0.0052869799744643675
196,0.008522005202973637
197,0.005737031917248836
198,0.006040948017887349
199,0.006161256858952302
200,0.04361140413796205
201,0.005644133205376933
202,0.01600359065381407
203,0.00580341503209203
204,0.0052120474916702575
205,0.014146772954789721
206,0.035874418695388655
207,0.019871182479279215
208,0.0067571982748780846
209,0.0065117588605687615
210,0.00580959550744331
211,0.013134137448215122
212,0.005566207020863523
213,0.048986786336226995
214,0.005700358691113627
215,0.005699367453084192
216,0.06994936195517054
217,0.007033914397237329
218,0.008142646064243864
219,0.012973221175036631
220,0.2532812982237789
221,0.0058302803969632055
222,0.006719682936341065
223,0.005381535049094555
224,0.00592195881870905
225,0.008218406235918518
226,0.006776248242684191
227,0.005388326979470004
228,0.008147094208034833
229,0.0061623431221282665
230,0.005563063365967569
231,0.005214994545870488
232,0.017742121034624247
233,0.005688155841725218
234,0.06761406708892947
235,0.006818981701638194
236,0.006462325093650079
237,0.018894024093903616
238,0.005220524909507973
239,0.007103481364182596
240,0.0057813567655448095
241,0.005762124891164122
242,0.005806253475162726
243,0.03907177987641519
244,0.32918774345227664
245,0.006712887978784443
246,0.006132488071888043
247,0.005376832890582328
248,0.005856353489387844
249,0.005247210358815146
250,0.005635061367359806
251,0.005678823782307996
252,0.005683576684628822
253,0.005394954699247334
254,0.00571026547171849
255,0.005736448783022707
256,0.0289718374950948
257,0.005702037455352027
258,0.005873763469326554
259,0.005894304410757445
