Row,bagging,gradient_boosting,logistic_regression,mlp,random_forest,svc_linear,svc_rbf
1,0.01314706993800979,0.012500523576049643,0.0037542806946472182,0.009720288855880074,0.020265691335971704,0.0027632006845195126,0.00437148560709232
2,0.014757984751153117,0.004719449200199166,3.654263996777263e-06,0.00974489718448091,0.009626599976401471,1.7224475792762296e-06,0.0003913951287563175
3,0.013592802577141487,0.008815256327979042,4.3899842666698385e-06,0.009487857396704134,0.012769089701669406,7.307994345803727e-06,0.01349120810611697
4,0.013264345867908709,0.011889333490098075,0.0034105906119634437,0.009916333765457428,0.019017054175867847,0.0044122439331265645,0.0005662079672883903
5,0.013264345867908709,0.004972335475177897,0.00027216791667740306,0.009574741449820635,0.010596162093163742,0.00042425478056929707,1.655979981881194e-05
6,0.013203494598928394,0.014786363080497538,4.5775688570582335e-05,0.009093167959259109,0.01941529268614533,5.872338639696222e-05,0.002544695154307832
7,0.013203494598928394,0.00873686043272209,3.084146338442318e-05,0.00908921871358316,0.008643910057073123,4.0650576766687076e-05,0.0002180694043807292
8,0.20712588877874702,0.0073694286485884546,0.0003053107322483167,0.009782969418532331,0.011397548229274378,0.00019754788087899492,0.0013536240134481656
9,0.013592802577141487,0.0031556477438168824,1.3936314554590608e-05,0.00949390810234645,0.008903659367538468,2.2670200676310087e-05,0.0015502586107787129
10,0.013264345867908709,0.0044077919988669235,0.00134022441276538,0.009694271680517652,0.010929740376497491,0.0018517752705536,0.00013861683795970227
11,0.020027597826861834,0.007165951998927836,0.000327547953062221,0.009562032669295745,0.014822892477291957,0.0004786196913967032,0.002544025896097669
12,0.01314706993800979,0.010083135983587038,0.01202669167956506,0.010393025750583321,0.016387900511696352,0.009080965752923942,0.005508470282530506
13,0.01314706993800979,0.010083135983587038,0.0003878007356010803,0.0093998955424535,0.01534377205531307,0.0002407315606400937,0.0007207636232893024
14,0.01314706993800979,0.008622957258049596,1.0081015308326867e-05,0.009335471881257622,0.009120868576238445,4.800833046191146e-06,0.0002278289876710418
15,0.013592802577141487,0.005975714373894384,0.0005789864839262657,0.009600263425898712,0.009450342142142349,0.0008108185322529751,0.0009943054119251771
16,0.013203494598928394,0.00873686043272209,1.0441498367789933e-05,0.009086454348394533,0.008622269091103588,1.4191379159949989e-05,0.00021925204754297256
17,0.014757984751153117,0.004719449200199166,4.492524298238533e-06,0.009745072439968475,0.00961496016924268,2.121990037016401e-06,0.00034925578024776107
18,0.014757984751153117,0.004719449200199166,4.815488230398816e-05,0.009751706081228483,0.010045694608899982,2.571821488994152e-05,0.00031929514524872644
