instances,instance_hardness
1,0.007696644437260702
2,0.018916574592446445
3,0.04144810434201984
4,0.002179105029210482
5,0.0040013393997050395
6,0.011838026603611773
7,0.08149523165642292
8,0.013800622672966778
9,0.2041685315599473
10,0.22979754506725725
11,0.007348839171321231
12,0.009152291854367611
13,0.003557333711208477
14,0.012696471715481272
15,0.011212110153170585
16,0.007280601368900963
17,0.017315178419069044
18,0.006853996441129606
19,0.002128093956308863
20,0.24409306011774212
21,0.01436980926742526
22,0.0020278357173202366
23,0.02573950769928801
24,0.12622547688048502
25,0.10371016545937262
26,0.001535129236454602
27,0.09455775233569363
28,0.24447582624871245
29,0.12343490222672493
30,0.07172811855633188
31,0.014986916930628924
32,0.010762065271914256
33,0.002029241293077577
34,0.004221716907512274
35,0.013123783208273121
36,0.0022024406295153565
37,0.013909843248416265
38,0.07059012769215889
39,0.07529386932378512
40,0.00868836128164363
41,0.16758998625324628
42,0.21833675863207647
43,0.00885201411040204
44,0.017770960042371997
45,0.010044621443582313
46,0.18658590324799973
47,0.0015669807145455295
48,0.01233990401777929
49,0.004033357876833454
50,0.22707437994021462
51,0.1257511898366922
52,0.01548488775173118
53,0.0020400174232833024
54,0.26412415171045045
55,0.0026511593737432726
56,0.2518668561588383
57,0.03025000378850007
58,0.013936792549099408
59,0.006155213900236212
60,0.09863048510486805
61,0.16079696263834542
62,0.05158298241254711
63,0.001978040960971428
64,0.002063522883346991
65,0.0024512965287085686
66,0.20955257082612322
67,0.011712256806724941
68,0.0698301066490481
69,0.12678469929936353
70,0.175511407398813
71,0.021612068824458097
72,0.19616696744319584
73,0.01721301687828536
74,0.016689400117944175
75,0.02014973324045133
76,0.07871252130858486
77,0.12828443520431987
78,0.0017372661463741501
79,0.0035491894812563762
80,0.02640907923858704
81,0.1105005620754953
82,0.006223172699049373
83,0.004831204482462548
84,0.0048357254889022094
85,0.042640173998761854
86,0.05433454923511438
87,0.013498288064105135
88,0.04728929894932021
89,0.0017090781518185327
90,0.03864937690860837
91,0.059849293262664305
92,0.019099078772266576
93,0.0018530840964990913
94,0.001917581931847323
95,0.001975356389368521
96,0.2210690188494584
97,0.00202461206260407
98,0.12957083265608982
99,0.00903386177363541
100,0.009416793268993029
101,0.1599506715797112
102,0.17176762395015543
103,0.019545249726536706
104,0.004012151900126826
105,0.04157362099370843
106,0.007293235856021041
107,0.12473388999468926
108,0.026725385634340126
109,0.010969336400950214
110,0.0837891961610211
111,0.0028545746586479126
112,0.0060408274029843945
113,0.22769963916406155
114,0.2078046223408775
115,0.0430678375270932
116,0.11990527268926443
117,0.003081839404212694
118,0.1754625214605936
119,0.02368111654711169
120,0.039703660304471144
121,0.19733901705671242
122,0.013756967549293675
123,0.004963919778668058
124,0.006332761191462866
125,0.20952871018916375
126,0.26888800698404336
127,0.24668162857812692
128,0.02096492699099195
129,0.22045435303312677
130,0.006193260808649903
131,0.0024476011688188137
132,0.008364482588134603
133,0.0027063188315317177
134,0.003042879906611118
135,0.03426999533962016
136,0.004005136788076236
137,0.011077728399001341
138,0.003988932882156848
139,0.01490034832684528
140,0.00830833722151747
141,0.03229144441270859
142,0.05995800861279532
143,0.005841430289161842
144,0.0037566359233025537
145,0.041567023807769554
146,0.0012691935450362957
147,0.0015903870547033794
148,0.04552221337262208
149,0.09105768331623698
150,0.2060919164450098
151,0.0018848642127491377
152,0.23137228270072396
153,0.013069052799808634
154,0.12885082699387362
155,0.12694738512068626
156,0.14005144544771275
157,0.0037910352081436116
158,0.0019150084029363468
159,0.008201038520601056
160,0.006406774108372759
161,0.17252093341966812
162,0.10712921375540296
163,0.00281228065156669
164,0.0020433777872777004
165,0.0016445661672109813
166,0.0023194264019514854
167,0.17562701294955885
168,0.0021933898633608173
169,0.026983904244292645
170,0.149910765470052
171,0.044429594767076974
172,0.07706795987697335
173,0.1621409201658548
174,0.10367699339092196
175,0.002889209170463203
176,0.0027240174936529193
177,0.0022754020187493174
178,0.0016664404949781053
179,0.02015472283797526
180,0.0173452562467038
181,0.004743004268194628
182,0.0034857087494594152
183,0.005413688371380565
184,0.005047787765131373
185,0.003849770254285234
186,0.004243432427267768
187,0.0023273148698036428
188,0.2143496107533689
189,0.004941474300754645
190,0.048909462973590445
191,0.002183747183676754
192,0.13949100208377263
193,0.08127151497903773
194,0.03154507044382515
195,0.013670630038594256
196,0.012182089586912914
197,0.06216885618749357
198,0.0027284344992551945
199,0.018204175042694337
200,0.09948732352179368
201,0.01693861906417271
202,0.006366570329732313
203,0.0029241949521099375
204,0.034125795593893726
205,0.010145115969997676
206,0.004977226249154754
207,0.10080130553024513
208,0.007519351300693589
209,0.00533088726167974
210,0.004708758954849679
211,0.1768961095737186
212,0.008315839229670718
213,0.005986091579734287
214,0.24508911781693465
215,0.007999587356238735
216,0.011236449363437151
217,0.003928894810598882
218,0.2129841628582948
219,0.07792561317881175
220,0.0030635882192333597
221,0.003903950587854199
222,0.016829897769682467
223,0.003739638432776138
224,0.006346639719730041
225,0.0038387479436131633
226,0.10997542433122498
227,0.0050797794406202135
228,0.0019229660965984774
229,0.012533569751285945
230,0.003170201217616353
231,0.003906011233657969
232,0.08139959139251085
233,0.1791271495955632
234,0.008339588342267112
235,0.05714393463753109
236,0.25933695806972357
237,0.007793560145440415
238,0.008415846878355726
239,0.005247089473395028
240,0.002671270285617977
241,0.01021260773089383
242,0.015251641208116062
243,0.002321255145018797
244,0.002664444394987364
245,0.005546861366611089
246,0.0015304174470556209
247,0.0024503575107545084
248,0.09619534126893992
249,0.24647089836020442
250,0.006373429108026074
251,0.009152922925729334
252,0.010346944820585957
253,0.004679552658165553
254,0.028726447360000407
255,0.008075258449394496
256,0.0025826475936188142
257,0.060673821864480004
258,0.05490953535731835
259,0.0024830275113341127
260,0.007931999263611211
261,0.031700584859810865
262,0.0024681602621233756
263,0.003292389226365766
264,0.01848815648760005
265,0.00584938784513922
266,0.02289025051579041
267,0.043354066493069165
268,0.3242186395924267
269,0.1093257319967661
270,0.24405839761149872
271,0.08428165746195726
272,0.085339408273581
273,0.011666648864895435
274,0.2510486287142728
275,0.009253425141773963
276,0.01950277531791511
277,0.009806879508589605
278,0.00356329765655905
279,0.0038952607660809324
280,0.0046040669901510345
281,0.007978676005950591
282,0.016933126537917786
283,0.029675226398640286
284,0.02940114342272282
285,0.0035495923968227316
286,0.002079596119844873
287,0.002773332291723163
288,0.001955795838960217
289,0.024337150297716326
290,0.0016507661794764594
291,0.007260945839054123
292,0.004518551457687314
293,0.0016739669002647783
294,0.0016528362777736838
295,0.17197169170265614
296,0.020305809084532944
297,0.03047175360631904
298,0.005648364189889454
299,0.04691143765695971
300,0.003977371780046535
301,0.018627816932580088
302,0.019964136843914737
303,0.05846721457427151
304,0.015348494578186656
305,0.0038442279911626853
306,0.014058152287464654
307,0.007462654218719389
308,0.0020503350345306703
309,0.010205789657182551
310,0.013731694921485071
311,0.2495660732411915
312,0.0038131753762877807
313,0.004142986214385913
314,0.0023717870598493063
315,0.026690272214413335
316,0.006146884384812701
317,0.20565368212799284
318,0.19926475262033783
319,0.029176498635653636
320,0.0029064183552516276
321,0.016371520907451087
322,0.004348371757582514
323,0.003618810426197827
324,0.005549536304162994
325,0.03012887223244609
326,0.003765212210586011
327,0.0082622113969828
328,0.0544738799931217
329,0.0037685932611271067
330,0.0019005954719728546
331,0.008488968211461723
332,0.01986850926321615
333,0.031617278773398816
334,0.01844476248504534
335,0.1586806969172917
336,0.004626468986180354
337,0.07569425699526522
338,0.12196739903866338
339,0.0024436698817063007
340,0.0030720547506568607
341,0.007137453149353101
342,0.018395308027682078
343,0.11087957702119533
344,0.004843087054208217
345,0.002426566559397436
346,0.19022668466138004
347,0.03290456001028885
348,0.06932618688010173
349,0.0026336400667806847
350,0.1573330019823146
351,0.002055928080521019
352,0.0076188693981174005
353,0.25393900332565167
354,0.0016869798393740476
355,0.0014786208431565306
356,0.010307043126453919
357,0.0069844181069469435
358,0.0015569176719528732
359,0.004193049644246605
360,0.17059792746860902
361,0.008915910428868967
362,0.004704536979756813
363,0.016726707910933003
364,0.05151568005646601
365,0.005615313357644647
366,0.012435415920497128
367,0.25525354165004677
368,0.006759229679745182
369,0.009547146645831006
370,0.003140853863464743
371,0.0017289509199365227
372,0.19160801787827508
373,0.9481587128868079
374,0.7210889633676189
375,0.01321689298406481
376,0.05474345375596512
377,0.020456580766438304
378,0.012226663443468455
379,0.0018653445265643942
380,0.003242949326981992
381,0.007910995979342417
382,0.002738738893892867
383,0.005760434166874329
384,0.10680870558881561
385,0.056303732251203
386,0.09240532996498318
387,0.03447139317550507
388,0.08930121961972037
389,0.2617695296416134
390,0.0034902525227342718
391,0.13316243144889062
392,0.013507738669657932
393,0.017726183219498814
394,0.002174033144053511
395,0.04516043958879601
396,0.00862326093096466
397,0.2169810981388447
398,0.21866845797038792
399,0.0026192356136698347
400,0.08005537660522943
401,0.00353096244660267
402,0.005127404984804462
403,0.004898463481046611
404,0.06172694644951893
405,0.09106785828702368
406,0.028855732275956836
407,0.013193262576179587
408,0.15449090502433716
409,0.18682790505674585
410,0.005040023112480085
411,0.006004724318036336
412,0.0016268999527009331
413,0.004395560194851655
414,0.0064254875689993
415,0.02328008721391961
416,0.006806795238134766
417,0.004193149600391077
418,0.0023089991644789087
419,0.002168794475105651
420,0.003201397347547097
421,0.004364284078526182
422,0.02441623457513964
423,0.015496437791508333
424,0.009505604975749593
425,0.0187842517044311
426,0.0035405580562979377
427,0.009706326586926273
428,0.00489470925835056
429,0.01808936607903222
430,0.003684017619545288
431,0.03246469446171485
432,0.056795528149094054
433,0.14870450230010812
434,0.00293233056064357
435,0.03284389348950967
436,0.0564477900387399
437,0.010019723071499342
438,0.005059781974343647
439,0.14278461786544872
440,0.010643836515979999
441,0.007747750665473507
442,0.0785354772027489
443,0.04825236975532099
444,0.0015385835755820088
445,0.03274631418019658
446,0.014794491767811224
447,0.005786225876244777
448,0.09475844496965302
449,0.05990465608282647
450,0.018018336047761485
451,0.09382541760723628
452,0.29838704772904434
453,0.004232634400583635
454,0.014605556070147241
455,0.18007680286772554
456,0.005032588464960797
457,0.0036986705192845193
458,0.01908611941492877
459,0.004735880804261239
460,0.0028181117127006328
461,0.019559252783394987
462,0.0017567218831675557
463,0.0026181792822187466
