instances,feature_CL,feature_CLD,feature_DCP,feature_F1,feature_Harmfulness,feature_LSC,feature_LSR,feature_N1,feature_N2,feature_TD_P,feature_TD_U,feature_Usefulness,feature_kDN,algo_bagging,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf
1,0.01933719768457831,0.01933719768457831,0.01575630252100846,0.5,0.0,0.8642880960320107,0.8329067664190238,0.0,0.08229321125363731,0.3333333333333333,0.1111111111111111,0.8953333333333333,0.0,0.04339332747394139,0.005810102076641099,0.6927155699069905,0.023436825022445155,0.011562375470557397,0.6425275362528878,8.093525849517718e-14
2,0.01933738931360729,0.01933738931360729,0.0,0.5,0.0,0.9439813271090364,0.9142658490163121,0.0,0.08315609982208483,0.6666666666666666,0.1111111111111111,0.9093333333333333,0.0,0.04770777512581499,0.007039231098423339,0.7019856224985438,0.019442138743289112,0.022304739248590503,0.7084737251939695,2.8068077717390604e-05
3,0.019337197684577423,0.019337197684577423,0.01575630252100846,0.0,0.0,0.8296098699566522,0.7526289076931738,0.0,0.05391560932989248,0.3333333333333333,0.1111111111111111,0.9483333333333334,0.0,0.0408345950054472,0.001879513909743517,0.6829879382929439,0.019799726382012328,0.011945292691455387,0.6994833657909287,9.992007221626415e-16
4,0.019337197684577423,0.019337197684577423,0.01575630252100846,0.0,0.0,0.8389463154384795,0.8050922123370756,0.0,0.009461388114674563,0.3333333333333333,0.1111111111111111,0.913,0.0,0.047204990681592514,0.004508051953146273,0.6862306247798328,0.01858747021374394,0.010115159811859247,0.7005586700811899,9.880984919163942e-15
5,0.8377496210334838,0.8377496210334838,0.7104247104247104,1.0,0.0006666666666666666,1.0,0.9969971468579726,1.0,0.5625577654180709,0.8333333333333334,0.5277777777777778,1.0,0.9,2.436264236733966,1.5983528423944244,0.6923602919274267,1.7216428716449876,1.9779150945364476,0.6954224777231397,1.5288080837556286
6,0.019337197684577423,0.019337197684577423,0.01575630252100846,0.0,0.0,0.7722574191397132,0.7200112593866119,0.0,0.021919348550135553,0.3333333333333333,0.1111111111111111,0.9536666666666667,0.0,0.0432267722154155,0.002247708874812539,0.6777501990396279,0.0227524064694218,0.01109538306116444,0.679580059160478,9.992007221626415e-16
7,0.5358155508247553,0.5358155508247553,0.7298578199052133,1.0,0.0006666666666666666,1.0,0.9961871178997489,0.6666666666666666,0.5852094299982502,1.0,0.3611111111111111,1.0,0.6,0.36554782840852934,0.7788923631568352,0.7017890274467878,0.6313577268128141,1.8821387789594242,0.7014596534661556,0.836495918220328
8,0.01933719768518538,0.01933719768518538,0.01575630252100846,0.0,0.0,0.8486162054018006,0.837525399138559,0.0,0.05976322129501166,0.3333333333333333,0.1111111111111111,0.919,0.0,0.04770777512581499,0.0015907861307690447,0.6901071103957507,0.019440946139352152,0.010597101392887786,0.6899778646143123,3.2243503474772985e-09
9,0.019670391195758974,0.019670391195758974,0.0,0.5,0.0,0.9883294431477159,0.9651481594273662,0.0,0.10511309122099644,0.6666666666666666,0.1111111111111111,0.896,0.0,0.0408345950054472,0.015363917002882576,0.6896627182712656,0.019818094875688152,0.057895909708245395,0.6904481769527389,0.004987922619512788
10,0.11110214047638511,0.11110214047638511,0.04923076923076919,1.0,0.0,1.0,0.9933224900472757,1.0,0.5455050396910561,0.6666666666666666,0.2222222222222222,0.9993333333333333,0.1,0.1941808433581724,0.09702532755861584,0.690098581816617,0.1451239390196532,0.08275166368102643,0.6944077772326632,0.4335604059419091
11,0.01933719768476405,0.01933719768476405,0.005938242280285055,0.0,0.0,0.8486162054018006,0.8029352762653008,0.0,0.01848245132786741,0.5,0.1111111111111111,0.917,0.0,0.0408345950054472,0.001725535921817862,0.6988324689727983,0.019799726382012328,0.011862725937881983,0.681607237103989,1.1595302496620345e-10
12,0.019345792024308972,0.019345792024308972,0.01575630252100846,0.5,0.0,0.9706568856285428,0.9403432569294952,0.0,0.06608447735422673,0.3333333333333333,0.1111111111111111,0.9033333333333333,0.0,0.047717823480022764,0.011274351612287828,0.700398836828452,0.02361835494232402,0.020815486991780836,0.6619277840674184,3.7330675852030635e-05
13,0.019338212983580516,0.019338212983580516,0.01575630252100846,0.0,0.0,0.9403134378126042,0.9132654192933737,0.0,0.08194291921981256,0.3333333333333333,0.1111111111111111,0.9086666666666666,0.0,0.04339332747394139,0.0014790759422063646,0.6899745516342021,0.02343682832435865,0.009386687383302698,0.6698906345045266,2.4730538822659493e-05
14,0.019453685607934257,0.019453685607934257,0.0,0.5,0.0,0.9773257752584195,0.9481998310097621,0.0,0.04718971302404118,0.6666666666666666,0.1111111111111111,0.9003333333333333,0.0,0.04339332747394139,0.016304072672818755,0.6848020313112768,0.023437414553979283,0.03666226931487116,0.7110416630225117,0.001380925741911247
15,0.09340422854070374,0.09340422854070374,0.04923076923076919,1.0,0.0003333333333333333,1.0,0.9982535125654968,1.0,0.6893320378067866,0.6666666666666666,0.2777777777777778,0.998,0.2,0.37589657139647215,0.18370283534654824,0.6956456423159791,0.07450203087867964,0.09757815799566802,0.6881978430934325,0.2680585276317901
16,0.021202381995330977,0.021202381995330977,0.005938242280285055,1.0,0.0,0.991997332444148,0.9698174605410279,0.0,0.0964521841316125,0.5,0.2222222222222222,0.909,0.0,0.05138736272192076,0.047724360374769695,0.7089750365536872,0.023806285760525816,0.07359738238736105,0.7075743685150514,0.016445485629626576
17,0.01934027125020399,0.01934027125020399,0.005938242280285055,0.5,0.0,0.9496498832944315,0.9213490899695624,0.0,0.09313359848691471,0.5,0.2222222222222222,0.9173333333333333,0.0,0.04770777512581499,0.0026815966451680814,0.702071075117014,0.01944413397123127,0.011104721639137704,0.7086184781109508,0.00020483742338605796
18,0.03752196279925557,0.03752196279925557,0.005938242280285055,1.0,0.0,0.9989996665555185,0.9889061769961126,0.0,0.23403530134190875,0.5,0.16666666666666666,0.999,0.2,0.08483459237697978,0.0981255975701171,0.6980525526223907,0.04917870487260088,0.07070863638844782,0.7023889915827909,0.10359648998534092
19,0.019337667163970007,0.019337667163970007,0.005938242280285055,0.5,0.0,0.9229743247749249,0.8906420248865232,0.0,0.048303555182384716,0.5,0.1111111111111111,0.893,0.0,0.04339332747394139,0.019125557081984098,0.6921210114807935,0.023437198032978425,0.046681760173912415,0.7423940871641758,4.979579845934091e-07
20,0.019337197684577423,0.019337197684577423,0.01575630252100846,0.5,0.0,0.8599533177725909,0.8182383855612552,0.0,0.07902148671917708,0.3333333333333333,0.1111111111111111,0.907,0.0,0.047204990681592514,0.005444137449119067,0.6797097270402145,0.018587468576351053,0.010027454675254531,0.7002102708322978,3.108624468950443e-15
21,0.01958688283167964,0.01958688283167964,0.0,0.5,0.0,0.9869956652217405,0.9627459154943455,0.0,0.06965683980492676,0.6666666666666666,0.1111111111111111,0.897,0.0,0.047204990681592514,0.03257570652312772,0.6984592868193812,0.01869023282532796,0.021673991742305384,0.6936114270745571,0.0032612719519648607
22,0.019337197684577423,0.019337197684577423,0.005938242280285055,0.0,0.0,0.8552850950316773,0.7843492967526822,0.0,0.04300644351949601,0.5,0.1111111111111111,0.929,0.0,0.04770777512581499,0.001468964227355288,0.6906513877012399,0.01944094613937049,0.010449210279553799,0.6909584947912982,4.707567669026669e-12
23,0.07216263215507024,0.07216263215507024,0.30681818181818177,1.0,0.0,0.9986662220740247,0.9859729151459982,0.0,0.27840726684722905,0.6666666666666666,0.3888888888888889,0.9883333333333333,0.3,0.34233038145796296,0.32312219235334483,0.695750411226104,0.03899743360522222,0.08401262831380109,0.6987721208966212,0.2605738979693093
24,0.019337197684577423,0.019337197684577423,0.04923076923076919,0.5,0.0,0.9026342114038013,0.8164910231466876,0.0,0.04869055990485627,0.6666666666666666,0.19444444444444445,0.9293333333333333,0.0,0.04770777512581499,0.020942336616841528,0.6820554654560105,0.019440946139352152,0.025834650374826667,0.6776641737009015,1.4677148385545647e-13
25,0.056191129039622756,0.056191129039622756,0.04923076923076919,1.0,0.0003333333333333333,1.0,0.9983923479376094,0.5,0.82114716799648,0.6666666666666666,0.2222222222222222,0.9996666666666667,0.2,1.3022857702157817,0.09702532755861584,0.6894697571944488,0.058518920764095754,0.08021584428865028,0.6946858633912307,0.23826095679952597
26,0.7108008114819833,0.7108008114819833,0.7104247104247104,1.0,0.0,0.9996665555185061,0.9956903129375645,0.5,0.37118765088569505,0.8333333333333334,0.3611111111111111,0.9996666666666667,0.7,0.9817528212747678,1.2085364851486566,0.6911221067620106,1.161285934133027,2.0685454152903264,0.6905350048032629,1.2288997155918742
27,0.019337327597173326,0.019337327597173326,0.005938242280285055,0.5,0.0,0.9556518839613204,0.9170240344839791,0.0,0.04116494075394106,0.5,0.1111111111111111,0.904,0.0,0.04770777512581499,0.01948475233496877,0.7030509573776235,0.01944099121880201,0.0499409505283918,0.7101740999143794,8.823939713114764e-06
28,0.06025720579946747,0.06025720579946747,0.04923076923076919,1.0,0.0,0.995998666222074,0.9794743963753227,0.0,0.2694736775981932,0.6666666666666666,0.2222222222222222,0.9906666666666667,0.0,0.04339332747394139,0.08068499803174468,0.6978753401148721,0.05122054933182783,0.04319670736131675,0.7037884736465676,0.36129574544998755
29,0.019337216543081404,0.019337216543081404,0.01575630252100846,0.0,0.0,0.9233077692564188,0.8950396346912122,0.0,0.048256913525736134,0.3333333333333333,0.1111111111111111,0.904,0.0,0.04770777512581499,0.001567072615686355,0.6828231291460499,0.01944094617596999,0.010578371075290761,0.6787943941259451,4.142094064174149e-06
30,0.019424362111006177,0.019424362111006177,0.04923076923076919,0.5,0.0,0.9779926642214072,0.949307504092976,0.0,0.01734493316665675,0.6666666666666666,0.19444444444444445,0.8956666666666666,0.0,0.04339332747394139,0.015134678579962578,0.7019657090831259,0.0240692981365082,0.025046479161586973,0.6826379041432179,0.00126277011451043
31,0.019337197703400366,0.019337197703400366,0.005938242280285055,0.0,0.0,0.8846282094031344,0.8353137041585199,0.0,0.05906476011427042,0.5,0.1111111111111111,0.9143333333333333,0.0,0.047204990681592514,0.005363365341209329,0.6917191412007764,0.01858746797310219,0.009859279007404166,0.6915416278588866,2.1866852775335664e-10
32,0.13530114317388975,0.13530114317388975,0.01575630252100846,1.0,0.0003333333333333333,1.0,0.9990071390675375,0.3333333333333333,0.8271004231368329,0.3333333333333333,0.1388888888888889,0.9986666666666667,0.3,0.29141758103752163,0.2506834898241444,0.6916070761581056,0.10223792620763825,0.08445810143502289,0.6947005512109717,0.26778098669398587
33,0.53915008064938,0.53915008064938,0.6607142857142857,1.0,0.001,1.0,0.9980215682355729,0.5,0.7602891136649235,0.6666666666666666,0.25,0.9996666666666667,0.7,2.56670825490178,1.0383737014079983,0.6845511459731894,1.1312288661191305,0.3359959571309704,0.6869891654102559,0.8406009857394068
34,0.019337197684577423,0.019337197684577423,0.01575630252100846,0.0,0.0,0.8272757585861954,0.7983410336457205,0.0,0.027403570648120046,0.3333333333333333,0.1111111111111111,0.9283333333333333,0.0,0.04770777512581499,0.001567072615686355,0.6780364169938816,0.019440946139352152,0.010578371075290761,0.6714337076077981,6.4906968688871175e-12
35,0.019337197684577423,0.019337197684577423,0.01575630252100846,0.0,0.0,0.7672557519173058,0.7107567507301042,0.0,0.06268692632801443,0.3333333333333333,0.1111111111111111,0.955,0.0,0.0408345950054472,0.001879513909743517,0.6858277526949,0.019799726382012328,0.011945292691455387,0.7080049659107519,9.992007221626415e-16
