instances,feature_CL,feature_CLD,feature_DCP,feature_F1,feature_Harmfulness,feature_LSC,feature_LSR,feature_N1,feature_N2,feature_TD_P,feature_TD_U,feature_Usefulness,feature_kDN,algo_bagging,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf
1,0.5011416122944784,0.5011416122944784,0.5,1.0,0.0003333333333333333,1.0,0.9892209990942993,0.5,0.5672292435893855,,0.4230769230769231,1.0,0.4,0.7419711989076921,0.6924769079437318,0.7025690450469013,0.7024909661589945,0.6922027576126747,0.702480342239459,0.7074328960597085
2,0.5059428595273557,0.5059428595273557,0.5,1.0,0.0006666666666666666,1.0,0.9993644531879345,1.0,0.9221192686803383,,0.38461538461538464,1.0,0.6,0.6859036624117557,0.7045235781325924,0.7121518954951461,0.6954687064294428,0.7070276214723488,0.7137387480836989,0.7160379604348754
3,0.5144194132020745,0.5144194132020745,0.5,1.0,0.0003333333333333333,1.0,0.9964158124442243,0.6666666666666666,0.7858852192861197,,0.15384615384615385,1.0,0.6,0.654201577050038,0.7372660579911379,0.7580877696361626,0.7578879983585035,0.7569593678331024,0.7578213807827414,0.7843932983030512
4,0.5018245385933142,0.5018245385933142,0.5,1.0,0.0,0.9989996665555185,0.9872273335193662,0.0,0.1312077326633223,,0.38461538461538464,0.9993333333333333,0.3,0.7538699976011114,0.7078193014382808,0.7058579363519639,0.7061527166508724,0.7106110303061152,0.7058624099803013,0.6956487939352696
5,0.5007078353280643,0.5007078353280643,0.5,1.0,0.0,0.9996665555185061,0.9931356582761448,0.5,0.36796687662281014,,0.4230769230769231,0.9993333333333333,0.4,0.7015842104264359,0.7012852843089976,0.698019647958389,0.6980854786934377,0.6929212258359924,0.6980212279547451,0.7071551700724403
6,0.5115962341672929,0.5115962341672929,0.5,1.0,0.0003333333333333333,0.9996665555185061,0.9842798234876111,0.6666666666666666,0.2874060418472403,,0.3269230769230769,0.9996666666666667,0.6,0.7032881354657361,0.7193759588455411,0.7166304142756057,0.716072982561871,0.7068694768595059,0.7244209681982072,0.7146833330643622
7,0.5017127906313529,0.5017127906313529,0.5,1.0,0.0003333333333333333,1.0,0.9974646648224585,0.5,0.6923351345204343,,0.28846153846153844,1.0,0.6,0.7021642775826378,0.6948806143348039,0.7013479924931328,0.7012256032254508,0.6955911199880455,0.7068171106460666,0.7050747919864498
8,0.5050090560763398,0.5050090560763398,0.5,1.0,0.0,1.0,0.9907023256676889,1.0,0.5274388625477111,,0.3076923076923077,1.0,0.5,0.691136033262694,0.7081753489722519,0.705312190414335,0.6936911682193849,0.6997602926661648,0.6737992399027638,0.7068394369526296
9,0.5046374320763163,0.5046374320763163,0.5,1.0,0.0003333333333333333,0.9993331110370124,0.9929227626689534,0.5,0.3688134090000188,,0.6923076923076923,0.9993333333333333,0.7,0.7019360264417844,0.7005973806112815,0.7135119581756856,0.7134471727574377,0.6921481986904279,0.7130763666868247,0.722720121000841
10,0.4968776380768145,0.4968776380768145,0.5,1.0,0.0,1.0,0.9936090230627189,1.0,0.5574053012813346,,0.3269230769230769,1.0,0.2,0.7045890771891875,0.6984135128713204,0.6731803105239648,0.673302331652879,0.697323875238122,0.6731737146310839,0.6757707666617057
