Row,z_1,z_2
0,-2.2523594787848378,3.4966530053649976
1,-2.136053585519196,3.5437407717773306
2,-2.0405576554417855,3.5824033874243564
3,-2.0612683911094662,3.122048704749611
4,-2.2607126780791966,3.315402432823493
5,,
6,-1.9152207391880063,3.0938948891916467
7,-1.6640965486978383,3.0079813170570584
8,-1.6452041669968624,2.7810608339223664
9,-1.7549890548423297,2.5589306542725225
10,-1.8070964053076732,2.5154299367435837
11,-2.1060871257639655,2.526665558166597
12,-2.3074311957632045,2.6789249886273194
13,-2.3066402589666266,2.961447324752676
14,-2.235900577044665,3.036946576925613
15,-1.9294957078152475,3.0966466953901004
16,-2.0612683911094662,3.122048704749611
17,-2.0076989287746385,3.595706617402355
18,-1.8578088488807816,3.0828275166644055
19,,
20,-1.833123193790717,3.66638559332844
21,-1.808479321827817,3.6763629457557503
22,-1.7786950596779652,3.6884214437346334
23,-1.7615682702649165,3.6953554196203857
24,-1.7332587830016726,3.0822226659081084
25,-1.8578088488807816,3.0828275166644055
26,-1.9740834716404259,3.6093162183343064
27,-1.9520296884396147,3.618244943807367
28,-1.8553700483381221,3.6573787007203005
29,,
30,-2.267416328633683,3.490557068102656
31,-2.2607126780791966,3.315402432823493
32,-2.315111197395363,3.370407840892955
33,,
34,-1.329636636753591,3.129194204036954
35,-1.7332587830016726,3.0822226659081084
36,-1.7370996465715858,3.7052618207884787
37,-1.6771916655587429,3.7295162496653043
38,-1.596954411664196,3.7620012163584717
39,-1.4441631033991251,3.760317663621074
40,-1.2255877461090647,3.499445370430717
41,,
42,-0.5285171850881851,-1.8667715957786974
43,-0.5396775654166849,-1.778196443624277
44,-0.7687747208225157,-1.379963634949121
45,-0.9692603375526414,-0.9737200850998017
46,-1.0496222118173548,-0.9175205448895588
47,-1.1536632114785597,-0.6588526870322222
48,-1.3034154098427742,-0.0919858619600693
49,-1.500299347526824,0.5197276338228475
50,-1.5252835803363616,0.6462429058319769
51,-1.6603317962888844,1.4873554336064574
52,-1.7461826171029453,1.94357991417708
53,-1.7003724916642948,2.0905633111628594
54,-1.508538302348501,2.4317650412266176
55,-1.4051109944190845,2.5972109303036657
56,-1.3009549395364892,2.7938115230481415
57,-1.0565357592605087,2.85797545564395
58,-0.7794409376481828,2.760355881006032
59,-0.4943761318981876,2.6365063340012447
60,-0.2019725096453351,2.5123415679688272
61,0.05117654011571464,2.2905796230971087
62,0.5227112821658466,1.8608130204955324
63,0.6267256176500524,1.6881700081475186
64,1.1033608880567656,1.4795071445661405
65,1.1392433453350634,1.3491548725557867
66,1.3010449976338396,1.109907496711367
67,1.7730540559834453,0.9908260726687304
68,1.9817212721191215,0.7415299658196975
69,1.8718662661193601,0.2298066774563784
70,1.9676047651970885,-0.0073117126648466
71,2.067954588087567,-0.34853458276460897
72,2.205991820267016,-0.8022459662874721
73,2.281427207313408,-1.0865280344278967
74,2.098631285423594,-1.4866680856422285
75,2.04898278703084,-1.58692663943643
76,1.9167754274090558,-2.078520457277973
77,1.707995574292321,-2.321084774058726
78,1.4616582841421568,-2.4319902892341947
79,1.296326871071089,-2.6946839406671628
80,0.8095258231973449,-2.6886356015560255
81,0.3710164216915967,-2.6329375228781995
82,0.12416588859304456,-2.532082860143763
83,-0.07847753190154916,-2.4765671581540887
