,Hostility
0,0.12073293172690758
1,0.0025348542458808465
2,0.0
3,0.09989959839357432
4,0.021570048309178635
5,0.0
6,0.0052631578947369695
7,0.10899470899470887
8,0.0025348542458808465
9,0.1316926167754896
10,0.0277356007693087
11,0.2878863372136915
12,0.0187417654808959
13,0.0025348542458808465
14,0.008658008658008698
15,0.0052631578947369695
16,0.0
17,0.0052631578947369695
18,0.008658008658008698
19,0.560778572977662
20,0.0025348542458808465
21,0.05381431105854517
22,0.010471362182388755
23,0.47822477650063855
24,0.056800841883714814
25,0.021570048309178635
26,0.0
27,0.09886433394720695
28,0.3786536595599611
29,0.09897771263201405
30,0.0277356007693087
31,0.021570048309178635
32,0.058607085346215726
33,0.6671136653895275
34,0.0
35,0.0
36,0.18231104596534742
37,0.010582010582010581
38,0.07305194805194815
39,0.13601474966905114
40,0.11180068816108069
41,0.056800841883714814
42,0.049657984740857586
43,0.018181818181818188
44,0.19575731642483907
45,0.10493705167618206
46,0.0052631578947369695
47,0.09727703235990537
48,0.008658008658008698
49,0.018181818181818188
50,0.10500889905924227
51,0.056800841883714814
52,0.008658008658008698
53,0.02573352573352572
54,0.011010284331518405
55,0.003030303030302939
56,0.0187417654808959
57,0.0025348542458808465
58,0.0025348542458808465
59,0.3841826335099878
60,0.010471362182388755
61,0.91069122320136
62,0.0
63,0.5216981132075471
64,0.008658008658008698
65,0.0052631578947369695
66,0.008658008658008698
67,0.0187417654808959
68,0.0025348542458808465
69,0.0991009125067096
70,0.016562592922985453
71,0.24327354260089695
72,0.043545356951154024
73,0.056800841883714814
74,0.13601474966905114
75,0.0
76,0.9186277311378679
77,0.058607085346215726
78,0.011010284331518405
79,0.009781231057475082
80,0.0025348542458808465
81,0.02413108242303874
82,0.021570048309178635
83,0.2984683477957022
84,0.0
85,0.05032467532467544
86,0.6629901960784315
87,0.057464415756371956
88,0.20810373276049932
89,0.012681159420289911
90,0.008658008658008698
91,0.5205324688083308
92,0.010471362182388755
93,0.08358655616942912
94,0.04934782608695654
95,0.3841826335099878
96,0.8982603815937149
97,0.021334698754053583
98,0.13120560378847668
99,0.4230981040044056
100,0.07305194805194815
101,0.32777777777777783
102,0.0
103,0.0
104,0.05381431105854517
105,0.0025348542458808465
106,0.09699262164938816
107,0.008658008658008698
108,0.012681159420289911
109,0.20789279567248586
110,0.5216981132075471
111,0.20789279567248586
112,0.10555555555555551
113,0.016562592922985453
114,0.0052631578947369695
115,0.049657984740857586
116,0.5720920203678825
117,0.009781231057475082
118,0.0
119,0.016363636363636247
120,0.0052631578947369695
121,0.0025348542458808465
122,0.008658008658008698
123,0.012681159420289911
124,0.0
125,0.016562592922985453
126,0.0
127,0.0025348542458808465
128,0.6836546349466777
129,0.018236714975845447
130,0.0025348542458808465
131,0.03566966516741632
132,0.24878761945514194
133,0.049657984740857586
134,0.018236714975845447
135,0.6893358876117497
136,0.14993271001558295
137,0.0
138,0.03724511027881816
139,0.17126148705096078
140,0.0052631578947369695
141,0.15453326818756963
142,0.04608655616942903
143,0.04608655616942903
144,0.008658008658008698
145,0.016562592922985453
146,0.018236714975845447
147,0.02413108242303874
148,0.17493271001558286
149,0.008658008658008698
150,0.0
151,0.0
152,0.123642439431913
153,0.010471362182388755
154,0.0187417654808959
155,0.3341826335099878
156,0.09699262164938816
157,0.8993558776167472
158,0.07687869028448746
159,0.0
160,0.0025348542458808465
161,0.018236714975845447
162,0.10826604334891632
163,0.0277356007693087
164,0.10500889905924227
165,0.2642847428649141
166,0.0
167,0.09699262164938816
168,0.0
169,0.0
170,0.23834223239257568
171,0.008658008658008698
172,0.011010284331518405
173,0.016562592922985453
174,0.0025348542458808465
175,0.43698699289329457
176,0.031385281385281516
177,0.0052631578947369695
178,0.057464415756371956
179,0.0052631578947369695
180,0.18365800865800852
181,0.003030303030302939
182,0.11870560378847672
183,0.0
184,0.15766063024350307
185,0.02413108242303874
186,0.03566966516741632
187,0.5052230174221066
188,0.09989959839357432
189,0.016363636363636247
190,0.0991009125067096
191,0.0
192,0.012681159420289911
193,0.016562592922985453
194,0.0
195,0.04650436953807746
196,0.018181818181818188
197,0.008658008658008698
198,0.003030303030302939
199,0.2865079365079364
200,0.003030303030302939
201,0.28015775873793025
202,0.008658008658008698
203,0.0
204,0.2642847428649141
205,0.2865079365079364
206,0.27138485916454924
207,0.0
208,0.09440226743597524
209,0.010582010582010581
210,0.123642439431913
211,0.0025348542458808465
212,0.6568832983927324
213,0.008658008658008698
214,0.02413108242303874
215,0.7007348114266354
216,0.11900299850074969
217,0.0308629776021081
218,0.21666569524586665
219,0.6218755701514322
220,0.0025348542458808465
221,0.0277356007693087
222,0.008658008658008698
223,0.08736171236171231
224,0.123642439431913
225,0.10500889905924227
226,0.0187417654808959
227,0.07105344454742035
228,0.008658008658008698
229,0.0052631578947369695
230,0.0025348542458808465
231,0.2988290981564523
232,0.011010284331518405
233,0.5625682108440728
234,0.10233633183408297
235,0.043545356951154024
236,0.3031746031746033
237,0.0052631578947369695
238,0.0
239,0.018236714975845447
240,0.0025348542458808465
241,0.008658008658008698
242,0.6363290981564524
243,0.786513063451048
244,0.02573352573352572
245,0.10812359320646614
246,0.008658008658008698
247,0.0
248,0.0
249,0.008658008658008698
250,0.003030303030302939
251,0.0052631578947369695
252,0.008658008658008698
253,0.0052631578947369695
254,0.018181818181818188
255,0.20789279567248586
256,0.05144789772414171
257,0.0187417654808959
258,0.008658008658008698
259,0.19575731642483907
260,0.09699262164938816
261,0.33528265107212474
262,0.36827354260089684
263,0.09699262164938816
264,0.5205324688083308
265,0.07105344454742035
266,0.008658008658008698
267,0.0052631578947369695
268,0.012681159420289911
269,0.003030303030302939
270,0.0025348542458808465
271,0.08303030303030301
272,0.0
273,0.10500889905924227
274,0.010582010582010581
275,0.0025348542458808465
276,0.042328042328042326
277,0.23952836019588253
278,0.17126148705096078
279,0.008658008658008698
280,0.11900299850074969
281,0.6410910029183572
282,0.0
283,0.043545356951154024
284,0.003030303030302939
285,0.018181818181818188
286,0.7070126552885174
287,0.056800841883714814
288,0.021570048309178635
289,0.22100984167736415
290,0.0187417654808959
291,0.008658008658008698
292,0.0308629776021081
293,0.09989959839357432
294,0.0
295,0.0052631578947369695
296,0.5625682108440728
297,0.21028265107212485
298,0.10826604334891632
299,0.123642439431913
300,0.008658008658008698
301,0.0
302,0.0
303,0.04934782608695654
304,0.04650436953807746
305,0.19421580787010928
306,0.0187417654808959
307,0.0
308,0.07105344454742035
309,0.0187417654808959
310,0.010582010582010581
311,0.0308629776021081
312,0.043545356951154024
313,0.043545356951154024
314,0.021334698754053583
315,0.008658008658008698
316,0.016562592922985453
317,0.09886433394720695
318,0.018181818181818188
319,0.0
320,0.506431437337739
321,0.008658008658008698
322,0.008658008658008698
323,0.0
324,0.016562592922985453
325,0.6488290981564524
326,0.7896219135802469
327,0.016562592922985453
328,0.0308629776021081
329,0.009781231057475082
330,0.0
331,0.0025348542458808465
332,0.012681159420289911
333,0.23834223239257568
334,0.008658008658008698
335,0.003030303030302939
336,0.24183485548915706
337,0.008658008658008698
338,0.04934782608695654
339,0.056800841883714814
340,0.0025348542458808465
341,0.10555555555555551
342,0.0
343,0.14993271001558295
344,0.043545356951154024
345,0.0052631578947369695
346,0.008658008658008698
347,0.016562592922985453
348,0.4331991141054158
349,0.0
350,0.0277356007693087
351,0.21028265107212485
352,0.016562592922985453
353,0.03724511027881816
354,0.0
355,0.0
356,0.011010284331518405
357,0.5065873496000537
358,0.031385281385281516
359,0.021570048309178635
360,0.003030303030302939
361,0.016562592922985453
362,0.008658008658008698
363,0.049657984740857586
364,0.23952836019588253
365,0.36827354260089684
366,0.6707070707070708
367,0.0025348542458808465
368,0.018236714975845447
369,0.0
370,0.15453326818756963
371,0.0
372,0.010471362182388755
373,0.0911644045702017
374,0.018236714975845447
375,0.3454589332386234
376,0.15254817720494385
377,0.0187417654808959
378,0.0
379,0.016562592922985453
380,0.07105344454742035
381,0.16492542216965633
382,0.010582010582010581
383,0.08358655616942912
384,0.0
385,0.07108655616942905
386,0.0308629776021081
387,0.0308629776021081
388,0.0
389,0.010582010582010581
390,0.02573352573352572
391,0.008658008658008698
392,0.010582010582010581
393,0.0052631578947369695
