instances,instance_hardness
1,0.19781025823927378
2,0.08839272502422002
3,0.18801190488369712
4,0.11249466218964288
5,0.12250398728004752
6,0.17956437548779358
7,0.1814406770537279
8,0.18446168979251598
9,0.17295599455085664
10,0.11858659404944982
11,0.14963377580385462
12,0.10452830233209154
13,0.20774501074564133
14,0.14978902062848098
15,0.15354827299288532
16,0.1736838205739175
17,0.10271314644198704
18,0.09335685144844097
19,0.12350408448148487
20,0.10000035806766294
21,0.1813203259770596
22,0.08300324074313858
23,0.12352745357271988
24,0.07974289039148885
25,0.11741387531281555
26,0.1323517915673793
27,0.08229380033144551
28,0.14503956460965584
29,0.08161269308144115
30,0.12055038944458629
31,0.11510475188780844
32,0.15911252184517422
33,0.17931318015070996
34,0.11566201135633636
35,0.1642820957509492
36,0.09381885385613686
37,0.11424335032373689
38,0.18671264825054235
39,0.17542462104127432
40,0.17136814498422703
41,0.16854244128619722
42,0.10502001999574762
43,0.10012442906264152
44,0.1812418490639538
45,0.13616503954443082
46,0.11796329986857101
47,0.18459750713260692
48,0.1982028525032048
49,0.16470994886023493
50,0.09857713091057962
51,0.19464866403899594
52,0.17805895346669176
53,0.10421409961171746
54,0.1846617686418549
55,0.10081005262446363
56,0.19683503158241844
57,0.17446623549436624
58,0.08467066009034652
59,0.08702122081002661
60,0.11782406806894896
61,0.17139828711343563
62,0.09021356297556682
63,0.137184052581242
64,0.14678058277356476
65,0.17443667500682025
66,0.09896738393989535
67,0.19040229880109816
68,0.12318678454586762
69,0.15361819767930207
70,0.16188722557893154
71,0.19539123803618252
72,0.18643136859621023
73,0.1602298931454862
74,0.14796357268295013
75,0.1389663502389371
76,0.0835610498501882
77,0.1582180301757421
78,0.09593371411326945
79,0.17115256767217568
80,0.16760631503808254
81,0.17235484229127507
82,0.12885951022970288
83,0.09140077489437048
84,0.10978780254439013
85,0.09255227275988209
86,0.212204165477743
87,0.1259755738306061
88,0.11883326946135253
89,0.17359012352030412
90,0.08729228527342447
91,0.1627836403518087
92,0.19605683545375063
93,0.08548595068522147
94,0.13728547465965057
95,0.1375246140014672
96,0.15907839283423708
97,0.08569857424891536
98,0.2025293157315715
99,0.1196376238795186
100,0.18464945531587396
101,0.1561008958839082
102,0.21600740151296094
103,0.0762267405867848
104,0.11106171734213022
105,0.16969632730960738
106,0.11650653974118919
107,0.1468423652662587
108,0.1570603530861362
109,0.08836432360406699
110,0.17865202830977334
111,0.20279512816818968
112,0.17707289261392445
113,0.14378413025119696
114,0.15500178138140752
115,0.15856116091235717
116,0.20245022648118816
117,0.17730054447645904
118,0.1549291058642437
119,0.17504672767804164
120,0.08588754183188729
121,0.17973905412394997
122,0.15932016893951273
123,0.17742034308937604
124,0.1742692246433396
125,0.08649039197236241
126,0.12274807330120452
127,0.13929265839930438
128,0.08679351131730317
129,0.14578043379385486
130,0.1739024625162755
131,0.10198374215472472
132,0.17931548140684495
133,0.12423297384333287
134,0.1739077101335117
135,0.12748969055005643
136,0.16785849133984532
137,0.1781402727086605
138,0.19926929188301812
139,0.13960543380314316
140,0.11294905164715563
141,0.1606786203300239
142,0.09304558965058263
143,0.19537319982717072
144,0.1702678827893398
145,0.08442444121763482
146,0.18237223349724374
147,0.1791137055038995
