Row,bagging,gradient_boosting,logistic_regression,mlp,random_forest,svc_linear,svc_rbf
1,-0.20293643223804209,0.22648005834129425,-0.17465840302540667,-0.1867066234999168,0.8358501946285679,-0.25913498662240286,-0.0749404066724311
2,-0.028597458765730575,-0.49555920335475934,-0.4837286820188842,-0.18327784771553252,-0.23694809995334565,-0.4871100988380734,-0.45344533278471905
3,-0.15398417106382065,-0.09777215135863412,-0.48366515261808524,-0.21921841894749217,0.11197198069678793,-0.4866329488902292,0.6552848814373501
4,-0.19000307596495122,0.17477358364017948,-0.2017843563395971,-0.15946158917241346,0.7250105885548741,-0.13029077552014875,-0.43596336536928254
5,-0.19000307596495122,-0.46978050922533676,-0.4606204967109433,-0.2070385860098631,-0.1261684203078376,-0.45120214052099405,-0.4912066661390591
6,-0.19670904525225152,0.41293860407332356,-0.480093393200419,-0.2749527689631593,0.760758719645108,-0.48224387081127557,-0.24368966225705688
7,-0.19670904525225152,-0.10500405823379114,-0.48138185029375713,-0.275513814749363,-0.35218434264861165,-0.48378601513474645,-0.47085936514781057
8,4.27406158609043,-0.23348938072901743,-0.4577790489156227,-0.17797811813726908,-0.03673655773401036,-0.4704212157754483,-0.35822245391720814
9,-0.15398417106382065,-0.6587123537201013,-0.4828409342305529,-0.21836916391543837,-0.32143061380454147,-0.48532096288350435,-0.3390625088241481
10,-0.19000307596495122,-0.5275581039205959,-0.37023372467307075,-0.19033447574791396,-0.08871058826105183,-0.33264974888657145,-0.4788689567929933
11,0.4945842685813771,-0.25299239151871555,-0.45587390320874766,-0.20881816714601992,0.3247742434091139,-0.44660950036864533,-0.24375300179081294
12,-0.20293643223804209,0.017213782727885884,0.41259957662422736,-0.0938839293387048,0.4793323019752487,0.2071297442423403,0.026020797542998252
13,-0.20293643223804209,0.017213782727885884,-0.450717176228079,-0.23158199716699499,0.37692814726642176,-0.46675192905913365,-0.42057502994525386
14,-0.20293643223804209,-0.11553711811117919,-0.48317377217521107,-0.24065803358740642,-0.2958764537632696,-0.48684711698435773,-0.46987667620391466
15,-0.15398417106382065,-0.36911787181629685,-0.43440622509293925,-0.20346686845382325,-0.2573958027441268,-0.4186809600896079,-0.39349501796158437
16,-0.19670904525225152,-0.10500405823379114,-0.48314264937257156,-0.27590657152597237,-0.35475620419427545,-0.4860450215866366,-0.4707402715878795
17,-0.028597458765730575,-0.49555920335475934,-0.4836562983859886,-0.18325343782541484,-0.23829547847318186,-0.48707596538352943,-0.45767165675325305
18,-0.028597458765730575,-0.49555920335475934,-0.47988817189397565,-0.18232958781987896,-0.18871245867557132,-0.48506071166431214,-0.46067942379556565
19,-0.20293643223804209,-0.11553711811117919,-0.4825269314342056,-0.24026016794241029,-0.27147103638044784,-0.4865603938488587,-0.46424558048326375
20,0.6721761427014419,3.637135469568084,3.0203283102910583,2.9162618191879246,3.4913524206610322,2.9948883649535616,3.2770735369551613
21,-0.19000307596495122,-0.5841194935365979,-0.4831285549198374,-0.21136238902255808,-0.19288908645620886,-0.4854583219436468,-0.4928554513637462
22,-0.028597458765730575,0.3611636827949347,-0.10799884293879629,-0.12327328000381103,0.435169299732084,-0.2320620791617837,0.00886040178871759
23,-0.028597458765730575,-0.49555920335475934,-0.4789227860835447,-0.1821069080455495,-0.23207005156521296,-0.48441302170563266,-0.45829643213703497
24,4.334394290971459,3.6826903369231037,3.006069233011954,2.507827271930279,2.586973805201937,2.9401712773654474,3.2072681874956026
25,-0.19000307596495122,-0.5275581039205959,-0.32896960265831043,-0.18273179825011454,-0.08871058826105183,-0.281816834918968,-0.47145790417723366
26,-0.20293643223804209,-0.11553711811117919,-0.4682954213007248,-0.23558963063007657,-0.2693470565466708,-0.4782934074699852,-0.459027946964953
27,-0.028597458765730575,-0.49555920335475934,-0.48359174916346936,-0.18323222832795563,-0.23829547847318186,-0.48704926433684703,-0.45459844554378565
28,-0.20293643223804209,-0.11553711811117919,-0.4283363447892744,-0.2275384927156492,-0.21493625896333568,-0.45409168564415114,-0.4320847751617297
29,2.820549869571211,2.517698133452669,1.6889346831858356,0.3132199449057357,0.27886761622974093,1.4200212815849076,1.0233987933122488
30,-0.20293643223804209,-0.11553711811117919,0.0199810032351968,-0.1586968268604482,-0.08765089898082815,-0.12875570304250838,-0.20183342387216455
31,-0.19000307596495122,-0.48061257867566143,-0.4010218108928482,-0.19591645817630632,0.7176586560621496,-0.37182156866803506,-0.4825818016764682
32,-0.15398417106382065,-0.5121234846425209,-0.44258099599897666,-0.20510961744577386,-0.2735991401956064,-0.4305493809421185,-0.3907108462369373
33,-0.19670904525225152,-0.10500405823379114,-0.4218430214589339,-0.2666523448059172,-0.29424129038953534,-0.41304614898183806,-0.4278568557944641
34,3.8054988732562514,3.6529494867954013,3.0875263492490146,4.503220345190108,3.482132190010793,3.0748180279418413,3.4403209478316095
35,1.4848767789286237,0.45173125334047204,-0.2970480481647555,-0.1739245616153309,1.4300187852762722,-0.2571373478481632,0.8721647277985083
36,-0.028597458765730575,-0.49555920335475934,-0.4839146894275171,-0.1833605099221327,-0.23829547847318186,-0.4872023107915422,-0.4369161947919162
37,-0.20293643223804209,-0.11553711811117919,-0.13184039942457498,-0.18166645702672451,-0.10494457862996844,-0.24546171244750958,-0.276771253053873
38,-0.15398417106382065,-0.6143069520064101,-0.48386230270071945,-0.219592927559834,-0.27901145093189056,-0.4869445709148036,0.23479604006606364
39,-0.19670904525225152,-0.10500405823379114,-0.4034594165106359,-0.26422344496621186,-0.15640482633317374,-0.39106379889046194,-0.40043365878537823
40,-0.15398417106382065,-0.13454425121204366,-0.12127239003858044,-0.1452222265197364,-0.08462451890510275,-0.03676202781701023,-0.28997005955335914
41,-0.15398417106382065,-0.6165356882309426,-0.47690842776325115,-0.21520380361793914,-0.31617796110967966,-0.4765708808804518,-0.40663662298092457
42,-0.028597458765730575,-0.28222381379373196,-0.34841559180650794,-0.16230209283977776,-0.13560818943217823,-0.3967694673499062,-0.38391160254486595
43,-0.028597458765730575,-0.4376101674306899,-0.421311874287704,-0.17290902239083467,-0.1305615700066823,-0.4471706815895197,-0.4236071207446909
44,-0.20293643223804209,-0.11553711811117919,-0.47584064269644955,-0.23769980808381314,-0.1274657234519509,-0.48300274406550375,-0.462069114242127
45,-0.20293643223804209,-0.11553711811117919,0.14368409156267617,-0.1396140324392293,-0.0937331315737251,-0.036130120053608904,-0.10611405815682433
46,-0.20293643223804209,0.07739822508975754,0.3590511014144227,-0.10254892942832636,0.06812845276345374,0.1716686124162025,0.06345206667793651
47,-0.19000307596495122,-0.5841194935365979,-0.48293085469378494,-0.2113211617597706,-0.19288908645620886,-0.48510290976178533,-0.4928485801757463
48,-0.15398417106382065,-0.4254360158115613,-0.39101561106781935,-0.19396335640710033,-0.26573190379384637,-0.36422289794164114,-0.38753203135437914
49,-0.19670904525225152,-0.10500405823379114,-0.4758063752405738,-0.27452116664731735,-0.3371129780551618,-0.4768167124059622,-0.4653576467595081
50,-0.20293643223804209,-0.11553711811117919,-0.46010558353297887,-0.2337826483418244,-0.15643069483057173,-0.4740140191210012,-0.44283531580750823
51,-0.15398417106382065,-0.3257517274788382,-0.2734632346978129,-0.17256326779043138,0.12611557832852638,-0.21410418394540962,-0.23638597308931544
52,-0.15398417106382065,-0.1464627431105198,-0.11996378007253687,-0.14476070513933237,-0.18956158620103924,-0.036906560325080794,-0.2990435225028081
53,-0.028597458765730575,-0.49555920335475934,-0.48184802927898907,-0.18275247291499,-0.1889735239464572,-0.48615938316602514,-0.4530447330000265
