instances,feature_CL,feature_CLD,feature_DCP,feature_F1,feature_Harmfulness,feature_LSC,feature_LSR,feature_N1,feature_N2,feature_TD_P,feature_TD_U,feature_Usefulness,feature_kDN,algo_bagging,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf
1,0.07291814296747023,0.07291814296747023,0.05339805825242716,1.0,0.0,0.9949983327775925,0.9654334213581682,0.0,0.2928355569788652,0.8,0.5,0.9973333333333333,0.0,0.05444812810484659,0.0653313136073932,0.1454469305082305,0.06853673928635494,0.08181575973917282,0.12360646153556382,0.21109493301117055
2,0.029064696275958646,0.029064696275958646,0.03198887343532686,1.0,0.0,0.9173057685895298,0.8946207665411988,0.0,0.06710283028440267,0.6,0.23333333333333334,0.8903333333333333,0.0,0.050281119643579855,0.011905182241835583,0.0012714812966079922,0.03182145680808987,0.03180053541951308,0.0013385318488615813,0.037729274740576677
3,0.029176353629963847,0.029176353629963847,0.03198887343532686,0.5,0.0,0.9746582194064688,0.8802187143807664,0.0,0.10032925986382346,0.6,0.3,0.9776666666666667,0.0,0.056508271947919325,0.018399947251225107,0.0013577352441677343,0.028950677066878882,0.050043076617466625,0.0016412953276213667,0.029850189884326334
4,0.07042646339756187,0.07042646339756187,0.05339805825242716,1.0,0.0,0.9969989996665555,0.970241518248792,0.0,0.06044132990937334,0.8,0.5,0.9976666666666667,0.1,0.06329514883630798,0.0380781103241809,0.14065074521974297,0.07060631055268382,0.13014920375634448,0.16763129518902,0.029309642316549003
5,0.03389888314837464,0.03389888314837464,0.03198887343532686,1.0,0.0,0.9893297765921975,0.9745058129932136,0.0,0.1346626593312935,0.6,0.5333333333333333,0.9876666666666667,0.0,0.048779615373764115,0.05759464297216686,0.02723946035850053,0.03495256736955992,0.050194701378720084,0.028831511166810115,0.08283010653818634
6,0.030415119406777658,0.030415119406777658,0.05339805825242716,0.5,0.0,0.9736578859619873,0.8750872032443483,0.0,0.04820333011458211,0.8,0.23333333333333334,0.9893333333333333,0.0,0.049010850642693685,0.0542496170765254,0.007120940722635301,0.030350743925872975,0.05835277528075034,0.007359751709751088,0.06167817245058663
7,0.029916932329082102,0.029916932329082102,0.03198887343532686,1.0,0.0,0.9839946648882961,0.954635591712769,0.0,0.11046899127322773,0.6,0.23333333333333334,0.921,0.0,0.049010850642693685,0.02274703161953297,0.0055100745800662435,0.030027981293172426,0.030393658098559147,0.005593486036295588,0.07733447854178452
8,0.033925002617699374,0.033925002617699374,0.05339805825242716,1.0,0.0,1.0,0.992156483001024,0.5,0.5692756492896637,0.8,0.3333333333333333,0.9986666666666667,0.1,0.07909322532808745,0.04401439745008753,0.026908367233436023,0.04955777197174784,0.05549749809679732,0.027833408528659058,0.08345640104089401
9,0.02942547981637922,0.02942547981637922,0.03198887343532686,1.0,0.0,0.9819939979993331,0.9554541334726357,0.0,0.08504163035146806,0.6,0.3,0.8773333333333333,0.0,0.05119474109290551,0.02309389250081628,0.0027494248910726483,0.029258003150932563,0.03594860284359366,0.003202151087406017,0.0067735837820014615
10,0.04449992185722451,0.04449992185722451,0.03198887343532686,1.0,0.0,1.0,0.9921835084868721,1.0,0.5070892971677051,0.6,0.4,0.9963333333333333,0.1,0.06975412403723358,0.06791019292115144,0.07466910115488913,0.0473518166415264,0.05055892248880034,0.07362707425739097,0.061752205692140204
11,0.03311460191865123,0.03311460191865123,0.13989637305699487,1.0,0.0,0.9916638879626543,0.9507480475679922,0.0,0.07073056026692703,0.8,0.26666666666666666,0.9903333333333333,0.0,0.047926279663191705,0.03515407751969058,0.021846850406412995,0.03362808329751202,0.043367599331001594,0.023579925613364017,0.026869411121701145
12,0.141333653893285,0.141333653893285,0.31746031746031744,1.0,0.0,0.9986662220740247,0.9885994609341844,0.5,0.26967827359431595,1.0,0.5,0.9976666666666667,0.2,0.31833022227252744,0.1929435446307453,0.27917545101187446,0.14165881324195517,0.1937300135458541,0.24693943193333703,0.2970969666807853
13,0.03601062016718648,0.03601062016718648,0.05339805825242716,1.0,0.0,0.9923307769256419,0.9679580478725099,0.0,0.1975111500812372,0.8,0.23333333333333334,0.993,0.0,0.04831016468872315,0.02981628635220411,0.03156331682077573,0.039327768109608204,0.05330583778462478,0.02522159277263866,0.22481637169654084
14,0.029419659504151374,0.029419659504151374,0.03198887343532686,1.0,0.0,0.9823274424808269,0.9547836779469032,0.0,0.054266449348435164,0.6,0.3,0.88,0.0,0.04831016468872315,0.021678325157946543,0.002537043853360825,0.032786123879175566,0.03211464738008965,0.0018531261774300991,0.10684064820806567
15,0.03594013636954618,0.03594013636954618,0.03198887343532686,1.0,0.0,0.9949983327775925,0.976951030589537,0.0,0.14088711477844962,0.6,0.26666666666666666,0.9903333333333333,0.0,0.047926279663191705,0.02832987691249912,0.034233390479656164,0.0366841483653421,0.04078842701296012,0.03693328725845323,0.02007387470779749
16,0.029360895550110788,0.029360895550110788,0.03198887343532686,1.0,0.0,0.9066355451817273,0.8973961811034232,0.0,0.030630335892087746,0.6,0.23333333333333334,0.8606666666666667,0.0,0.049010850642693685,0.02274703161953297,0.002648101969382074,0.02946345322191849,0.02910590663876972,0.002688691871225083,0.09446805577344028
17,0.029086698621632268,0.029086698621632268,0.03198887343532686,1.0,0.0,0.8936312104034678,0.8823048019865627,0.0,0.0644005703610172,0.6,0.23333333333333334,0.8853333333333333,0.0,0.050281119643579855,0.011905182241835583,0.0014383302213147038,0.03189730433143915,0.031886697074743474,0.0015109179714658978,0.029215496829195872
18,0.029927702789589672,0.029927702789589672,0.03198887343532686,1.0,0.0,0.9146382127375792,0.902143376947607,0.0,0.03473694049889986,0.6,0.23333333333333334,0.9023333333333333,0.0,0.050281119643579855,0.02077396669288891,0.006895848724969186,0.03173004395738355,0.03519688210953169,0.007141105226641963,0.03224524225354502
19,0.02956463477883564,0.02956463477883564,0.03198887343532686,1.0,0.0,0.9359786595531844,0.8982444503021569,0.0,0.051460674923830774,0.6,0.23333333333333334,0.9056666666666666,0.0,0.04831016468872315,0.011825629940946634,0.0033793488124944037,0.03357774799724666,0.03150164833434431,0.002519389730749951,0.05970113070025718
