instances,feature_CL,feature_CLD,feature_DCP,feature_F1,feature_Harmfulness,feature_LSC,feature_LSR,feature_N1,feature_N2,feature_TD_P,feature_TD_U,feature_Usefulness,feature_kDN,algo_bagging,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf
1,0.010175737743152502,0.010175737743152502,0.0641025641025641,0.5,0.0,0.9869956652217405,0.9442390475106458,0.0,0.2043069729287127,0.6,0.38461538461538464,0.9673333333333334,0.0,0.01314706993800979,0.012500523576049643,0.0037542806946472182,0.009720288855880074,0.020265691335971704,0.0027632006845195126,0.00437148560709232
2,0.009869495565836606,0.009869495565836606,0.0068623713305375755,0.5,0.0,0.31743914638212734,0.6220418257593014,0.0,0.019663181298066434,0.6,0.38461538461538464,0.6286666666666667,0.0,0.014757984751153117,0.004719449200199166,3.654263996777263e-06,0.00974489718448091,0.009626599976401471,1.7224475792762296e-06,0.0003913951287563175
3,0.009869614402461258,0.009869614402461258,0.0068623713305375755,0.5,0.0,0.7659219739913304,0.722110468243146,0.0,0.04587664762260035,0.6,0.46153846153846156,0.8763333333333333,0.0,0.013592802577141487,0.008815256327979042,4.3899842666698385e-06,0.009487857396704134,0.012769089701669406,7.307994345803727e-06,0.01349120810611697
4,0.010153972104906095,0.010153972104906095,0.0641025641025641,0.5,0.0,0.9893297765921975,0.9424474398018375,0.0,0.0321872638793993,0.6,0.38461538461538464,0.7733333333333333,0.0,0.013264345867908709,0.011889333490098075,0.0034105906119634437,0.009916333765457428,0.019017054175867847,0.0044122439331265645,0.0005662079672883903
5,0.009887011052556627,0.009887011052556627,0.0068623713305375755,1.0,0.0,0.7792597532510837,0.8499138102018672,0.0,0.025749676020740075,0.6,0.38461538461538464,0.491,0.0,0.013264345867908709,0.004972335475177897,0.00027216791667740306,0.009574741449820635,0.010596162093163742,0.00042425478056929707,1.655979981881194e-05
6,0.009872294056766373,0.009872294056766373,0.0641025641025641,0.5,0.0,0.8759586528842948,0.7752991029323952,0.0,0.027381599581838056,0.6,0.38461538461538464,0.8933333333333333,0.0,0.013203494598928394,0.014786363080497538,4.5775688570582335e-05,0.009093167959259109,0.01941529268614533,5.872338639696222e-05,0.002544695154307832
7,0.009871119383414007,0.009871119383414007,0.0068623713305375755,0.5,0.0,0.4518172724241414,0.7152998379845905,0.0,0.019399636999249403,0.6,0.38461538461538464,0.5346666666666666,0.0,0.013203494598928394,0.00873686043272209,3.084146338442318e-05,0.00908921871358316,0.008643910057073123,4.0650576766687076e-05,0.0002180694043807292
8,0.00988662860884948,0.00988662860884948,0.0068623713305375755,0.5,0.0,0.9116372124041348,0.8767627589480175,0.0,0.07759026200938024,0.6,0.46153846153846156,0.7426666666666666,0.0,0.20712588877874702,0.0073694286485884546,0.0003053107322483167,0.009782969418532331,0.011397548229274378,0.00019754788087899492,0.0013536240134481656
9,0.009870027069852627,0.009870027069852627,0.0068623713305375755,0.5,0.0,0.4034678226075359,0.6762260654323538,0.0,0.012625583900842674,0.6,0.38461538461538464,0.5876666666666667,0.0,0.013592802577141487,0.0031556477438168824,1.3936314554590608e-05,0.00949390810234645,0.008903659367538468,2.2670200676310087e-05,0.0015502586107787129
10,0.009955779855505886,0.009955779855505886,0.0068623713305375755,1.0,0.0,0.792597532510837,0.8438889025178186,0.0,0.048986159721434386,0.6,0.38461538461538464,0.491,0.0,0.013264345867908709,0.0044077919988669235,0.00134022441276538,0.009694271680517652,0.010929740376497491,0.0018517752705536,0.00013861683795970227
11,0.009883781368923317,0.009883781368923317,0.0068623713305375755,0.5,0.0,0.8569523174391463,0.807003502235175,0.0,0.019052903609552807,0.6,0.38461538461538464,0.7213333333333334,0.0,0.020027597826861834,0.007165951998927836,0.000327547953062221,0.009562032669295745,0.014822892477291957,0.0004786196913967032,0.002544025896097669
12,0.010788024949885289,0.010788024949885289,0.0068623713305375755,1.0,0.0,0.9939979993331111,0.9685256870339178,0.0,0.11797457385963406,0.6,0.6153846153846154,0.9353333333333333,0.0,0.01314706993800979,0.010083135983587038,0.01202669167956506,0.010393025750583321,0.016387900511696352,0.009080965752923942,0.005508470282530506
13,0.009897954909505513,0.009897954909505513,0.0068623713305375755,0.5,0.0,0.9009669889963321,0.8913457548411589,0.0,0.06766364455602669,0.6,0.46153846153846156,0.652,0.0,0.01314706993800979,0.010083135983587038,0.0003878007356010803,0.0093998955424535,0.01534377205531307,0.0002407315606400937,0.0007207636232893024
14,0.00987001499862139,0.00987001499862139,0.0068623713305375755,0.5,0.0,0.4144714904968323,0.6797541476029281,0.0,0.008036366446652288,0.6,0.38461538461538464,0.5963333333333334,0.0,0.01314706993800979,0.008622957258049596,1.0081015308326867e-05,0.009335471881257622,0.009120868576238445,4.800833046191146e-06,0.0002278289876710418
15,0.009898629351333676,0.009898629351333676,0.0068623713305375755,1.0,0.0,0.648216072024008,0.7697896744705369,0.0,0.01615595457914265,0.6,0.38461538461538464,0.5193333333333333,0.0,0.013592802577141487,0.005975714373894384,0.0005789864839262657,0.009600263425898712,0.009450342142142349,0.0008108185322529751,0.0009943054119251771
16,0.009869924541346164,0.009869924541346164,0.0068623713305375755,0.0,0.0,0.3724574858286095,0.6724025886254594,0.0,0.00979927850711726,0.6,0.38461538461538464,0.5786666666666667,0.0,0.013203494598928394,0.00873686043272209,1.0441498367789933e-05,0.009086454348394533,0.008622269091103588,1.4191379159949989e-05,0.00021925204754297256
17,0.009869520984549407,0.009869520984549407,0.0068623713305375755,0.0,0.0,0.3091030343447816,0.6284087759013515,0.0,0.021336324605782275,0.6,0.38461538461538464,0.6186666666666667,0.0,0.014757984751153117,0.004719449200199166,4.492524298238533e-06,0.009745072439968475,0.00961496016924268,2.121990037016401e-06,0.00034925578024776107
18,0.009871170718496969,0.009871170718496969,0.0068623713305375755,0.5,0.0,0.40046682227409136,0.6786434684256746,0.0,0.01083749179884963,0.6,0.38461538461538464,0.5553333333333333,0.0,0.014757984751153117,0.004719449200199166,4.815488230398816e-05,0.009751706081228483,0.010045694608899982,2.571821488994152e-05,0.00031929514524872644
19,0.009870333998994396,0.009870333998994396,0.0068623713305375755,0.5,0.0,0.4358119373124375,0.6438030017337943,0.0,0.015262347064614157,0.6,0.38461538461538464,0.6403333333333333,0.0,0.01314706993800979,0.008622957258049596,1.757378713746245e-05,0.009338293387214374,0.009329493542568401,8.157396381462545e-06,0.0002838033837398278
20,0.04157167388889915,0.04157167388889915,0.35185185185185186,1.0,0.0,0.9996665555185061,0.9813721916251328,0.0,0.46864696172951736,0.8,0.46153846153846156,0.9983333333333333,0.2,0.02198809056284217,0.2064045403855986,0.17762270638363367,0.04637774959408061,0.08015359587807996,0.17035594921795796,0.1304940551517539
21,0.009869972421771123,0.009869972421771123,0.0068623713305375755,0.5,0.0,0.3967989329776592,0.6731205974815337,0.0,0.00838249653993628,0.6,0.38461538461538464,0.5900000000000001,0.0,0.013264345867908709,0.003862886218964248,1.0604749890704417e-05,0.00954387173024488,0.010009220580037295,2.1061570256116773e-05,2.7846995167934045e-07
