instances,feature_CL,feature_CLD,feature_DCP,feature_F1,feature_Harmfulness,feature_LSC,feature_LSR,feature_N1,feature_N2,feature_TD_P,feature_TD_U,feature_Usefulness,feature_kDN,algo_bagging,algo_gradient_boosting,algo_logistic_regression,algo_mlp,algo_random_forest,algo_svc_linear,algo_svc_rbf
1,0.13610691673861108,0.13610691673861108,0.026960784313725505,1.0,0.0,0.996005326231691,0.9853354803970122,0.0,0.2353683465852242,0.4,0.85,0.9740518962075848,0.1,0.05699624116011294,0.03451363400134151,0.24891710457529945,0.04412854174185704,0.043257226178359934,0.19727423161841032,0.036657371282080214
2,0.2280743247142516,0.2280743247142516,0.44999999999999996,1.0,0.0,0.9993342210386151,0.9933673244541529,0.5,0.46886625311915575,0.8,0.8,0.9993346640053227,0.5,1.2177842240931414,0.7856100977989976,0.2707224308888091,1.020624106446347,1.5838580642441065,0.2646567613348419,0.5517002017993786
3,0.06413440791621416,0.06413440791621416,0.04123711340206182,1.0,0.0,0.9672459893048129,0.9389324398629979,0.0,0.06657379403514374,0.4,0.35,0.9659318637274549,0.0,0.06405090853108854,0.02078523598535497,0.011643327314338973,0.048847256528160826,0.05646012072298279,0.012194452726381082,0.13891905643122462
4,0.09055211236570415,0.09055211236570415,0.04123711340206182,1.0,0.0,0.9705882352941176,0.9638445409535915,0.0,0.03555633734644292,0.4,0.4,0.9639278557114228,0.0,0.0633041115135593,0.027858756108623435,0.11269363079182705,0.058117571724556935,0.055848636871906956,0.11920552443640493,0.06530098402339662
5,0.23427510080763436,0.23427510080763436,0.44999999999999996,1.0,0.002004008016032064,1.0,0.9906241496560804,1.0,0.5732850748806837,0.8,0.8,1.0,0.9,1.8384164455698584,0.6412220779775982,0.28121374272959204,0.8867350420443901,0.7404076176397802,0.2753931967777436,0.6129847675194418
6,0.07557521994321448,0.07557521994321448,0.026960784313725505,1.0,0.0,0.9953395472703063,0.9675159666012703,0.0,0.33408225469321495,0.4,0.45,0.9866932801064537,0.1,0.0979982928456875,0.05403333354280431,0.04287538773698789,0.06239532880625868,0.05826080592879591,0.029421502778901345,0.09957674095609735
7,0.07563915474496086,0.07563915474496086,0.026960784313725505,1.0,0.0,0.9414114513981359,0.8873011147471151,0.0,0.08091982355621041,0.4,0.45,0.9461077844311377,0.0,0.05157042165050078,0.006650175419596996,0.05349335908386452,0.042068079919012874,0.03903469967605884,0.05031146786242958,0.10429456204050089
8,0.07597078255985446,0.07597078255985446,0.11353711790393017,1.0,0.0,0.9980026631158455,0.9820708280738177,0.0,0.19004048294192222,0.4,0.9,0.9953426480372588,0.1,0.0723611151255844,0.16419203044455574,0.04012197718415697,0.08250732708373518,0.05873718478983429,0.038767081772456816,0.11644621476216575
9,0.5693483637410858,0.5693483637410858,0.2727272727272727,1.0,0.0,0.9979946524064172,0.9910068785207142,0.0,0.13499253932687216,0.9,0.85,0.9973279893119572,0.4,0.06844868927328514,0.4219686646426868,0.9836034312015391,0.43436402087445775,0.19560349598671062,1.0033568406694728,0.19378501434884968
10,0.08610217401053111,0.08610217401053111,0.04123711340206182,1.0,0.0,0.9899732620320856,0.9774956283251011,0.0,0.2482775743659107,0.4,0.75,0.9959919839679359,0.0,0.0632638079061559,0.05349455866739224,0.0665887674939934,0.13096280780301103,0.07060087788700588,0.04638299444376289,0.12230009100329843
11,0.059611511584138244,0.059611511584138244,0.026960784313725505,0.5,0.0,0.9733688415446072,0.8338173557810189,0.0,0.15002853924818582,0.4,0.45,0.9800399201596807,0.0,0.06193981814778866,0.00634937727973598,0.00288462011999003,0.04198591211188771,0.05402226878001603,0.002982687841720003,0.08669676601699766
12,0.704858670155865,0.704858670155865,0.0,0.5,0.0,0.9191176470588235,0.8443258443505404,0.0,0.016357860514863654,0.3,0.15,0.9478957915831663,0.0,0.06405090853108854,0.01757557841134973,0.6365594901916708,0.048795430377605205,0.05969639318905656,0.5928605338510367,0.026832476484006662
13,0.5317696007132096,0.5317696007132096,0.2727272727272727,1.0,0.0,0.9979946524064172,0.9867994222937174,0.0,0.4086552301677734,0.9,0.7,0.9986639946559787,0.2,0.40000437126460764,0.4280825335734737,0.9519740451842181,0.4878180354209204,0.5777702305344912,0.976174267108557,0.10630397435663742
14,0.7767219319060472,0.7767219319060472,0.55,1.0,0.0006653359946773121,0.9986631016042781,0.9899278931689611,0.3333333333333333,0.3068868691868193,0.8,0.55,0.9986639946559787,0.5,0.3058751648206938,0.6436492376909134,1.6119367814358114,0.3512692036866662,0.28121567207552123,1.6516226584374383,1.255318942365495
15,0.06726432775063296,0.06726432775063296,0.11353711790393017,1.0,0.0006680026720106881,1.0,0.9876953571916081,1.0,0.6132861674598391,0.4,0.4,0.9920159680638723,0.1,0.3240757081015524,0.06938408712584875,0.02088064952621287,0.04912477530168608,0.15738720460042463,0.013261373516033483,0.10238046400055359
16,0.0659095618940504,0.0659095618940504,0.04123711340206182,1.0,0.0,0.9331550802139037,0.9261757928184166,0.0,0.07446335246848901,0.4,0.35,0.9552438209752839,0.0,0.05640424107355189,0.01742894897076601,0.014311958840669332,0.04774292661173201,0.045999254330886516,0.013347926274993848,0.11697325636205615
17,0.18287611364163658,0.18287611364163658,0.01449275362318836,1.0,0.0,0.996005326231691,0.9772207259209575,0.0,0.21475179435402758,0.5,0.3,0.9860279441117764,0.1,0.05157042165050078,0.0361823157024169,0.15397748522242644,0.05577346878167237,0.04925717402256716,0.13828174976400529,0.07764014202287056
18,0.23014597132183956,0.23014597132183956,0.041884816753926746,1.0,0.0,0.9966577540106952,0.9869593989855732,0.0,0.07960483441065891,0.4,0.5,0.991315965263861,0.1,0.05640424107355189,0.061116554171858906,0.21478253132364766,0.05970694594592214,0.05153888544569997,0.19811101544307977,0.037486477909014895
19,0.08874095831237594,0.08874095831237594,0.026960784313725505,1.0,0.0,0.9906790945406125,0.9815610273226352,0.0,0.19058353097789782,0.4,0.75,0.9733865602129075,0.0,0.06125236191855822,0.030682525258694214,0.1190582713847436,0.06168651122244001,0.048335383793165515,0.12547865640443187,0.07397578658837291
20,0.125396274036221,0.125396274036221,0.05464480874316935,1.0,0.0,0.9993315508021391,0.9908034540316603,0.0,0.43288008947647993,0.7,0.9,0.9959919839679359,0.2,0.07399610272731202,0.11812161964271618,0.12818272354032517,0.0920434037528686,0.07023558419475984,0.12622869893275632,0.07086851781921714
21,0.25285560057881407,0.25285560057881407,0.026960784313725505,1.0,0.0,0.9933422103861518,0.9582009508908468,0.0,0.25541274649953094,0.4,0.45,0.978709248170326,0.0,0.06193981814778866,0.022968006631791073,0.3618584462443338,0.05194607457709928,0.057122757068209816,0.3620757227395741,0.022407355217524037
22,0.11720001546536563,0.11720001546536563,0.05464480874316935,1.0,0.0,0.9913101604278075,0.9785411674253578,0.0,0.15456829048175547,0.7,0.45,0.9879759519038076,0.0,0.06977998737685402,0.05854411610151508,0.11377633889698391,0.08170035443288882,0.06187785416383102,0.11165389476060875,0.053541601659479056
23,0.17850811313450066,0.17850811313450066,0.026960784313725505,1.0,0.0,0.9953395472703063,0.9682373543560602,0.0,0.177148851033323,0.4,0.55,0.9933466400532269,0.3,0.13168496994786819,0.13415043231447213,0.22504078911788084,0.05090493961831849,0.05678261285448373,0.19447953476625704,0.07105207765064009
24,0.06550137316256266,0.06550137316256266,0.04123711340206182,1.0,0.0,0.929144385026738,0.9178144979936655,0.0,0.06005519729733266,0.4,0.35,0.9592518370073481,0.0,0.05640424107355189,0.01742894897076601,0.013010141998310857,0.048078795592143286,0.04585947898816529,0.012094138474539105,0.11665644361220086
25,0.10105627600295275,0.10105627600295275,0.026960784313725505,1.0,0.0,0.9793608521970706,0.9451994658616549,0.0,0.07505980038513305,0.4,0.45,0.980705256154358,0.0,0.05699624116011294,0.0072862641883001756,0.09960589958167052,0.0422742113470799,0.04275206418556836,0.076220226975112,0.07756259829479552
26,0.10085509721737895,0.10085509721737895,0.07462686567164178,1.0,0.0,0.9933155080213903,0.9823505716954242,0.0,0.2507674960850963,1.0,0.7,0.9959919839679359,0.0,0.1221439540781521,0.09384172276375309,0.08699325364551386,0.04874886301250915,0.08166272359285831,0.06560782533984029,0.07328687959000475
27,0.066140968283244,0.066140968283244,0.026960784313725505,1.0,0.0,0.9320905459387483,0.9081367959865934,0.0,0.12612431866736262,0.4,0.55,0.9627411842980705,0.0,0.06623565714925317,0.028865750149006608,0.04101835768973874,0.0389267377147333,0.06114113724243057,0.04438695124479169,0.0906269212629805
28,0.09342498039831659,0.09342498039831659,0.04123711340206182,1.0,0.0,0.9946524064171123,0.986569470764911,0.0,0.22475378446826355,0.4,0.55,0.9906479625918504,0.1,0.06923087019872454,0.07248497161075723,0.07833079414870144,0.05590335752568014,0.05646012072298279,0.07808330240657602,0.10780578371322032
29,0.07774711931890588,0.07774711931890588,0.04123711340206182,1.0,0.0,0.9886363636363636,0.9771866356229127,0.0,0.25204429758147906,0.4,0.65,0.9926519706078825,0.0,0.06405090853108854,0.10342789809118433,0.04662863506029235,0.07701391557745854,0.05969639318905656,0.04715369267203574,0.127372364334829
30,0.08833993035998267,0.08833993035998267,0.04123711340206182,1.0,0.0006653359946773121,1.0,0.9992515388790574,1.0,0.656682456243638,0.4,0.8,0.991315965263861,0.1,0.286592622016364,0.09814197539204399,0.06535859360114023,0.06204638316653133,0.14935980226952358,0.04650969625602561,0.08643873063467128
31,0.390161434952616,0.390161434952616,0.041884816753926746,1.0,0.0,0.9986631016042781,0.9833246252134813,0.0,0.44658666076641196,0.4,0.35,0.9986639946559787,0.1,0.1295352175513837,0.373690229526168,0.38716611645452365,0.11860733445923273,0.21269689863184732,0.38851802669842994,0.18676791218294542
32,0.2657795432553617,0.2657795432553617,0.041884816753926746,1.0,0.0,0.9899732620320856,0.9793128800511308,0.0,0.21635635131814268,0.4,0.5,0.9953239812959251,0.0,0.0633041115135593,0.09809304782125337,0.2705465022421605,0.06039429180009934,0.05151779504940881,0.25948347900582236,0.04923645199235522
33,0.07438586872529462,0.07438586872529462,0.04123711340206182,1.0,0.0,0.9532085561497327,0.9519204312154869,0.0,0.1366052679474944,0.4,0.35,0.9579158316633266,0.0,0.12231924286551342,0.024141366884323046,0.05400600698554242,0.05228160096897498,0.09270058763583501,0.0560305647079504,0.0756996858450022
34,0.6604276013114384,0.6604276013114384,0.12727272727272732,1.0,0.0,0.9993342210386151,0.986920000664193,0.5,0.3897168907557841,0.6,0.75,0.9926813040585496,0.1,0.364586829812847,0.2264061474176396,0.9931374769720274,0.06321406932292274,0.29867196771977866,0.9955472541878967,0.027124537236770732
35,0.25249157819033285,0.25249157819033285,0.44999999999999996,1.0,0.0006680026720106881,1.0,0.9982447273500151,1.0,0.796313872853482,0.8,0.5,1.0,0.5,0.33969005792292506,0.705975253581204,0.2578852940823813,0.47257054108326946,0.5700969524947344,0.24925863769977608,0.6614589654722725
36,0.1542191743795983,0.1542191743795983,0.7241379310344828,1.0,0.0,0.9986631016042781,0.9784646246016905,0.0,0.20276208038587318,0.9,0.55,0.9986639946559787,0.5,0.4571702171621984,0.2833939273732191,0.22910355085559447,0.6255196960447318,0.5215317440060853,0.23259447840370384,0.4106544654043782
37,0.1287731255324337,0.1287731255324337,0.05464480874316935,1.0,0.0,0.9893048128342246,0.9815647674759136,0.0,0.14144456983192644,0.7,0.5,0.9899799599198397,0.0,0.09428289427372337,0.16173024081967027,0.13565416639974054,0.10502697226349658,0.10647924844774657,0.13344964938459855,0.1370268519218679
38,0.3594407984721665,0.3594407984721665,0.041884816753926746,1.0,0.0,0.9451871657754011,0.9153197201386725,0.0,0.1080983635393491,0.4,0.35,0.9405477621910487,0.0,0.059541179021302994,0.016646560386090786,0.28570207280292914,0.04253524993595007,0.04749495944201589,0.2900548074502365,0.011422872116451311
39,0.2375886424499034,0.2375886424499034,0.11363636363636365,1.0,0.0,0.9973262032085561,0.9899535453907297,0.0,0.4252957036401802,0.7,0.65,0.9966599866399466,0.2,0.22937939210772654,0.1608071961832169,0.4555851460594659,0.09974498074149409,0.10783490773282715,0.4721037379088099,0.03499260561215908
40,0.21769973174941992,0.21769973174941992,0.44999999999999996,1.0,0.0,0.9993342210386151,0.9972024142570263,0.0,0.49741586620599665,0.8,0.65,0.9993346640053227,0.4,0.5053432621613431,0.415839620336657,0.2015364555564586,0.19151029003764664,0.9880405083147807,0.19103608469534458,0.12997275215580664
41,0.06556478166837365,0.06556478166837365,0.026960784313725505,1.0,0.0,0.8235685752330226,0.8205112408595852,0.0,0.08278944301694435,0.4,0.45,0.9500998003992016,0.0,0.05699624116011294,0.0047057825397566035,0.026116081949516142,0.039822488153446675,0.04231573649756078,0.015461887034471428,0.04740708144581532
42,0.5450736817581333,0.5450736817581333,0.12727272727272732,1.0,0.0,0.9820239680426098,0.9490739000939848,0.0,0.12234311092795747,0.6,0.45,0.9873586161011311,0.0,0.06392375026847236,0.10446304485865268,0.799264120641919,0.05000387044623323,0.054213410742278645,0.8025581958428771,0.007798161393396788
43,0.07700617479326499,0.07700617479326499,0.04123711340206182,1.0,0.0006653359946773121,0.9973262032085561,0.9872158049460065,0.5,0.39520673976485865,0.4,0.9,0.9953239812959251,0.1,0.23538696774712198,0.05495077930601201,0.03708119402348982,0.08821200590613137,0.14184286345907934,0.034248987480167095,0.07868085465874224
44,0.2665947682867087,0.2665947682867087,0.01449275362318836,1.0,0.0,0.9860186418109188,0.9616755755636464,0.0,0.1272926537754947,0.5,0.3,0.978709248170326,0.0,0.06836218555325956,0.04270508455136823,0.2145817976290998,0.048050931725999044,0.08107741845653087,0.20571036509383805,0.02709360246364497
45,0.10849446091179171,0.10849446091179171,0.11353711790393017,1.0,0.0006680026720106881,0.9986684420772304,0.9911864398033643,0.5,0.1783588487403086,0.4,0.55,0.9993346640053227,0.4,0.1472796898688792,0.277208479055749,0.08351949483280387,0.1766824552932172,0.1719837211988203,0.07478277745490443,0.09860878492336508
46,0.4518853570614033,0.4518853570614033,0.041884816753926746,1.0,0.0,0.9665775401069518,0.9468795150649417,0.0,0.01180629788706522,0.4,0.35,0.9318637274549099,0.0,0.06923087019872454,0.025526917212541644,0.4100014103582359,0.04982001040923822,0.05969639318905656,0.3882190602777514,0.05547282890308271
47,0.07160868261072462,0.07160868261072462,0.026960784313725505,1.0,0.0,0.9966711051930759,0.9653309501172247,0.0,0.24440413599712607,0.4,0.45,0.9614105123087159,0.1,0.0643490999117334,0.02916903141629321,0.03687131123133773,0.040708257769809235,0.048351510261812794,0.0242498226561909,0.10118306523798465
48,0.904167699251216,0.904167699251216,0.36363636363636365,1.0,0.004676018704074816,1.0,0.9994813304002854,1.0,0.9732421808550394,1.0,0.55,1.0,0.8,2.8507100006265627,1.4444075594008856,2.4871845284033327,1.7849209173048983,2.51490930427761,2.7875530817181744,2.0530529341611876
49,0.15806582801979197,0.15806582801979197,0.0802139037433155,1.0,0.0,0.9872994652406417,0.9808076168741909,0.0,0.23104028687758482,0.8,0.6,0.9919839679358717,0.0,0.05640424107355189,0.12639952078669808,0.2753032046662577,0.07115133771054452,0.060441284039099825,0.2795928291996433,0.05060567969620885
50,0.5701979484256074,0.5701979484256074,0.0,1.0,0.0,0.9191176470588235,0.8903591047801508,0.0,0.05043185520978355,0.3,0.15,0.9311957247828991,0.0,0.05640424107355189,0.020736245846787425,0.5099005465728019,0.0485448726885877,0.04856483550985979,0.47573827508872796,0.016074050066635467
51,0.0626099789351362,0.0626099789351362,0.026960784313725505,1.0,0.0,0.9680426098535286,0.8730626356247453,0.0,0.1385351654442486,0.4,0.45,0.9673985362608117,0.0,0.06731800648685415,0.041486918802468055,0.01419039239002943,0.040562486140279824,0.05177541914673715,0.01407095824278898,0.05884778851886219
52,0.08079902201046363,0.08079902201046363,0.04123711340206182,1.0,0.0,0.9338235294117647,0.9441923971922591,0.0,0.09216200320223489,0.4,0.35,0.9579158316633266,0.0,0.0633041115135593,0.01786261446135326,0.07300805892828192,0.05395324722005621,0.054646026602186044,0.0769245206708353,0.07487756001635854
53,0.8450708144915794,0.8450708144915794,0.27586206896551724,1.0,0.0,0.9913448735019973,0.9632688864668056,0.0,0.34941417262902974,0.9,0.6,0.9946773120425815,0.0,0.11707531740097288,0.567063582487642,1.6795395276944596,0.07043067706851691,0.174120290702633,1.84413598085963,0.5432784954791298
54,0.10840654785998693,0.10840654785998693,0.026960784313725505,1.0,0.0,0.9513981358189081,0.9472114661525419,0.0,0.11788039979472831,0.4,0.45,0.9580838323353293,0.0,0.06125236191855822,0.01677741562663326,0.15713533452588296,0.03975851983293935,0.04797646686484688,0.16267954601617027,0.05232688661088818
55,0.6520607306934271,0.6520607306934271,0.12727272727272732,1.0,0.0,0.9906790945406125,0.9694610485719293,0.0,0.1078891096754272,0.6,0.6,0.9886892880904857,0.0,0.06125236191855822,0.15234562420768707,1.0213645747764024,0.039372651850173704,0.06392838615927274,1.0312673218765358,0.012561467787258633
56,0.5318801248927698,0.5318801248927698,0.019607843137254943,1.0,0.0,0.9933422103861518,0.9638367900950875,0.0,0.22097154711273992,0.3,0.2,0.9906852960745176,0.0,0.10540020039041198,0.028445694658398052,0.45176567982991495,0.04989414221858109,0.061192542316658646,0.42560375107871556,0.023047760547294835
57,0.20718441508446273,0.20718441508446273,0.041884816753926746,1.0,0.0,0.9966577540106952,0.9858795063626936,0.0,0.24298244180164752,0.4,0.55,0.9939879759519038,0.1,0.06626566324480038,0.0905984859572986,0.2128553721227416,0.06598950664049649,0.0555918132857506,0.20611188191429752,0.04768047588371968
58,0.8007252591628214,0.8007252591628214,0.019607843137254943,1.0,0.0,0.9966711051930759,0.976438609860254,0.0,0.2626603356867797,0.3,0.25,0.9886892880904857,0.1,0.2757360342776648,0.03183952255314697,0.9739388709593383,0.05694026471902088,0.1174555334505281,0.9264068965471669,0.03371670219629279
59,0.06276586490636504,0.06276586490636504,0.11353711790393017,0.5,0.0,0.9913448735019973,0.8024974503465735,0.0,0.3303303761110782,0.4,0.3,0.9986693280106453,0.0,0.06125236191855822,0.023012759081705154,0.004953777805562102,0.11673928115188072,0.04531480041491277,0.004477860096740912,0.12699948731183014
60,0.06515415271856817,0.06515415271856817,0.04123711340206182,1.0,0.0,0.9344919786096256,0.9225528799664507,0.0,0.09375080531473079,0.4,0.35,0.9599198396793587,0.0,0.059541179021302994,0.01687057115717259,0.013791435870384339,0.04289785367644247,0.04725489217035064,0.007276245283713433,0.11552946577909805
61,0.11037030667420622,0.11037030667420622,0.07462686567164178,1.0,0.0,0.9926470588235294,0.9797559250314226,0.0,0.28588019817340227,1.0,0.7,0.9939879759519038,0.0,0.0632638079061559,0.12461430459908145,0.1073814363621505,0.048826803144354815,0.07084408259475981,0.08321386731578521,0.10667737357154322
62,0.5738508480836035,0.5738508480836035,0.0,1.0,0.0,0.9425133689839572,0.9169571159858869,0.0,0.046887189223051906,0.3,0.15,0.9345357381429525,0.0,0.07399610272731202,0.025138459541037075,0.5464266505195036,0.050248001544190485,0.06776899036438795,0.5168648776724023,0.051897169556578
63,0.10871042629825178,0.10871042629825178,0.0802139037433155,1.0,0.0006653359946773121,1.0,0.9958051873278304,0.5,0.6761066529714022,0.8,0.8,0.9973279893119572,0.1,0.10985445617638066,0.03895059832151459,0.15676558684659242,0.058111313354346016,0.09546941902412681,0.1627930659933503,0.06707592198134427
64,0.9010638542752173,0.9010638542752173,0.0,1.0,0.014028056112224449,0.9993342210386151,0.9865741106276661,0.5,0.3378012724549666,0.5,0.25,1.0,0.8,1.2152598860011095,2.670663350168932,1.9302473467267451,1.921369850256186,1.280071975724501,1.8886588630424914,1.6321492105338529
65,0.7380481382686306,0.7380481382686306,0.8863636363636364,1.0,0.005344021376085505,1.0,0.9985892203522352,1.0,0.8902395755064723,0.7,0.95,1.0,0.9,2.7157000107351443,1.9068755446032517,0.9349671547946814,2.049724267169437,2.4991703496215227,0.9087514906586027,3.3734855692801284
66,0.8113909493822333,0.8113909493822333,0.55,1.0,0.0006653359946773121,1.0,0.9937205970186024,0.5,0.5487852131725741,0.8,0.65,1.0,0.7,0.5874632469777503,0.9357581136939572,1.6666736993460984,0.6215727083394689,0.6212215213072789,1.694087363055607,1.0645521691387294
