,Hostility
0,0.4947145642688907
1,0.13380626223091974
2,0.8936295723617999
3,0.33515574073947885
4,0.41801977854927075
5,0.8126771914094189
6,0.14530858100075128
7,0.7252825238865537
8,0.20420253262719013
9,0.12362485919634758
10,0.07621589561091335
11,0.801856088419796
12,0.7351520985787039
13,0.15420253262719008
14,0.13795563982428072
15,0.13380626223091974
16,0.13380626223091974
17,0.0
18,0.0
19,0.572688775224103
20,0.20420253262719013
21,0.07621589561091335
22,0.2362907342806092
23,0.4675127652359563
24,0.18612485919634758
25,0.3965912071206993
26,0.0
27,0.0938629544344427
28,0.7356403654650121
29,0.1855296211011095
30,0.07621589561091335
31,0.4147730253025175
32,0.5513089003574143
33,0.7998778198438536
34,0.16266598569969348
35,0.0
36,0.14386295443444275
37,0.453764245424197
38,0.0938629544344427
39,0.21529152586301414
40,0.14530858100075128
41,0.12362485919634758
42,0.32637791346990563
43,0.07621589561091335
44,0.12764673821822647
45,0.632794488868153
46,0.13380626223091974
47,0.48541332250531477
48,0.13795563982428072
49,0.07621589561091335
50,0.0938629544344427
51,0.44374665583864803
52,0.0
53,0.725599984204014
54,0.13795563982428072
55,0.0
56,0.6968675898378167
57,0.3888787259990357
58,0.19408857251322997
59,0.7542370408007485
60,0.20911682123713093
61,0.7795187412530677
62,0.0
63,0.38816496570029346
64,0.07621589561091335
65,0.20911682123713093
66,0.0
67,0.6768187652453705
68,0.3924501545704643
69,0.7337606724430322
70,0.14775956139290813
71,0.7653139177192095
72,0.5235311225796365
73,0.18612485919634758
74,0.24386295443444284
75,0.0
76,0.7995187412530678
77,0.4577023182318104
78,0.14775956139290813
79,0.29036682123713087
80,0.13380626223091974
81,0.3784612468032389
82,0.47159120712069935
83,0.6987694646369432
84,0.24599931903302696
85,0.07621589561091335
86,0.10205992509363293
87,0.2675407342806092
88,0.5743013990027842
89,0.6089425238397175
90,0.0
91,0.5095492289442467
92,0.20911682123713093
93,0.5147655492259625
94,0.3159612468032389
95,0.6819425415600202
96,0.6048043992514918
97,0.6759225648491752
98,0.5147655492259625
99,0.6838547844998023
100,0.0938629544344427
101,0.07621589561091335
102,0.0
103,0.0
104,0.0
105,0.1477922762169337
106,0.7225702586138023
107,0.07621589561091335
108,0.6203061602033538
109,0.3810240880784145
110,0.32566496570029346
111,0.40185742141174785
112,0.0
113,0.13380626223091974
114,0.0
115,0.36041332250531477
116,0.56788256227758
117,0.25911682123713087
118,0.0
119,0.0
120,0.13380626223091974
121,0.25658857251323
122,0.07621589561091335
123,0.6203061602033538
124,0.19044376347747138
125,0.14530858100075128
126,0.0
127,0.48411682123713096
128,0.2423316323669602
129,0.44686191927634655
130,0.23575523917989671
131,0.6339616223882277
132,0.16336102393251228
133,0.36041332250531477
134,0.27161682123713093
135,0.7732687412530678
136,0.7847966408784033
137,0.13380626223091974
138,0.0
139,0.0938629544344427
140,0.13380626223091974
141,0.14386295443444275
142,0.2695385110422679
143,0.3409670824708393
144,0.0
145,0.14775956139290813
146,0.44882270359007215
147,0.14775956139290813
148,0.4513224134144056
149,0.07621589561091335
150,0.16266598569969348
151,0.13380626223091974
152,0.07621589561091335
153,0.20911682123713093
