Row,z_1,z_2
0,-1.808479321827817,3.6763629457557503
1,-1.7786950596779652,3.6884214437346334
2,-1.7615682702649165,3.6953554196203857
3,-1.7332587830016726,3.0822226659081084
4,-1.8578088488807816,3.0828275166644055
5,-2.0391411967892124,3.1641341358804347
6,-1.9740834716404259,3.6093162183343064
7,-1.9520296884396147,3.618244943807367
8,-1.8553700483381221,3.6573787007203005
9,-1.833123193790717,3.66638559332844
10,-1.8213899488381882,3.671135931269798
11,,
12,-2.136053585519196,3.5437407717773306
13,-2.0876725399551135,3.5633283894666823
14,-2.0391411967892124,3.1641341358804347
15,-2.1821143253784716,3.2655678135329635
16,-2.2523594787848378,3.4966530053649976
17,,
18,-2.2607126780791966,3.315402432823493
19,-2.315111197395363,3.370407840892955
20,-2.267416328633683,3.490557068102656
21,,
22,-1.5619920404912444,3.776156130789618
23,-1.1905362560201416,3.3916574002429907
24,-1.329636636753591,3.129194204036954
25,-1.7332587830016726,3.0822226659081084
26,-1.7370996465715858,3.7052618207884787
27,-1.6771916655587429,3.7295162496653043
28,-1.596954411664196,3.7620012163584717
29,,
30,-1.2523803201778145,3.7758315865906
31,-1.1759044930498979,3.441126330950888
32,-1.5616525333483326,3.776293584125747
33,,
34,-2.3074311957632045,2.6789249886273194
35,-2.3066402589666266,2.961447324752676
36,-2.235900577044665,3.036946576925613
37,-1.9255253914975523,3.0974202743319235
38,-1.6640965486978383,3.0079813170570584
39,-1.6452041669968624,2.7810608339223664
40,-1.7549890548423297,2.5589306542725225
41,-1.8070964053076732,2.5154299367435837
42,-2.1060871257639655,2.526665558166597
43,,
44,-0.5285171850881851,-1.8667715957786974
45,-0.5396775654166849,-1.778196443624277
46,-0.7687747208225157,-1.379963634949121
47,-0.9692603375526414,-0.9737200850998017
48,-1.0496222118173548,-0.9175205448895588
49,-1.1536632114785597,-0.6588526870322222
50,-1.3034154098427742,-0.0919858619600693
51,-1.500299347526824,0.5197276338228475
52,-1.5252835803363616,0.6462429058319769
53,-1.6603317962888844,1.4873554336064574
54,-1.7461826171029453,1.94357991417708
55,-1.7003724916642948,2.0905633111628594
56,-1.508538302348501,2.4317650412266176
57,-1.4051109944190845,2.5972109303036657
58,-1.3009549395364892,2.7938115230481415
59,-1.0565357592605087,2.85797545564395
60,-0.7794409376481828,2.760355881006032
61,-0.4943761318981876,2.6365063340012447
62,-0.2019725096453351,2.5123415679688272
63,0.05117654011571464,2.2905796230971087
64,0.5227112821658466,1.8608130204955324
65,0.6267256176500524,1.6881700081475186
66,1.1033608880567656,1.4795071445661405
67,1.1392433453350634,1.3491548725557867
68,1.3010449976338396,1.109907496711367
69,1.7730540559834453,0.9908260726687304
70,1.9817212721191215,0.7415299658196975
71,1.8718662661193601,0.2298066774563784
72,1.9676047651970885,-0.0073117126648466
73,2.067954588087567,-0.34853458276460897
74,2.205991820267016,-0.8022459662874721
75,2.281427207313408,-1.0865280344278967
76,2.098631285423594,-1.4866680856422285
77,2.04898278703084,-1.58692663943643
78,1.9167754274090558,-2.078520457277973
79,1.707995574292321,-2.321084774058726
80,1.4616582841421568,-2.4319902892341947
81,1.296326871071089,-2.6946839406671628
82,0.8095258231973449,-2.6886356015560255
83,0.3710164216915967,-2.6329375228781995
84,0.12416588859304456,-2.532082860143763
85,-0.07847753190154916,-2.4765671581540887
