Row,Area_Good_Normalized,Density_Good_Normalized,Purity_Good,Area_Best_Normalized,Density_Best_Normalized,Purity_Best
bagging,0.9649737022427604,1.023920608481615,0.9992673992673993,0.05274944159038107,0.15780802500035016,0.8695652173913043
gradient_boosting,0.9722220574927705,1.019451080130511,0.9994522548840606,0.0,0.0,0.0
logistic_regression,0.9734617424751542,1.019082309001403,0.9990879241152864,0.023320820819093972,0.10863588906940985,0.7142857142857143
mlp,0.9734617424751542,1.019082309001403,0.9990879241152864,0.0017063384001450802,0.954479190631548,0.6666666666666666
random_forest,0.9706208202179627,1.018895590716341,0.9996340347666972,0.0,0.0,0.0
svc_linear,0.9734617424751542,1.019082309001403,0.9992703392922291,0.010475378975838319,0.06910020996728743,1.0
svc_rbf,0.9734617424751542,1.019082309001403,0.9990879241152864,0.022348836308832488,0.1700409409578131,0.0
instance_easiness,0.9698236487673225,1.0189867243873927,0.9994506500640908,0.0,0.0,0.0
