,Hostility
0,0.06904176474701096
1,0.022327703169302993
2,0.20488956180976126
3,0.08412509897070464
4,0.04985154452958529
5,0.16579357351509239
6,0.24397686339706293
7,0.06904176474701096
8,0.009219088937093334
9,0.6213009143807149
10,0.6791956512228201
11,0.3797614776036191
12,0.22094378640118295
13,0.6102585286928982
14,0.33686224720438873
15,0.06904176474701096
16,0.1998515445295852
17,0.41816292546261846
18,0.1877899947101942
19,0.022327703169302993
20,0.018014685736204683
21,0.009219088937093334
22,0.08412509897070464
23,0.014767932489451407
24,0.5018472337674333
25,0.13761045306784958
26,0.027327703169303108
27,0.24097494281391618
28,0.009219088937093334
29,0.022327703169302993
30,0.18305568815553108
31,0.396556228476428
32,0.4180035926314484
33,0.06121518089322153
34,0.47328615729744006
35,0.5338009143807149
36,0.18696888022661795
37,0.1990676277063368
38,0.596428998586857
39,0.20100007942732734
40,0.2435052303335946
41,0.04985154452958529
42,0.6568943665522251
43,0.29167078373249267
44,0.6759323722936632
45,0.2332445401647396
46,0.6701104381902387
47,0.10513586722848056
48,0.021123850841855196
49,0.04912690684842591
50,0.31411218068925284
51,0.2190399947101942
52,0.28747101544384657
53,0.28472633928804825
54,0.009219088937093334
55,0.41056595090809234
56,0.16842515246246093
57,0.08494908561928516
58,0.52671384270256
59,0.13305568815553104
60,0.03898099369899799
61,0.12098240401641736
62,0.1877899947101942
63,0.06904176474701096
64,0.3431056334477749
65,0.06203241895261846
66,0.41816292546261846
67,0.027327703169303108
68,0.12981475414311838
69,0.3148194328992334
70,0.06904176474701096
71,0.3424379315844208
72,0.24073086535872112
73,0.3800703453316281
74,0.022327703169302993
75,0.26658264255821096
76,0.06904176474701096
77,0.18696888022661795
78,0.17656443865705196
79,0.4343972684085511
80,0.09176903747428367
81,0.018014685736204683
82,0.4807788473559196
83,0.009219088937093334
84,0.027327703169303108
85,0.3786990856192851
86,0.5818370745373816
87,0.3291376821105132
88,0.6631377527956113
89,0.38439726840855115
90,0.6569964073685516
91,0.06904176474701096
92,0.08494908561928516
93,0.009219088937093334
94,0.018014685736204683
95,0.04985154452958529
96,0.021123850841855196
97,0.04985154452958529
98,0.022327703169302993
99,0.08412509897070464
100,0.07931573734975073
101,0.7395792162675073
102,0.06904176474701096
103,0.23778999471019424
104,0.947672296830697
105,0.3430035926314484
106,0.2258918543191022
107,0.15273142080978508
108,0.06904176474701096
109,0.17827280670005452
110,0.022327703169302993
111,0.7175990389603298
112,0.06904176474701096
113,0.5365963213350387
114,0.009219088937093334
115,0.6830294396878398
116,0.26658264255821096
117,0.5616562713141299
118,0.1294705603121602
