,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.6693333333333333,0.0725392613999098
500,50,CLD,0.6743333333333335,0.116342406522968
1000,100,CLD,0.6743333333333335,0.116342406522968
1500,150,CLD,0.6743333333333335,0.116342406522968
1990,199,CLD,0.6743333333333335,0.116342406522968
151,15,DCP,0.8246666666666667,0.1123449548884545
501,50,DCP,0.8233333333333335,0.1105604409864174
1001,100,DCP,0.8233333333333335,0.1105604409864174
1501,150,DCP,0.8233333333333335,0.1105604409864174
1991,199,DCP,0.8233333333333335,0.1105604409864174
152,15,F1,0.6176666666666667,0.0087876175509761
502,50,F1,0.6233333333333333,0.0102740233382816
1002,100,F1,0.6233333333333333,0.0102740233382816
1502,150,F1,0.6233333333333333,0.0102740233382816
1992,199,F1,0.6233333333333333,0.0102740233382816
153,15,Hostility,0.623,0.0101653004546513
503,50,Hostility,0.6233333333333333,0.0102740233382816
1003,100,Hostility,0.6233333333333333,0.0102740233382816
1503,150,Hostility,0.6233333333333333,0.0102740233382816
1993,199,Hostility,0.6233333333333333,0.0102740233382816
154,15,LSC,0.6266666666666667,0.0112422813026933
504,50,LSC,0.6213333333333333,0.0105013226680155
1004,100,LSC,0.6233333333333333,0.0102740233382816
1504,150,LSC,0.6233333333333333,0.0102740233382816
1994,199,LSC,0.6233333333333333,0.0102740233382816
155,15,N1,0.623,0.0101653004546513
505,50,N1,0.623,0.009746794344809
1005,100,N1,0.6220000000000001,0.0083666002653407
1505,150,N1,0.6220000000000001,0.0083666002653407
1995,199,N1,0.6220000000000001,0.0083666002653407
156,15,N2,0.6220000000000001,0.0083666002653407
506,50,N2,0.623,0.0101653004546513
1006,100,N2,0.623,0.0101653004546513
1506,150,N2,0.623,0.0101653004546513
1996,199,N2,0.6233333333333333,0.0102740233382816
157,15,TD_U,0.6233333333333333,0.0102740233382816
507,50,TD_U,0.6233333333333333,0.0102740233382816
1007,100,TD_U,0.6233333333333333,0.0102740233382816
1507,150,TD_U,0.6233333333333333,0.0102740233382816
1997,199,TD_U,0.6233333333333333,0.0102740233382816
158,15,Uniform,0.6233333333333333,0.0102740233382816
508,50,Uniform,0.6233333333333333,0.0102740233382816
1008,100,Uniform,0.6233333333333333,0.0102740233382816
1508,150,Uniform,0.6233333333333333,0.0102740233382816
1998,199,Uniform,0.6233333333333333,0.0102740233382816
159,15,kDN,0.6213333333333333,0.0084491945704244
509,50,kDN,0.6213333333333333,0.0084491945704243
1009,100,kDN,0.6213333333333333,0.0084491945704244
1509,150,kDN,0.6216666666666667,0.0086602540378444
1999,199,kDN,0.6216666666666667,0.0086602540378444
