,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.6951666666666666,0.014582142808548
500,50,CLD,0.6911666666666667,0.0124805404085275
1000,100,CLD,0.6908333333333333,0.0128695376762337
1500,150,CLD,0.6913333333333334,0.0117497044880097
1990,199,CLD,0.6913333333333334,0.0116607127664745
151,15,DCP,0.6911666666666667,0.0132103705053601
501,50,DCP,0.6908333333333333,0.0118731723739791
1001,100,DCP,0.6906666666666667,0.0109671225842414
1501,150,DCP,0.6913333333333334,0.0112823608640509
1991,199,DCP,0.6911666666666667,0.0112669625207703
152,15,F1,0.6905,0.0112206407026416
502,50,F1,0.6908333333333333,0.011380416903123
1002,100,F1,0.6908333333333333,0.0109449379471364
1502,150,F1,0.6910000000000001,0.011014510631183
1992,199,F1,0.6911666666666666,0.0111741268612411
153,15,Hostility,0.6918333333333333,0.0121392384897534
503,50,Hostility,0.6921666666666667,0.0112669625207703
1003,100,Hostility,0.6915,0.011432167093095
1503,150,Hostility,0.6913333333333334,0.0113130946743634
1993,199,Hostility,0.6908333333333333,0.011441275181455
154,15,LSC,0.6911666666666667,0.0119692894061798
504,50,LSC,0.6923333333333334,0.012505554321536
1004,100,LSC,0.6906666666666667,0.0117467489592274
1504,150,LSC,0.6915,0.012281422284627
1994,199,LSC,0.6911666666666666,0.0116159612411352
155,15,N1,0.6928333333333333,0.0120847700295316
505,50,N1,0.6911666666666667,0.0110648341856331
1005,100,N1,0.6911666666666667,0.0110648341856331
1505,150,N1,0.6913333333333334,0.0111274185885336
1995,199,N1,0.6910000000000001,0.011014510631183
156,15,N2,0.6945,0.0143202459631266
506,50,N2,0.6911666666666666,0.0111741268612411
1006,100,N2,0.6910000000000001,0.0111086802896553
1506,150,N2,0.6908333333333333,0.0110554159678513
1996,199,N2,0.6910000000000001,0.0111086802896553
157,15,TD_U,0.6916666666666667,0.0117851130197758
507,50,TD_U,0.6936666666666667,0.0143686580213091
1007,100,TD_U,0.692,0.0117497044880097
1507,150,TD_U,0.6913333333333334,0.0112206407026416
1997,199,TD_U,0.6931666666666667,0.0124777579894965
158,15,Uniform,0.6918333333333333,0.0114169707988687
508,50,Uniform,0.694,0.0132471170867895
1008,100,Uniform,0.6923333333333332,0.0116577346760756
1508,150,Uniform,0.6913333333333334,0.0112515431040467
1998,199,Uniform,0.6911666666666666,0.0112206407026416
159,15,kDN,0.6915,0.0116577346760757
509,50,kDN,0.6900000000000001,0.0122474487139159
1009,100,kDN,0.6908333333333333,0.0109449379471364
1509,150,kDN,0.6908333333333333,0.0109449379471364
1999,199,kDN,0.6910000000000001,0.0111086802896553
