,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.6266666666666667,0.0199999999999999
500,50,CLD,0.632,0.0101653004546512
1000,100,CLD,0.6293333333333333,0.0103816076682649
1500,150,CLD,0.6333333333333334,0.0102740233382816
1990,199,CLD,0.6346666666666667,0.0083666002653407
151,15,DCP,0.636,0.010903618155864
501,50,DCP,0.6346666666666667,0.0116904519445001
1001,100,DCP,0.6353333333333333,0.0109544511501033
1501,150,DCP,0.6353333333333333,0.0109544511501033
1991,199,DCP,0.6353333333333333,0.0109544511501033
152,15,F1,0.636,0.0103816076682649
502,50,F1,0.636,0.010903618155864
1002,100,F1,0.636,0.010903618155864
1502,150,F1,0.636,0.010903618155864
1992,199,F1,0.636,0.010903618155864
153,15,Hostility,0.616,0.0162275485928507
503,50,Hostility,0.6133333333333333,0.0139443337755679
1003,100,Hostility,0.6133333333333333,0.0139443337755679
1503,150,Hostility,0.6133333333333333,0.0139443337755679
1993,199,Hostility,0.6133333333333333,0.0139443337755679
154,15,LSC,0.6406666666666667,0.0158815056660954
504,50,LSC,0.636,0.010903618155864
1004,100,LSC,0.636,0.010903618155864
1504,150,LSC,0.636,0.010903618155864
1994,199,LSC,0.636,0.010903618155864
155,15,N1,0.636,0.0089442719099991
505,50,N1,0.636,0.010903618155864
1005,100,N1,0.636,0.010903618155864
1505,150,N1,0.636,0.010903618155864
1995,199,N1,0.636,0.010903618155864
156,15,N2,0.6346666666666667,0.0170945085399441
506,50,N2,0.636,0.010903618155864
1006,100,N2,0.636,0.010903618155864
1506,150,N2,0.636,0.010903618155864
1996,199,N2,0.636,0.010903618155864
157,15,TD_U,0.6206666666666667,0.0103816076682649
507,50,TD_U,0.6273333333333333,0.0109036181558641
1007,100,TD_U,0.636,0.010903618155864
1507,150,TD_U,0.636,0.010903618155864
1997,199,TD_U,0.636,0.010903618155864
158,15,Uniform,0.6353333333333333,0.0109544511501033
508,50,Uniform,0.6353333333333333,0.0109544511501033
1008,100,Uniform,0.6353333333333333,0.0109544511501033
1508,150,Uniform,0.636,0.010903618155864
1998,199,Uniform,0.636,0.010903618155864
159,15,kDN,0.6326666666666667,0.0129957257930785
509,50,kDN,0.6366666666666667,0.0102740233382816
1009,100,kDN,0.6366666666666667,0.0102740233382816
1509,150,kDN,0.6366666666666667,0.0102740233382816
1999,199,kDN,0.636,0.010903618155864
