,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
150,15,CLD,0.948,0.0207632153365299,0.946,0.0190613046073277,0.948,0.0190904280843684,0.9473333333333332,0.0155277529318028
500,50,CLD,0.9493333333333333,0.0187675843470123,0.946,0.0199164923283862,0.9486666666666668,0.0210290803941166,0.948,0.0170945085399441
1000,100,CLD,0.9506666666666664,0.0186189867250252,0.9493333333333334,0.0184691935695934,0.9473333333333332,0.0204667752440116,0.9473333333333332,0.0165663648530522
1500,150,CLD,0.9506666666666664,0.0186189867250252,0.948,0.0184992492340155,0.9486666666666668,0.0187971629064956,0.9466666666666668,0.0161589328580544
1990,199,CLD,0.95,0.0188561808316412,0.9466666666666668,0.0185592145427667,0.9493333333333333,0.0192064803878505,0.9466666666666668,0.0161589328580544
151,15,DCP,0.9493333333333334,0.015165750888103,0.9453333333333334,0.0192353840616713,0.948,0.0140633487398193,0.9513333333333334,0.0138644228953903
501,50,DCP,0.9486666666666668,0.0126051136007927,0.9486666666666668,0.015018507101425,0.9466666666666668,0.0171593835683116,0.948,0.0162617478902006
1001,100,DCP,0.9466666666666668,0.0117851130197757,0.9486666666666668,0.0134577528254575,0.95,0.0154560308258261,0.9486666666666668,0.015018507101425
1501,150,DCP,0.9466666666666668,0.0110554159678513,0.95,0.0120185042515466,0.9506666666666664,0.0158815056660954,0.95,0.0161589328580544
1991,199,DCP,0.9453333333333334,0.0112051575426477,0.9493333333333334,0.0132077418374393,0.948,0.0153839743456191,0.9486666666666668,0.0146439217576591
152,15,F1,0.952,0.0140633487398193,0.944,0.0168983891408487,0.9466666666666668,0.0177951304200521,0.946,0.0147948940141147
502,50,F1,0.952,0.015018507101425,0.9513333333333334,0.0132497379429011,0.9466666666666668,0.0212132034355964,0.9486666666666668,0.0159164485150844
1002,100,F1,0.952,0.0164316767251549,0.954,0.0134164078649987,0.9486666666666668,0.0186488009742658,0.95,0.0169967317119759
1502,150,F1,0.952,0.0142594997574716,0.952,0.0138644228953903,0.95,0.0181046341520003,0.9513333333333334,0.015383974345619
1992,199,F1,0.9506666666666664,0.0170619785227596,0.9513333333333334,0.0138644228953902,0.9493333333333334,0.017224014243685,0.9506666666666664,0.0158815056660954
