,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8513333333333334,0.0024720661623651
500,50,CLD,0.8620000000000001,0.0076739096221475
1000,100,CLD,0.8640000000000001,0.0056025787713238
1500,150,CLD,0.8653333333333333,0.0069121471177759
1990,199,CLD,0.865,0.006454972243679
151,15,DCP,0.874,0.0086281194036965
501,50,DCP,0.8766666666666667,0.0067700320038633
1001,100,DCP,0.8813333333333333,0.0076739096221476
1501,150,DCP,0.8800000000000001,0.0058925565098878
1991,199,DCP,0.881,0.0049441323247303
152,15,F1,0.8796666666666667,0.0055777335102271
502,50,F1,0.8886666666666667,0.0024720661623652
1002,100,F1,0.8906666666666666,0.0040138648595974
1502,150,F1,0.8880000000000001,0.0032058973436119
1992,199,F1,0.8880000000000001,0.0043140597018482
153,15,Hostility,0.8720000000000001,0.0096752835157999
503,50,Hostility,0.8736666666666666,0.0112051575426477
1003,100,Hostility,0.8756666666666666,0.0120531231545097
1503,150,Hostility,0.8736666666666666,0.0112669625207703
1993,199,Hostility,0.8733333333333334,0.0095014618758261
154,15,LSC,0.8706666666666667,0.0082999330653258
504,50,LSC,0.8783333333333333,0.0133333333333332
1004,100,LSC,0.8786666666666667,0.0113284303119776
1504,150,LSC,0.8766666666666667,0.0077280154129131
1994,199,LSC,0.8766666666666667,0.008897565210026
155,15,N1,0.8753333333333334,0.0066038709187196
505,50,N1,0.881,0.0038369548110737
1005,100,N1,0.882,0.0069121471177758
1505,150,N1,0.8813333333333333,0.0063900965042269
1995,199,N1,0.884,0.0054772255750516
156,15,N2,0.8763333333333334,0.0082831824265261
506,50,N2,0.873,0.0096752835158
1006,100,N2,0.8719999999999999,0.0103682206766638
1506,150,N2,0.874,0.0098319208025017
1996,199,N2,0.874,0.0072264944628929
157,15,TD_U,0.873,0.0021730674684008
507,50,TD_U,0.8813333333333333,0.0051908038341325
1007,100,TD_U,0.8813333333333333,0.0027386127875258
1507,150,TD_U,0.882,0.0027386127875258
1997,199,TD_U,0.8826666666666666,0.0032489314482696
158,15,Uniform,0.882,0.0057008771254956
508,50,Uniform,0.883,0.0075828754440515
1008,100,Uniform,0.885,0.0048591265790377
1508,150,Uniform,0.8873333333333333,0.0041833001326703
1998,199,Uniform,0.8883333333333333,0.0040824829046386
159,15,kDN,0.8710000000000001,0.010381607668265
509,50,kDN,0.8789999999999999,0.0048016200969625
1009,100,kDN,0.8833333333333334,0.0087400737347513
1509,150,kDN,0.883,0.0061689185077739
1999,199,kDN,0.8826666666666666,0.0067288764127288
