,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_combo_extreme,accuracy_std_combo_extreme,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split4_extreme,accuracy_std_split4_extreme,accuracy_mean_split9,accuracy_std_split9,accuracy_mean_split9_extreme,accuracy_std_split9_extreme
1007,100,TD_U,0.6683208395802099,0.0757385172348014,0.6718140929535232,0.0309289665585091,0.7028785607196402,0.07461585133434,0.6925487256371814,0.0524701380199949,0.6890554722638681,0.0677258457910592,0.6873613193403298,0.0452230802437375,0.6994752623688156,0.0674669956648958,0.6873613193403298,0.0528042601315413
1507,150,TD_U,0.6855922038980509,0.072968636649317,0.6838980509745127,0.033085886159631,0.7063268365817091,0.073747320531309,0.6891004497751124,0.0367584961289982,0.6942428785607196,0.0653317682524896,0.6873613193403298,0.0531549436374913,0.704647676161919,0.0629607066622028,0.6856221889055473,0.0489666338626146
1997,199,TD_U,0.6907796101949025,0.0664714046432963,0.6856221889055473,0.0388063880084941,0.6960119940029985,0.0821659890096725,0.6856371814092953,0.0510634421382676,0.6873313343328336,0.0715491618582408,0.6925637181409295,0.0554560381877886,0.7080809595202399,0.0642596795141567,0.6856221889055473,0.0504615082225744
158,15,Uniform,0.6753223388305847,0.0468771864026343,0.6908095952023988,0.048448978159394,0.7028785607196402,0.0467561126420608,0.7063718140929536,0.0196027344835858,0.7236731634182909,0.0290809359845424,0.7045577211394303,0.0455655401591531,0.68904047976012,0.0421592497657229,0.6890554722638681,0.0387642122025751
508,50,Uniform,0.6994452773613193,0.031761850074831,0.6890704647676162,0.0404637371808987,0.7132833583208396,0.0225390118116299,0.7149775112443778,0.042660799935806,0.7063268365817091,0.0357345076672817,0.7011394302848576,0.038619428134108,0.6942728635682159,0.0460848995179758,0.6959970014992504,0.0426791778259849
1008,100,Uniform,0.7149475262368815,0.0442501976604287,0.706311844077961,0.03794164034456,0.7063268365817091,0.0246598545625445,0.7150074962518741,0.0324455412756982,0.6976611694152923,0.0444571788650289,0.7114842578710644,0.039760511427878,0.7028785607196402,0.0297590153081069,0.7046026986506746,0.0290424669535325
1508,150,Uniform,0.7046026986506747,0.035386501416026,0.7011244377811094,0.0347653581919164,0.7114842578710645,0.0347752328295935,0.714992503748126,0.0420764490817106,0.6959670164917541,0.0315184365063883,0.7045727136431784,0.0411026059505722,0.6959670164917541,0.0321024918794886,0.7045727136431784,0.0397234160254606
1998,199,Uniform,0.7132683658170914,0.0279241671039938,0.7011244377811094,0.0331233406379257,0.7045577211394303,0.0412872498398889,0.7080509745127437,0.034391852665571,0.7063268365817091,0.0335905114275061,0.7114842578710645,0.0415876285602824,0.7046176911544227,0.0230853280655704,0.6993853073463269,0.0433875455951066
159,15,kDN,0.7011394302848576,0.0361340490960886,0.6890554722638681,0.0473901577228251,0.6735082458770615,0.0736519926941435,0.68047976011994,0.052805297707088,0.6768965517241379,0.0639629611906814,0.6683358320839581,0.0558578569432507,0.6631934032983509,0.0592248968736392,0.6822038980509746,0.0511845977271459
509,50,kDN,0.7046176911544227,0.0665923239102063,0.6959670164917541,0.0516287552411459,0.6925187406296851,0.0544535083730124,0.7097901049475263,0.0547720249104735,0.6977061469265367,0.0603555960853812,0.69071964017991,0.0777287835249644,0.6873313343328336,0.0577554464918904,0.7028785607196402,0.0675592728911626
1009,100,kDN,0.7011394302848576,0.0633893847095287,0.6994602698650675,0.0605951859102714,0.7046176911544227,0.0592079722429917,0.7132383808095952,0.0786951437581599,0.7080509745127437,0.0675587946215856,0.68904047976012,0.0672837653200836,0.6839130434782609,0.0452509367672081,0.6977061469265367,0.0662265874111723
1509,150,kDN,0.7045877061469266,0.0681726595792478,0.6977211394302849,0.0626662131970647,0.7080659670164917,0.078649555075336,0.7046176911544227,0.0779069700773902,0.7114992503748125,0.0695459611525155,0.6942428785607196,0.0656155323689628,0.6977061469265367,0.0524499999738048,0.6977211394302849,0.0590013265586053
1999,199,kDN,0.7097901049475263,0.0652943461948818,0.6976911544227886,0.0643390332839893,0.7098200899550224,0.0673471587284961,0.7046026986506747,0.0738313949133864,0.7114992503748125,0.0729362502359243,0.6977211394302849,0.0683389872456999,0.6976911544227886,0.0556694093922966,0.697736131934033,0.0622698622519047
