,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.653,0.0302282980003836
500,50,CLD,0.6645,0.0105178419839813
1000,100,CLD,0.662,0.0097467943448089
1500,150,CLD,0.6595,0.0103682206766638
1990,199,CLD,0.6575,0.0110397010829098
151,15,DCP,0.662,0.008177713616898
501,50,DCP,0.6565,0.009778803607804
1001,100,DCP,0.6559999999999999,0.0092870878105033
1501,150,DCP,0.657,0.0102164083708512
1991,199,DCP,0.656,0.0094538352005945
152,15,F1,0.6505,0.0102164083708512
502,50,F1,0.6519999999999999,0.0102164083708512
1002,100,F1,0.6519999999999999,0.0102164083708512
1502,150,F1,0.6519999999999999,0.0102164083708512
1992,199,F1,0.6519999999999999,0.0102164083708512
153,15,Hostility,0.6255,0.0156524758424985
503,50,Hostility,0.6255,0.0156524758424985
1003,100,Hostility,0.6255,0.0156524758424985
1503,150,Hostility,0.6255,0.0156524758424985
1993,199,Hostility,0.629,0.0146415504643463
154,15,LSC,0.655,0.0131101106021269
504,50,LSC,0.6555,0.008177713616898
1004,100,LSC,0.6535,0.0112638803260688
1504,150,LSC,0.6535,0.0112638803260688
1994,199,LSC,0.6535,0.0112638803260688
155,15,N1,0.6519999999999999,0.0102164083708512
505,50,N1,0.6519999999999999,0.0102164083708512
1005,100,N1,0.6519999999999999,0.0102164083708512
1505,150,N1,0.6519999999999999,0.0102164083708512
1995,199,N1,0.6519999999999999,0.0102164083708512
156,15,N2,0.648,0.0124247736397891
506,50,N2,0.6515,0.0100933146190931
1006,100,N2,0.6515,0.0100933146190931
1506,150,N2,0.6515,0.0100933146190931
1996,199,N2,0.6519999999999999,0.0094207218407083
157,15,TD_U,0.6365000000000001,0.0332415402771893
507,50,TD_U,0.6315,0.0267861904719578
1007,100,TD_U,0.6465,0.0337083075813663
1507,150,TD_U,0.647,0.0340679468122163
1997,199,TD_U,0.647,0.0340679468122163
158,15,Uniform,0.6519999999999999,0.0102164083708512
508,50,Uniform,0.6519999999999999,0.0102164083708512
1008,100,Uniform,0.6519999999999999,0.0102164083708512
1508,150,Uniform,0.6519999999999999,0.0102164083708512
1998,199,Uniform,0.6519999999999999,0.0102164083708512
159,15,kDN,0.6519999999999999,0.0102164083708512
509,50,kDN,0.6519999999999999,0.0102164083708512
1009,100,kDN,0.6519999999999999,0.0102164083708512
1509,150,kDN,0.6519999999999999,0.0102164083708512
1999,199,kDN,0.6519999999999999,0.0102164083708512
