,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
150,15,CLD,0.9173333333333332,0.0212655172103154,0.9146666666666666,0.0190904280843684,0.916,0.0129957257930786,0.9106666666666668,0.0197765292989217
500,50,CLD,0.914,0.0250998007960222,0.914,0.0134164078649987,0.9126666666666668,0.0151657508881031,0.9126666666666668,0.0158815056660954
1000,100,CLD,0.9173333333333332,0.0187675843470123,0.9153333333333332,0.0146439217576592,0.914,0.0144144988736264,0.9086666666666666,0.0150185071014251
1500,150,CLD,0.9193333333333332,0.0196355686333642,0.916,0.0160554594383897,0.9173333333333332,0.0123378370155478,0.908,0.016766368453279
1990,199,CLD,0.9173333333333332,0.020869967789998,0.9166666666666666,0.0133333333333333,0.918,0.0121563883525402,0.9086666666666666,0.0153839743456191
151,15,DCP,0.9206666666666669,0.0187675843470123,0.9126666666666668,0.020869967789998,0.918,0.0211607603308052,0.9153333333333332,0.0189443629845104
501,50,DCP,0.92,0.0174801474695025,0.916,0.0151657508881031,0.92,0.015986105077709,0.9166666666666666,0.0164991582276861
1001,100,DCP,0.922,0.0180431581369658,0.92,0.0158113883008418,0.9186666666666669,0.0148323969741913,0.9173333333333332,0.0142204860051343
1501,150,DCP,0.9213333333333332,0.0177325814376938,0.918,0.0157409586041568,0.9186666666666669,0.0144529889257858,0.918,0.0138644228953902
1991,199,DCP,0.9206666666666669,0.017224014243685,0.9166666666666666,0.0156347191994114,0.9186666666666669,0.0146439217576592,0.918,0.0126051136007926
152,15,F1,0.9166666666666666,0.0133333333333333,0.9153333333333332,0.0130384048104052,0.91,0.0152752523165194,0.9153333333333332,0.0086922698736035
502,50,F1,0.9133333333333332,0.0149071198499986,0.9153333333333332,0.0114503760248784,0.9146666666666666,0.0140633487398193,0.916,0.0129957257930786
1002,100,F1,0.9146666666666666,0.0134577528254575,0.918,0.0138644228953902,0.9173333333333332,0.0183181755520454,0.9153333333333332,0.0128235893744475
1502,150,F1,0.916,0.0125609624542778,0.9193333333333332,0.0129957257930786,0.9193333333333332,0.0158815056660954,0.9186666666666669,0.0114503760248784
1992,199,F1,0.918,0.0142594997574716,0.9193333333333332,0.0129957257930785,0.918,0.0181964587519415,0.9166666666666666,0.0131233464566863
153,15,Hostility,0.9193333333333332,0.0204667752440116,0.9153333333333332,0.0180431581369658,0.9173333333333332,0.0196355686333642,0.9166666666666666,0.0147196014438798
503,50,Hostility,0.92,0.0234520787991171,0.9186666666666669,0.0212916258968951,0.92,0.0185592145427667,0.9206666666666669,0.0175435964892543
1003,100,Hostility,0.9206666666666669,0.0224103150852955,0.9213333333333332,0.0216794833886788,0.9186666666666669,0.017256238807393,0.9186666666666669,0.0142594997574716
1503,150,Hostility,0.9193333333333332,0.0243127767050806,0.9226666666666666,0.0196355686333641,0.918,0.0157409586041567,0.9186666666666669,0.0190904280843684
1993,199,Hostility,0.9193333333333332,0.0243127767050806,0.9213333333333332,0.0196638416050034,0.918,0.0152023390013218,0.916,0.0165663648530522
154,15,LSC,0.9153333333333332,0.0181964587519415,0.9146666666666666,0.0180431581369657,0.9186666666666669,0.0162617478902006,0.9146666666666666,0.0109544511501033
504,50,LSC,0.918,0.0208965706915433,0.9186666666666669,0.0177325814376938,0.914,0.0163978318349984,0.9186666666666669,0.010434983894999
1004,100,LSC,0.92,0.0185592145427668,0.92,0.0169967317119759,0.9153333333333332,0.0132497379429012,0.9173333333333332,0.010903618155864
1504,150,LSC,0.9193333333333332,0.018165902124585,0.9186666666666669,0.0170945085399441,0.916,0.0121106014163899,0.916,0.0129957257930786
1994,199,LSC,0.9193333333333332,0.0189150146121481,0.918,0.0150185071014251,0.916,0.0140237893119751,0.9153333333333332,0.0130384048104052
155,15,N1,0.9186666666666669,0.0186488009742658,0.916,0.0155277529318028,0.916,0.0167332005306814,0.9173333333333332,0.0180123414481416
505,50,N1,0.9166666666666666,0.0201384099559909,0.9146666666666666,0.0189443629845104,0.9153333333333332,0.0175752351019521,0.918,0.017575235101952
1005,100,N1,0.9153333333333332,0.0211607603308051,0.9173333333333332,0.0178574603146385,0.916,0.0184691935695934,0.9173333333333332,0.0160554594383897
1505,150,N1,0.9166666666666666,0.019436506316151,0.9173333333333332,0.0184691935695934,0.918,0.0170945085399441,0.9166666666666666,0.0169967317119759
1995,199,N1,0.9173333333333332,0.0184691935695934,0.9173333333333332,0.0165663648530522,0.9173333333333332,0.0147948940141147,0.9173333333333332,0.0160554594383897
156,15,N2,0.9173333333333332,0.0162275485928507,0.918,0.0169312334656003,0.9153333333333332,0.0160900245148629,0.9133333333333332,0.0185592145427667
506,50,N2,0.9186666666666669,0.0193792558049981,0.9166666666666666,0.0198606254796883,0.9173333333333332,0.0147948940141147,0.9133333333333332,0.0143372087784043
1006,100,N2,0.9213333333333332,0.0198046010366839,0.9166666666666666,0.0206827894099847,0.9173333333333332,0.0147948940141147,0.9133333333333332,0.0117851130197757
1506,150,N2,0.922,0.0203579086461366,0.9166666666666666,0.0168325082306034,0.9173333333333332,0.0132077418374393,0.9133333333333332,0.0122474487139158
1996,199,N2,0.92,0.0201384099559909,0.9173333333333332,0.0175435964892543,0.916,0.0147948940141147,0.914,0.0114017542509914
157,15,TD_U,0.914,0.0160554594383897,0.9233333333333336,0.0190029237516523,0.9146666666666666,0.0200831604418561,0.9166666666666666,0.0181046341520003
507,50,TD_U,0.9166666666666666,0.0171593835683117,0.922,0.0162617478902006,0.9206666666666669,0.0165663648530522,0.9166666666666666,0.0181046341520003
1007,100,TD_U,0.918,0.0189443629845104,0.9213333333333332,0.0170945085399441,0.92,0.0171593835683116,0.9193333333333332,0.0165663648530522
1507,150,TD_U,0.9186666666666669,0.0146439217576591,0.9193333333333332,0.0180123414481417,0.92,0.0187082869338696,0.9193333333333332,0.0180123414481417
1997,199,TD_U,0.9173333333333332,0.0147948940141147,0.9186666666666669,0.0160900245148629,0.9193333333333332,0.0180123414481417,0.92,0.0171593835683116
