,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8876666666666667,0.0083831842266395
500,50,CLD,0.8903333333333332,0.0078528126595931
1000,100,CLD,0.893,0.0100967541539072
1500,150,CLD,0.8906666666666666,0.0082999330653258
1990,199,CLD,0.891,0.0096176920308356
151,15,DCP,0.8906666666666666,0.0064117946872237
501,50,DCP,0.8896666666666666,0.0078528126595931
1001,100,DCP,0.8893333333333333,0.0074161984870956
1501,150,DCP,0.8903333333333334,0.0087717982446271
1991,199,DCP,0.8906666666666666,0.0086281194036965
152,15,F1,0.8836666666666666,0.0083666002653407
502,50,F1,0.8863333333333333,0.005451809077932
1002,100,F1,0.8853333333333333,0.0046248123085038
1502,150,F1,0.8870000000000001,0.005451809077932
1992,199,F1,0.8873333333333333,0.0059628479399994
153,15,Hostility,0.8913333333333334,0.0043140597018482
503,50,Hostility,0.8946666666666667,0.0051908038341324
1003,100,Hostility,0.8936666666666667,0.0050552502960343
1503,150,Hostility,0.8926666666666666,0.0060781941762701
1993,199,Hostility,0.8936666666666667,0.0051908038341324
154,15,LSC,0.8893333333333334,0.0045030853620354
504,50,LSC,0.891,0.0066248689714506
1004,100,LSC,0.8923333333333334,0.0076011695006608
1504,150,LSC,0.8936666666666667,0.0073974470070573
1994,199,LSC,0.893,0.0067082039324993
155,15,N1,0.8886666666666667,0.0046248123085038
505,50,N1,0.8939999999999999,0.0060781941762701
1005,100,N1,0.893,0.0086922698736034
1505,150,N1,0.8936666666666667,0.0091590877760227
1995,199,N1,0.893,0.008283182426526
156,15,N2,0.8866666666666667,0.0074535599249992
506,50,N2,0.8863333333333333,0.0046248123085038
1006,100,N2,0.891,0.0066248689714505
1506,150,N2,0.89,0.0069721668877839
1996,199,N2,0.8923333333333334,0.0076919871728095
157,15,TD_U,0.8873333333333333,0.0065192024052026
507,50,TD_U,0.8876666666666667,0.0074161984870956
1007,100,TD_U,0.8859999999999999,0.0049441323247304
1507,150,TD_U,0.8873333333333333,0.0038369548110737
1997,199,TD_U,0.8896666666666666,0.0029814239699996
158,15,Uniform,0.8790000000000001,0.0048016200969626
508,50,Uniform,0.8826666666666666,0.0092496246170077
1008,100,Uniform,0.8866666666666667,0.0080794664290272
1508,150,Uniform,0.8866666666666667,0.0031180478223116
1998,199,Uniform,0.889,0.0049441323247304
159,15,kDN,0.89,0.0107367489389376
509,50,kDN,0.8923333333333334,0.0048016200969626
1009,100,kDN,0.8943333333333333,0.0048016200969626
1509,150,kDN,0.8946666666666667,0.0062804812271389
1999,199,kDN,0.8943333333333333,0.0064117946872238
