,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.5549999999999999,0.0220794021658195
500,50,CLD,0.5529999999999999,0.0347491007077881
1000,100,CLD,0.552,0.0340220516724079
1500,150,CLD,0.561,0.036297382825763
1990,199,CLD,0.5549999999999999,0.0358817502360183
151,15,DCP,0.612,0.0286356421265527
501,50,DCP,0.614,0.0258360213655276
1001,100,DCP,0.628,0.0356370593624109
1501,150,DCP,0.627,0.0284165444767656
1991,199,DCP,0.623,0.0275227178890457
152,15,F1,0.644,0.0194935886896179
502,50,F1,0.645,0.0346410161513775
1002,100,F1,0.645,0.0312249899919919
1502,150,F1,0.649,0.0311046620299915
1992,199,F1,0.655,0.0316227766016837
153,15,Hostility,0.585,0.029580398915498
503,50,Hostility,0.586,0.0194935886896179
1003,100,Hostility,0.5900000000000001,0.0308220700148448
1503,150,Hostility,0.592,0.0311448230047948
1993,199,Hostility,0.589,0.0352491134640291
154,15,LSC,0.626,0.0267861904719577
504,50,LSC,0.643,0.042807709586008
1004,100,LSC,0.634,0.0307001628660175
1504,150,LSC,0.64,0.0322102468168128
1994,199,LSC,0.635,0.0310241841149771
155,15,N1,0.635,0.0237170824512628
505,50,N1,0.648,0.0301247406627841
1005,100,N1,0.642,0.0292831009286926
1505,150,N1,0.65,0.0325960120260132
1995,199,N1,0.6519999999999999,0.0332791225845874
156,15,N2,0.628,0.0225277606521376
506,50,N2,0.631,0.0326726185054091
1006,100,N2,0.637,0.0284165444767656
1506,150,N2,0.636,0.0309030742807249
1996,199,N2,0.638,0.0385032466163569
157,15,TD_U,0.64,0.0242383992870816
507,50,TD_U,0.652,0.018907670401189
1007,100,TD_U,0.656,0.0171026313764871
1507,150,TD_U,0.655,0.0183711730708738
1997,199,TD_U,0.656,0.0108397416943394
158,15,Uniform,0.661,0.032672618505409
508,50,Uniform,0.663,0.0336526373409276
1008,100,Uniform,0.6599999999999999,0.0444409720865779
1508,150,Uniform,0.664,0.0405277682583188
1998,199,Uniform,0.664,0.0433589667773575
159,15,kDN,0.636,0.0232916293977042
509,50,kDN,0.627,0.0342052627529741
1009,100,kDN,0.626,0.0457438520459307
1509,150,kDN,0.625,0.0382426463519459
1999,199,kDN,0.623,0.0338378486313772
