,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9043333333333332,0.0084656167328001
500,50,CLD,0.907,0.0121563883525403
1000,100,CLD,0.9066666666666666,0.0114867072934085
1500,150,CLD,0.907,0.0108908728351363
1990,199,CLD,0.9063333333333332,0.0124944432093275
151,15,DCP,0.906,0.0102469507659595
501,50,DCP,0.907,0.0086922698736035
1001,100,DCP,0.9053333333333332,0.0093837921735061
1501,150,DCP,0.9063333333333332,0.0106327586051576
1991,199,DCP,0.9066666666666666,0.0109924216318941
152,15,F1,0.892,0.0086922698736035
502,50,F1,0.8939999999999999,0.0065192024052026
1002,100,F1,0.8973333333333333,0.0098319208025017
1502,150,F1,0.8973333333333333,0.0094721814922551
1992,199,F1,0.8960000000000001,0.0081308739451002
153,15,Hostility,0.9003333333333334,0.0068109389139008
503,50,Hostility,0.9046666666666668,0.0096752835157999
1003,100,Hostility,0.9033333333333332,0.0117260393995585
1503,150,Hostility,0.9046666666666668,0.0096752835158
1993,199,Hostility,0.906,0.0081308739451003
154,15,LSC,0.898,0.0047726070210921
504,50,LSC,0.8986666666666666,0.0074907350180813
1004,100,LSC,0.9013333333333332,0.0086120071218425
1504,150,LSC,0.9016666666666666,0.0073598007219398
1994,199,LSC,0.9026666666666668,0.0084656167328002
155,15,N1,0.9036666666666668,0.0077638764659013
505,50,N1,0.9043333333333332,0.0117615191762515
1005,100,N1,0.9046666666666668,0.0102333876220058
1505,150,N1,0.9043333333333332,0.0097610336428975
1995,199,N1,0.9053333333333332,0.009457507306074
156,15,N2,0.902,0.0058214163988576
506,50,N2,0.9026666666666668,0.0069322114476951
1006,100,N2,0.904,0.0082158383625775
1506,150,N2,0.9036666666666668,0.0079407528330477
1996,199,N2,0.9043333333333332,0.0092496246170077
157,15,TD_U,0.8926666666666666,0.0099023005183419
507,50,TD_U,0.898,0.0105013226680155
1007,100,TD_U,0.8983333333333332,0.0080794664290272
1507,150,TD_U,0.8976666666666666,0.0082999330653258
1997,199,TD_U,0.8993333333333332,0.0081308739451003
158,15,Uniform,0.8933333333333333,0.0121335164821341
508,50,Uniform,0.8973333333333333,0.0090215790684829
1008,100,Uniform,0.8943333333333333,0.0081308739451003
1508,150,Uniform,0.8976666666666666,0.0101105005920686
1998,199,Uniform,0.8966666666666667,0.0103413947049923
159,15,kDN,0.9003333333333334,0.0143081173542231
509,50,kDN,0.9036666666666668,0.013560563737872
1009,100,kDN,0.9016666666666666,0.0110554159678513
1509,150,kDN,0.903,0.0105013226680155
1999,199,kDN,0.903,0.0117497044880096
