,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.686,0.0155724115023973
500,50,CLD,0.6910000000000001,0.0119373363863132
1000,100,CLD,0.689,0.0089442719099991
1500,150,CLD,0.689,0.0108397416943393
1990,199,CLD,0.689,0.0119373363863132
151,15,DCP,0.694,0.0290258505473999
501,50,DCP,0.6990000000000001,0.0272488531868774
1001,100,DCP,0.71,0.0237170824512628
1501,150,DCP,0.7030000000000001,0.0256417628099161
1991,199,DCP,0.705,0.0257390753524674
152,15,F1,0.67,0.0344601218802255
502,50,F1,0.654,0.0395916657896582
1002,100,F1,0.6599999999999999,0.0344601218802255
1502,150,F1,0.667,0.0371819848851563
1992,199,F1,0.669,0.0338008875623111
153,15,Hostility,0.6900000000000001,0.013693063937629
503,50,Hostility,0.694,0.0134164078649987
1003,100,Hostility,0.6910000000000001,0.0216217483104396
1503,150,Hostility,0.694,0.0155724115023974
1993,199,Hostility,0.6950000000000001,0.0176776695296636
154,15,LSC,0.67,0.03372684390808
504,50,LSC,0.6759999999999999,0.0307001628660174
1004,100,LSC,0.677,0.0325192250830181
1504,150,LSC,0.678,0.0313448560373149
1994,199,LSC,0.6759999999999999,0.0307001628660174
155,15,N1,0.681,0.032672618505409
505,50,N1,0.687,0.0270647372054487
1005,100,N1,0.683,0.0219658826364887
1505,150,N1,0.679,0.0227486263321546
1995,199,N1,0.678,0.0243926218353009
156,15,N2,0.693,0.0294957624075052
506,50,N2,0.689,0.0348926926447357
1006,100,N2,0.683,0.0279732014613987
1506,150,N2,0.675,0.0291547594742265
1996,199,N2,0.6769999999999999,0.0284165444767655
157,15,TD_U,0.654,0.0356019662378357
507,50,TD_U,0.663,0.0303315017762061
1007,100,TD_U,0.661,0.0426321474945844
1507,150,TD_U,0.653,0.0371819848851564
1997,199,TD_U,0.659,0.0345325932996639
158,15,Uniform,0.657,0.0317411404962077
508,50,Uniform,0.663,0.042661458015403
1008,100,Uniform,0.664,0.0330529877620768
1508,150,Uniform,0.662,0.0309434968935315
1998,199,Uniform,0.663,0.0330907842155486
159,15,kDN,0.678,0.0201866292381863
509,50,kDN,0.696,0.0185067555233216
1009,100,kDN,0.6890000000000001,0.0155724115023974
1509,150,kDN,0.6900000000000001,0.0145773797371131
1999,199,kDN,0.688,0.0144048602908878
