,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
475,15,N1,Data10_,0.013666666666666827,0.0010000000000000009,0.013666666666666827,0.012333333333333196,0.012666666666666826,0.013666666666666827,0.013000000000000012,0.009666666666666601,0.011666666666666603,0.010000000000000009,0.010666666666666602,0.01100000000000001,0.014000000000000012,0.014000000000000012,0.0086666666666666,0.006000000000000116
476,50,N1,Data10_,0.011666666666666603,0.002666666666666484,0.011999999999999789,0.012333333333333418,0.011999999999999789,0.013666666666666605,0.011666666666666603,0.009999999999999787,0.009666666666666601,0.010666666666666602,0.010666666666666602,0.009999999999999787,0.007333333333333192,0.010666666666666602,0.0086666666666666,0.009666666666666601
477,100,N1,Data10_,0.01100000000000001,-0.00033333333333340764,0.011666666666666825,0.010333333333333194,0.009000000000000008,0.013666666666666605,0.011333333333333195,0.010000000000000009,0.008666666666666822,0.010666666666666824,0.008666666666666822,0.008000000000000007,0.006666666666666599,0.010666666666666824,0.009666666666666823,0.011333333333333195
478,150,N1,Data10_,0.01100000000000001,0.0,0.011333333333333195,0.011666666666666825,0.011333333333333195,0.01433333333333342,0.010000000000000009,0.010666666666666824,0.009666666666666823,0.01100000000000001,0.009333333333333194,0.009666666666666823,0.009000000000000008,0.011333333333333195,0.0086666666666666,0.012333333333333196
479,199,N1,Data10_,0.009999999999999898,-0.0019999999999998908,0.010999999999999899,0.009333333333333527,0.010333333333333528,0.0119999999999999,0.008666666666666711,0.009999999999999898,0.008666666666666711,0.010666666666666713,0.008999999999999897,0.008333333333333526,0.007333333333333303,0.009999999999999898,0.008999999999999897,0.010333333333333528
0,average,N1,Data10_,0.011466666666666736,0.0002666666666666373,0.01193333333333324,0.011200000000000099,0.011066666666666558,0.013466666666666627,0.01093333333333324,0.010066666666666557,0.009666666666666601,0.010600000000000054,0.009666666666666601,0.009399999999999964,0.008866666666666578,0.011333333333333195,0.008933333333333238,0.009933333333333239
525,15,N1,Data11_,0.015750000000000042,-0.010500000000000065,0.011499999999999955,0.014249999999999985,0.010499999999999954,0.011499999999999955,0.010999999999999899,0.012499999999999956,0.010999999999999899,0.008999999999999897,0.002749999999999919,0.008750000000000036,0.010499999999999954,0.013249999999999984,0.004249999999999976,0.0044999999999999485
526,50,N1,Data11_,0.016750000000000043,-0.006000000000000005,0.01100000000000012,0.017750000000000044,0.012500000000000067,0.012250000000000094,0.009750000000000036,0.0119999999999999,0.0119999999999999,0.010500000000000065,0.004749999999999921,0.007499999999999951,0.00649999999999995,0.0045000000000000595,0.006000000000000116,0.006249999999999978
527,100,N1,Data11_,0.01375000000000004,-0.004749999999999921,0.01100000000000012,0.014249999999999985,0.014000000000000012,0.010749999999999926,0.007500000000000062,0.010749999999999926,0.013000000000000012,0.008500000000000063,0.006750000000000034,0.008500000000000063,0.009250000000000091,0.005500000000000171,0.007750000000000035,0.006000000000000005
528,150,N1,Data11_,0.015750000000000042,-0.0034999999999999476,0.011500000000000066,0.017249999999999988,0.015000000000000013,0.013250000000000095,0.011750000000000038,0.012250000000000094,0.009500000000000064,0.00924999999999998,0.008750000000000036,0.010500000000000065,0.011250000000000093,0.006249999999999978,0.009000000000000008,0.007249999999999979
529,199,N1,Data11_,0.01375000000000004,-0.005499999999999949,0.010500000000000065,0.015499999999999958,0.012000000000000122,0.009000000000000008,0.008000000000000007,0.009250000000000091,0.007500000000000062,0.007750000000000035,0.007000000000000006,0.009500000000000064,0.009500000000000064,0.003250000000000086,0.005750000000000033,0.004750000000000143
1,average,N1,Data11_,0.015149999999999997,-0.00605,0.011099999999999999,0.015800000000000147,0.012800000000000034,0.011349999999999971,0.009599999999999942,0.011349999999999971,0.010599999999999943,0.009000000000000008,0.006000000000000005,0.008950000000000125,0.009400000000000075,0.006549999999999945,0.006549999999999945,0.005750000000000033
575,15,N1,Data12_,-0.016333333333333422,0.0003333333333331856,-0.006333333333333635,-0.006333333333333635,-0.006333333333333635,-0.006000000000000005,-0.00566666666666682,-0.004333333333333633,-0.008333333333333415,-0.0033333333333334103,-0.0030000000000000027,-0.0040000000000000036,-0.007000000000000006,-0.008666666666666822,-0.004333333333333633,-0.003666666666666818
576,50,N1,Data12_,-0.014666666666666384,-0.002666666666666595,-0.00533333333333319,-0.009333333333333194,-0.0066666666666663765,-0.006333333333333191,-0.004333333333333189,-0.004999999999999782,-0.005666666666666376,-0.007000000000000006,-0.003666666666666596,-0.004666666666666375,-0.007666666666666377,-0.007000000000000006,-0.0039999999999997815,-0.003666666666666596
577,100,N1,Data12_,-0.015000000000000013,-0.0010000000000000009,-0.004333333333333189,-0.008000000000000007,-0.006666666666666821,-0.00533333333333319,-0.002666666666666595,-0.0040000000000000036,-0.0033333333333331883,-0.004333333333333189,-0.0020000000000000018,-0.0016666666666665941,-0.006000000000000005,-0.007000000000000006,-0.0016666666666665941,-0.0020000000000000018
578,150,N1,Data12_,-0.015000000000000235,-0.00033333333333340764,-0.005666666666666598,-0.008000000000000007,-0.007333333333333414,-0.0050000000000002265,-0.0050000000000002265,-0.003666666666666596,-0.004333333333333411,-0.005666666666666598,-0.002666666666666817,-0.0016666666666665941,-0.006000000000000227,-0.006333333333333413,-0.002666666666666817,-0.0013333333333334085
579,199,N1,Data12_,-0.014000000000000234,-0.0006666666666665932,-0.006666666666666599,-0.007333333333333414,-0.007000000000000228,-0.006000000000000227,-0.004666666666666597,-0.0033333333333334103,-0.004333333333333411,-0.005333333333333412,-0.0023333333333334094,-0.002666666666666817,-0.006333333333333413,-0.006333333333333413,-0.002666666666666817,-0.0010000000000000009
2,average,N1,Data12_,-0.015000000000000124,-0.0008666666666666822,-0.005666666666666709,-0.00780000000000014,-0.006800000000000139,-0.005733333333333479,-0.004466666666666619,-0.004066666666666663,-0.005199999999999982,-0.005133333333333434,-0.0027333333333333654,-0.0029333333333334544,-0.006600000000000161,-0.0070666666666667766,-0.003066666666666773,-0.0023333333333334094
625,15,N1,Data13_,0.015666666666666607,0.002666666666666595,0.015333333333333199,0.01766666666666661,0.017333333333333423,0.013999999999999901,0.012666666666666715,0.013666666666666716,0.014666666666666606,0.013333333333333308,0.0163333333333332,0.0129999999999999,0.013666666666666716,0.011666666666666492,0.0119999999999999,0.013333333333333308
626,50,N1,Data13_,0.012666666666666715,-0.0020000000000000018,0.014666666666666606,0.011333333333333306,0.01333333333333342,0.012666666666666715,0.007333333333333414,0.009333333333333416,0.010333333333333306,0.010666666666666713,0.007333333333333414,0.009000000000000008,0.012666666666666715,0.012000000000000122,0.010666666666666713,0.008000000000000007
627,100,N1,Data13_,0.00966666666666649,-0.005666666666666709,0.012333333333333307,0.010999999999999899,0.012333333333333307,0.013333333333333197,0.00966666666666649,0.009999999999999898,0.008333333333333193,0.010666666666666491,0.0076666666666665995,0.008000000000000007,0.012333333333333307,0.010666666666666491,0.008000000000000007,0.010333333333333306
628,150,N1,Data13_,0.01000000000000012,-0.005333333333333301,0.011666666666666714,0.010666666666666713,0.011333333333333528,0.012000000000000122,0.01000000000000012,0.009666666666666712,0.010333333333333306,0.011666666666666714,0.008666666666666711,0.010666666666666713,0.012000000000000122,0.011333333333333528,0.0076666666666668215,0.009333333333333305
629,199,N1,Data13_,0.006666666666666821,-0.006333333333333191,0.008333333333333415,0.008333333333333415,0.00900000000000023,0.009333333333333416,0.009333333333333416,0.009000000000000008,0.0076666666666668215,0.009333333333333416,0.004666666666666708,0.007333333333333414,0.009666666666666823,0.008666666666666822,0.006000000000000116,0.007000000000000006
3,average,N1,Data13_,0.01093333333333335,-0.0033333333333332993,0.012466666666666626,0.011800000000000033,0.012666666666666826,0.012266666666666759,0.009800000000000031,0.010333333333333306,0.010266666666666757,0.01113333333333344,0.00893333333333346,0.009600000000000053,0.012066666666666892,0.010866666666666802,0.0088666666666668,0.009600000000000053
