,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
455,15,DCP,Data10_,0.014666666666666828,-0.011666666666666714,0.016000000000000014,0.013666666666666827,0.006333333333333302,0.009666666666666601,0.012333333333333196,0.012333333333333196,0.011333333333333195,0.0076666666666665995,0.005666666666666709,0.008000000000000007,0.007000000000000006,0.005333333333333301,0.009000000000000008,0.010666666666666713
456,50,DCP,Data10_,0.014333333333333198,-0.007000000000000117,0.014666666666666606,0.01299999999999979,0.011666666666666603,0.006999999999999784,0.012333333333333418,0.008999999999999786,0.011999999999999789,0.006333333333333191,0.0043333333333333,0.007000000000000006,0.009333333333333194,0.0043333333333333,0.0076666666666665995,0.0086666666666666
457,100,DCP,Data10_,0.014666666666666606,-0.013333333333333308,0.012333333333333196,0.013333333333333197,0.010333333333333194,0.007333333333333414,0.010000000000000009,0.009333333333333194,0.011666666666666825,0.006333333333333413,0.006333333333333191,0.007000000000000006,0.008000000000000007,0.0030000000000001137,0.010000000000000009,0.0076666666666665995
458,150,DCP,Data10_,0.013000000000000012,-0.014000000000000123,0.013333333333333197,0.012666666666666604,0.010000000000000009,0.008000000000000007,0.009666666666666823,0.009666666666666823,0.010666666666666824,0.005666666666666598,0.007000000000000006,0.007000000000000006,0.0086666666666666,0.0009999999999998899,0.008333333333333193,0.006666666666666599
459,199,DCP,Data10_,0.013000000000000123,-0.015000000000000013,0.012333333333333307,0.011333333333333306,0.009333333333333527,0.006999999999999895,0.007999999999999896,0.008999999999999897,0.008999999999999897,0.0043333333333333,0.005333333333333301,0.006999999999999895,0.006000000000000116,0.00033333333333340764,0.0076666666666667105,0.005666666666666709
0,average,DCP,Data10_,0.013933333333333353,-0.0122000000000001,0.013733333333333264,0.012799999999999923,0.009533333333333283,0.007800000000000029,0.010466666666666735,0.009866666666666468,0.01093333333333324,0.006066666666666665,0.005733333333333257,0.007199999999999984,0.007800000000000029,0.0027999999999999137,0.008533333333333282,0.007866666666666577
505,15,DCP,Data11_,0.013249999999999984,-0.013000000000000123,0.00924999999999987,0.011499999999999955,0.009749999999999925,0.0039999999999998925,0.014000000000000012,0.016249999999999876,0.008499999999999841,0.006000000000000005,0.005249999999999977,0.0024999999999999467,0.006000000000000005,0.0,0.011249999999999871,0.005749999999999922
506,50,DCP,Data11_,0.00824999999999998,-0.013000000000000012,0.013000000000000123,0.007000000000000006,0.010500000000000065,0.0030000000000000027,0.011500000000000066,0.006000000000000116,0.008000000000000007,0.003750000000000031,0.008750000000000036,0.007500000000000173,0.00649999999999995,0.0,0.007000000000000006,0.0045000000000000595
507,100,DCP,Data11_,0.007750000000000035,-0.0129999999999999,0.01000000000000012,0.0050000000000000044,0.009250000000000091,0.0002500000000000835,0.008750000000000036,0.00725000000000009,0.006750000000000034,-0.0022499999999999742,0.005750000000000033,0.008750000000000036,0.006249999999999978,-0.0012499999999999734,0.005249999999999977,0.004000000000000115
508,150,DCP,Data11_,0.010750000000000037,-0.010500000000000065,0.011750000000000038,0.005749999999999922,0.01100000000000001,0.0012499999999999734,0.011500000000000066,0.007750000000000035,0.00824999999999998,0.0,0.010250000000000092,0.009750000000000036,0.008000000000000007,-0.0012500000000000844,0.005250000000000088,0.0050000000000001155
509,199,DCP,Data11_,0.007750000000000035,-0.012249999999999872,0.009999999999999898,0.006249999999999978,0.008750000000000036,-0.0012499999999999734,0.012499999999999956,0.004249999999999976,0.006500000000000061,-0.0014999999999999458,0.006500000000000061,0.007249999999999979,0.006000000000000005,-0.004749999999999921,0.0030000000000001137,0.0012500000000000844
1,average,DCP,Data11_,0.009550000000000058,-0.012349999999999972,0.010800000000000032,0.007099999999999995,0.009850000000000136,0.0014499999999999513,0.01165000000000005,0.008299999999999974,0.007600000000000051,0.0011999999999999789,0.007299999999999973,0.00714999999999999,0.006549999999999945,-0.0014500000000000624,0.006350000000000078,0.0040999999999999925
555,15,DCP,Data12_,-0.016333333333333422,-0.0030000000000000027,-0.009000000000000008,-0.010333333333333417,-0.0050000000000000044,-0.003666666666666818,-0.002000000000000224,-0.006666666666666821,-0.0023333333333334094,-0.0033333333333334103,-0.004333333333333633,-0.0016666666666668162,-0.003666666666666818,-0.0010000000000000009,-0.0033333333333334103,-0.004666666666666819
556,50,DCP,Data12_,-0.02200000000000002,-0.0033333333333331883,-0.009333333333333194,-0.011999999999999789,-0.004666666666666375,-0.0039999999999997815,-0.00533333333333319,-0.003666666666666596,-0.0023333333333331874,-0.0019999999999997797,-0.0029999999999997806,-0.0013333333333331865,-0.003666666666666596,0.0,-0.002666666666666595,-0.0029999999999997806
557,100,DCP,Data12_,-0.019333333333333202,-0.0016666666666665941,-0.0076666666666665995,-0.010000000000000009,-0.002666666666666595,-0.0020000000000000018,-0.0033333333333331883,-0.0020000000000000018,-0.0016666666666665941,-0.0010000000000000009,-0.0030000000000000027,0.00033333333333340764,-0.004666666666666819,0.0013333333333331865,-0.0020000000000000018,-0.0013333333333331865
558,150,DCP,Data12_,-0.02066666666666661,-0.0023333333333334094,-0.009000000000000008,-0.010666666666666824,-0.003666666666666596,-0.0013333333333334085,-0.005333333333333412,-0.0023333333333334094,-0.002666666666666817,-0.0010000000000000009,-0.0030000000000000027,-0.00033333333333340764,-0.0040000000000000036,-0.00033333333333340764,-0.002666666666666817,-0.0010000000000000009
559,199,DCP,Data12_,-0.02100000000000024,-0.0023333333333334094,-0.009666666666666823,-0.009333333333333416,-0.0040000000000000036,-0.002666666666666817,-0.0050000000000002265,-0.0023333333333334094,-0.003666666666666596,-0.0006666666666665932,-0.0013333333333334085,0.0,-0.0040000000000000036,0.0,-0.0023333333333334094,-0.0010000000000000009
2,average,DCP,Data12_,-0.01986666666666681,-0.0025333333333332764,-0.008933333333333238,-0.010466666666666735,-0.0040000000000000036,-0.0027333333333333654,-0.0041999999999999815,-0.0034000000000000696,-0.0025333333333332764,-0.0016000000000000458,-0.0029333333333334544,-0.0006000000000000449,-0.004000000000000115,0.0,-0.0026000000000000467,-0.0022000000000000908
605,15,DCP,Data13_,0.010666666666666713,-0.005666666666666709,0.015000000000000013,0.010333333333333306,0.013666666666666716,0.0043333333333333,0.012666666666666715,0.008000000000000007,0.009333333333333416,0.008333333333333415,0.010000000000000009,0.004666666666666486,0.0129999999999999,0.010666666666666602,0.0086666666666666,0.009333333333333194
606,50,DCP,Data13_,0.006666666666666599,-0.006666666666666599,0.008000000000000007,0.0076666666666668215,0.012000000000000122,0.006333333333333413,0.01000000000000012,0.007000000000000006,0.009000000000000008,0.0076666666666668215,0.0076666666666668215,0.00566666666666682,0.01000000000000012,0.008333333333333415,0.006666666666666599,0.011333333333333306
