,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
150,15,CLD,0.83675,0.0078859051477937,0.84475,0.0148534507775129,0.842,0.0140756882602592,0.83825,0.0100234100983646
500,50,CLD,0.8474999999999999,0.0072348980642438,0.84275,0.0172843860174435,0.84375,0.0098425098425147,0.8405000000000001,0.0119438791855912
1000,100,CLD,0.8462500000000001,0.0065550553010634,0.8462500000000001,0.0140312152004023,0.84375,0.0131695671910659,0.8394999999999999,0.0155774275796743
1500,150,CLD,0.84575,0.008687275176947,0.8460000000000001,0.0117060347684431,0.8435,0.0157221976835301,0.8414999999999999,0.0148797261399529
1990,199,CLD,0.8455,0.0095032889043741,0.8455,0.0132169398878863,0.841,0.0165453921077743,0.8404999999999999,0.0142686281751259
151,15,DCP,0.85075,0.0127659214316867,0.8432499999999999,0.01728890540202,0.8452500000000001,0.010360682892551,0.83925,0.0159736110507298
501,50,DCP,0.849,0.010621322893124,0.845,0.0148692215667129,0.84575,0.0098266220035168,0.842,0.0133346353530945
1001,100,DCP,0.84825,0.0099058063780794,0.8435,0.0135034717758064,0.841,0.0148534507775129,0.842,0.0124247736397891
1501,150,DCP,0.8477499999999999,0.0098979164474145,0.8432499999999999,0.0119438791855912,0.842,0.0142137697321998,0.8407499999999999,0.0131576973669407
1991,199,DCP,0.85025,0.0090743457064407,0.84275,0.0130324115189783,0.8425,0.0119242400177118,0.83925,0.0137101695831962
152,15,F1,0.8442500000000001,0.0126119982556294,0.8412499999999999,0.0134338657876279,0.8422499999999999,0.0131517584375626,0.835,0.0168402419816343
502,50,F1,0.8477499999999999,0.0130324115189783,0.8432499999999999,0.009295496221289,0.845,0.0149999999999999,0.8460000000000001,0.0085421747816349
1002,100,F1,0.8455,0.0107383657974572,0.845,0.0097628120948833,0.84975,0.0103983171715426,0.844,0.0082158383625774
1502,150,F1,0.84375,0.0130503831361381,0.8462500000000001,0.0106800046816469,0.84825,0.0116122241624935,0.84375,0.0075
1992,199,F1,0.84575,0.0117127067751224,0.84475,0.0096176920308356,0.8480000000000001,0.0101781014929111,0.84575,0.008177713616898
153,15,Hostility,0.8467499999999999,0.010330476755697,0.8472500000000001,0.0119700146198741,0.8462500000000001,0.0131695671910659,0.8400000000000001,0.012747548783982
503,50,Hostility,0.85125,0.0079549512883486,0.8552500000000001,0.0094538352005945,0.8470000000000001,0.0145934488726962,0.842,0.0131576973669407
1003,100,Hostility,0.851,0.010803645218166,0.85075,0.0112012834086099,0.8460000000000001,0.0143994357528342,0.8445,0.0149111954584467
1503,150,Hostility,0.85225,0.0091600354802806,0.85,0.0098425098425147,0.8477499999999999,0.0145075411424541,0.8445,0.013851895177195
1993,199,Hostility,0.8515,0.0073100957586067,0.85075,0.0101781014929111,0.8467499999999999,0.0162163112328297,0.845,0.0161777238819309
154,15,LSC,0.8477499999999999,0.0115717868110331,0.8407500000000001,0.014158698739644,0.8375,0.0204060346466431,0.83775,0.0162355705166156
504,50,LSC,0.8477499999999999,0.0087231731611839,0.8425,0.0117260393995586,0.8412499999999999,0.0130204166599998,0.8375,0.0159589316685046
