,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
150,15,CLD,0.8836666666666666,0.0175356779167501,0.8853333333333333,0.0087717982446271,0.8846666666666667,0.0091590877760227,0.8846666666666667,0.0067082039324993
500,50,CLD,0.89,0.0144817893308189,0.8886666666666667,0.0057008771254956,0.8859999999999999,0.0088662907188468,0.884,0.0082158383625774
1000,100,CLD,0.889,0.0133645467978196,0.8859999999999999,0.0069322114476951,0.8836666666666666,0.0086922698736035,0.8823333333333334,0.0083831842266395
1500,150,CLD,0.8896666666666666,0.0147855034108112,0.8843333333333334,0.0065192024052026,0.8863333333333333,0.0076739096221475,0.8843333333333334,0.0105803801654025
1990,199,CLD,0.8896666666666666,0.0136116779927302,0.8846666666666667,0.0046248123085038,0.885,0.0062360956446232,0.885,0.010992421631894
151,15,DCP,0.8823333333333334,0.0116428327977152,0.8870000000000001,0.0041499665326629,0.8870000000000001,0.0120991276085877,0.8853333333333333,0.0076739096221475
501,50,DCP,0.8903333333333332,0.0082831824265261,0.889,0.0043461349368017,0.8893333333333334,0.0045030853620354,0.889,0.0038369548110737
1001,100,DCP,0.891,0.0109671225842414,0.8906666666666666,0.0060781941762701,0.8913333333333334,0.0013944333775567,0.8883333333333333,0.0020412414523193
1501,150,DCP,0.8906666666666666,0.0117023264543612,0.8916666666666666,0.0045643546458763,0.8880000000000001,0.0041499665326629,0.8886666666666667,0.0027386127875258
1991,199,DCP,0.8903333333333334,0.0108908728351363,0.8906666666666666,0.0050826502273256,0.8873333333333333,0.0009128709291752,0.8903333333333332,0.0021730674684009
152,15,F1,0.8853333333333333,0.0047726070210921,0.8843333333333334,0.0087082336517421,0.8823333333333334,0.0073219608788296,0.8853333333333333,0.0090829510622924
502,50,F1,0.8876666666666667,0.0048016200969626,0.8859999999999999,0.0094721814922552,0.8869999999999999,0.0068109389139008,0.8856666666666667,0.0069322114476951
1002,100,F1,0.8886666666666667,0.0013944333775568,0.8846666666666666,0.0083666002653407,0.8876666666666667,0.0053489355119604,0.8893333333333333,0.00584522597225
1502,150,F1,0.8886666666666667,0.0029814239699996,0.8883333333333333,0.008498365855988,0.8880000000000001,0.0051908038341324,0.8896666666666666,0.0064978628965392
1992,199,F1,0.8880000000000001,0.0032058973436118,0.8886666666666667,0.0067082039324993,0.8873333333333333,0.0059628479399994,0.89,0.0063464775882199
153,15,Hostility,0.8880000000000001,0.0081989159174992,0.8846666666666667,0.0077638764659014,0.8823333333333334,0.0053489355119604,0.8886666666666667,0.0050552502960343
503,50,Hostility,0.8906666666666666,0.0127257394458807,0.8886666666666667,0.0091590877760227,0.8866666666666667,0.0048591265790377,0.8853333333333333,0.0086120071218426
1003,100,Hostility,0.8913333333333334,0.0073974470070574,0.8906666666666666,0.0090215790684829,0.8856666666666667,0.0034560735588879,0.8843333333333334,0.0060781941762701
1503,150,Hostility,0.8906666666666666,0.0073219608788296,0.8893333333333333,0.0083831842266394,0.8863333333333333,0.0046248123085038,0.8859999999999999,0.0081308739451003
1993,199,Hostility,0.8913333333333334,0.0082831824265261,0.891,0.0074161984870956,0.8866666666666667,0.0048591265790377,0.885,0.0065616732283432
154,15,LSC,0.8873333333333333,0.0049441323247304,0.8896666666666666,0.0021730674684009,0.882,0.0087717982446271,0.882,0.0058214163988576
504,50,LSC,0.8903333333333332,0.0050552502960343,0.8859999999999999,0.0065192024052026,0.8833333333333334,0.0112422813026933,0.8836666666666666,0.0032058973436118
1004,100,LSC,0.8923333333333334,0.0059628479399994,0.8916666666666666,0.0052704627669473,0.884,0.010903618155864,0.883,0.0061689185077739
1504,150,LSC,0.8933333333333333,0.0062360956446232,0.8926666666666666,0.0050826502273256,0.883,0.0069121471177759,0.8846666666666666,0.0085309892613798
1994,199,LSC,0.8923333333333334,0.0063025568003963,0.8876666666666667,0.0041833001326703,0.8826666666666666,0.0069322114476951,0.8856666666666667,0.00584522597225
155,15,N1,0.8906666666666666,0.0080450122574313,0.8859999999999999,0.0061913918736689,0.89,0.0072648315725678,0.8876666666666667,0.0057251880124392
505,50,N1,0.8916666666666666,0.0044095855184409,0.893,0.0070118946559875,0.891,0.0043461349368017,0.8923333333333334,0.0071297498787357
1005,100,N1,0.8936666666666667,0.0054518090779319,0.8913333333333334,0.0064978628965392,0.891,0.0064117946872237,0.8933333333333333,0.0056519416526043
1505,150,N1,0.8926666666666666,0.0053489355119603,0.8933333333333333,0.0062360956446232,0.8916666666666666,0.0069721668877839,0.8939999999999999,0.0073219608788295
1995,199,N1,0.893,0.0060553007081949,0.8923333333333334,0.0076011695006609,0.8916666666666668,0.0081649658092772,0.8926666666666666,0.0065192024052026
156,15,N2,0.8913333333333334,0.0058214163988576,0.8873333333333333,0.0099023005183419,0.8816666666666666,0.0129636243217534,0.8816666666666666,0.0100692049779954
506,50,N2,0.8903333333333332,0.0051908038341324,0.8883333333333333,0.0062360956446232,0.8843333333333334,0.0073219608788295,0.8863333333333333,0.009817784316682
1006,100,N2,0.8913333333333334,0.0057008771254956,0.89,0.0080794664290272,0.8859999999999999,0.0066248689714506,0.8859999999999999,0.0118790197874703
1506,150,N2,0.892,0.0080277297191948,0.889,0.0082158383625775,0.885,0.0055277079839256,0.8853333333333333,0.0105672449894316
1996,199,N2,0.8923333333333334,0.0086281194036965,0.8893333333333333,0.0060781941762701,0.8856666666666667,0.0056025787713238,0.8866666666666667,0.0070710678118654
157,15,TD_U,0.8863333333333333,0.0057008771254956,0.8833333333333334,0.0035355339059327,0.881,0.0075092535507125,0.8826666666666666,0.0052174919474995
507,50,TD_U,0.8886666666666667,0.005451809077932,0.8906666666666666,0.0045030853620354,0.8876666666666667,0.0038369548110737,0.8843333333333334,0.0038369548110737
1007,100,TD_U,0.8866666666666667,0.0060092521257733,0.889,0.0048016200969625,0.8866666666666667,0.0035355339059327,0.8883333333333333,0.0054006172486732
1507,150,TD_U,0.8896666666666666,0.0046248123085038,0.8896666666666666,0.003979112128771,0.8866666666666667,0.0026352313834736,0.8873333333333333,0.0030276503540975
1997,199,TD_U,0.8893333333333334,0.0025276251480172,0.89,0.0042491829279939,0.8876666666666667,0.0027888667551135,0.8893333333333333,0.0030276503540974
158,15,Uniform,0.889,0.0040138648595974,0.8796666666666667,0.0059395098937352,0.8806666666666667,0.0065192024052026,0.8823333333333334,0.0032489314482696
508,50,Uniform,0.8886666666666667,0.0055777335102271,0.8869999999999999,0.0075828754440515,0.8870000000000001,0.0074907350180813,0.8856666666666667,0.0060781941762701
1008,100,Uniform,0.8893333333333334,0.0034560735588879,0.8879999999999999,0.0046248123085038,0.8863333333333333,0.0073974470070574,0.8880000000000001,0.0043140597018482
1508,150,Uniform,0.8893333333333333,0.0038369548110737,0.8863333333333333,0.0027386127875258,0.8870000000000001,0.0059395098937351,0.8880000000000001,0.0043140597018482
1998,199,Uniform,0.8893333333333333,0.0041833001326703,0.8870000000000001,0.0029814239699997,0.8876666666666667,0.0041833001326703,0.8870000000000001,0.0058214163988576
159,15,kDN,0.8939999999999999,0.0110302614051828,0.8906666666666666,0.0063025568003963,0.8859999999999999,0.0113406838908026,0.8896666666666666,0.0064978628965393
509,50,kDN,0.893,0.0093837921735061,0.8923333333333334,0.0074161984870956,0.8923333333333334,0.0059628479399994,0.8896666666666666,0.0092345967847966
1009,100,kDN,0.892,0.0081137742964254,0.893,0.0058214163988576,0.8939999999999999,0.0034560735588879,0.8916666666666668,0.0035355339059327
1509,150,kDN,0.893,0.0079407528330477,0.8933333333333333,0.0067700320038633,0.8939999999999999,0.0060781941762701,0.8926666666666666,0.0041833001326703
1999,199,kDN,0.8926666666666666,0.0079582242575421,0.892,0.0062804812271388,0.8933333333333333,0.0039086797998528,0.893,0.0029814239699996
