,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8855000000000001,0.0176245567320145
500,50,CLD,0.8905,0.0144048602908879
1000,100,CLD,0.889,0.0129421791055447
1500,150,CLD,0.8905000000000001,0.0117792189893897
1990,199,CLD,0.8905,0.0130384048104052
151,15,DCP,0.889,0.0144265380462535
501,50,DCP,0.8869999999999999,0.0163363092527045
1001,100,DCP,0.8865000000000001,0.0152684314846024
1501,150,DCP,0.8859999999999999,0.0182517122484439
1991,199,DCP,0.8870000000000001,0.0149373692462896
152,15,F1,0.884,0.0170110258362039
502,50,F1,0.884,0.0135323686027243
1002,100,F1,0.8865000000000001,0.015062370331392
1502,150,F1,0.89,0.0144697961284877
1992,199,F1,0.889,0.0142082722383827
153,15,Hostility,0.8855000000000001,0.0163363092527044
503,50,Hostility,0.8879999999999999,0.0166207701385946
1003,100,Hostility,0.8875,0.0162980060130065
1503,150,Hostility,0.889,0.0161632298752445
1993,199,Hostility,0.8879999999999999,0.0163363092527045
154,15,LSC,0.8915,0.0177306232264971
504,50,LSC,0.893,0.0167145146504467
1004,100,LSC,0.8885,0.0158705702481038
1504,150,LSC,0.8875,0.013919410907075
1994,199,LSC,0.89,0.0126243811729525
155,15,N1,0.8895,0.0167145146504467
505,50,N1,0.89,0.0127475487839819
1005,100,N1,0.8915,0.0151657508881031
1505,150,N1,0.8915,0.0152684314846024
1995,199,N1,0.8905000000000001,0.0164316767251549
156,15,N2,0.8859999999999999,0.0143178210632763
506,50,N2,0.8885,0.0142082722383828
1006,100,N2,0.891,0.0125747763399592
1506,150,N2,0.89,0.013919410907075
1996,199,N2,0.89,0.013919410907075
157,15,TD_U,0.8879999999999999,0.0161438842909629
507,50,TD_U,0.89,0.0153093108923948
1007,100,TD_U,0.889,0.0125747763399593
1507,150,TD_U,0.89,0.0162980060130066
1997,199,TD_U,0.8895,0.0164316767251549
158,15,Uniform,0.8789999999999999,0.0179930542154465
508,50,Uniform,0.8845000000000001,0.0194775511807824
1008,100,Uniform,0.891,0.0172843860174436
1508,150,Uniform,0.8885,0.0160662690130596
1998,199,Uniform,0.889,0.0176422787643773
159,15,kDN,0.8875,0.0175
509,50,kDN,0.8955,0.0133930952359788
1009,100,kDN,0.892,0.012170661444638
1509,150,kDN,0.8915,0.0158705702481038
1999,199,kDN,0.8935000000000001,0.0132994360782703
