,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8964000000000001,0.0086486993241758
500,50,CLD,0.8984,0.0100399203184089
1000,100,CLD,0.8968,0.009011104260855
1500,150,CLD,0.8976000000000001,0.0088769364084688
1990,199,CLD,0.8968,0.009011104260855
151,15,DCP,0.8987999999999999,0.0133865604245452
501,50,DCP,0.8984,0.014656056768449
1001,100,DCP,0.8964000000000001,0.0134461890511773
1501,150,DCP,0.8960000000000001,0.012
1991,199,DCP,0.8960000000000001,0.013114877048604
152,15,F1,0.9052,0.0118827606220103
502,50,F1,0.906,0.0098994949366116
1002,100,F1,0.906,0.008
1502,150,F1,0.9072,0.009338094023943
1992,199,F1,0.9048,0.006870225614927
153,15,Hostility,0.9024,0.0055497747702046
503,50,Hostility,0.9072,0.009338094023943
1003,100,Hostility,0.906,0.0088317608663278
1503,150,Hostility,0.9044,0.0071274118724821
1993,199,Hostility,0.9052,0.0070142711667
154,15,LSC,0.9052,0.0084380092438915
504,50,LSC,0.9008,0.0111892805845594
1004,100,LSC,0.902,0.0090553851381374
1504,150,LSC,0.904,0.0098994949366116
1994,199,LSC,0.9028,0.0095498691090506
155,15,N1,0.9052,0.0128530152104477
505,50,N1,0.9084,0.0079246451024636
1005,100,N1,0.9088,0.0083186537372341
1505,150,N1,0.9076,0.0060663003552412
1995,199,N1,0.9088,0.0064187226143524
156,15,N2,0.8968,0.0033466401061363
506,50,N2,0.8987999999999999,0.0100598210719674
1006,100,N2,0.9028,0.0080746516952745
1506,150,N2,0.904,0.0078740078740118
1996,199,N2,0.9036,0.0069856996786292
157,15,TD_U,0.9004,0.0086486993241758
507,50,TD_U,0.904,0.0052915026221291
1007,100,TD_U,0.9028,0.003633180424917
1507,150,TD_U,0.9024,0.002607680962081
1997,199,TD_U,0.9052,0.0030331501776205
158,15,Uniform,0.9064,0.0072663608498339
508,50,Uniform,0.9088,0.0055856960175075
1008,100,Uniform,0.9104,0.0035777087639996
1508,150,Uniform,0.91,0.0048989794855663
1998,199,Uniform,0.912,0.0046904157598234
159,15,kDN,0.9004,0.0065421708935184
509,50,kDN,0.9036,0.0074027022093286
1009,100,kDN,0.9036,0.0101390334845092
1509,150,kDN,0.9048,0.0085556998544829
1999,199,kDN,0.904,0.0074833147735479
