,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.866,0.0153478192442951
500,50,CLD,0.865,0.016372402253657
1000,100,CLD,0.8676666666666666,0.0153478192442951
1500,150,CLD,0.8686666666666667,0.010434983894999
1990,199,CLD,0.8686666666666667,0.0107625895273085
151,15,DCP,0.873,0.0081137742964254
501,50,DCP,0.877,0.0077638764659014
1001,100,DCP,0.877,0.0090829510622924
1501,150,DCP,0.8773333333333333,0.0073219608788296
1991,199,DCP,0.877,0.0082831824265261
152,15,F1,0.8813333333333333,0.0081989159174992
502,50,F1,0.8833333333333334,0.0108012344973464
1002,100,F1,0.8836666666666666,0.0129850341205216
1502,150,F1,0.8816666666666666,0.0114867072934085
1992,199,F1,0.8826666666666666,0.010041580220928
153,15,Hostility,0.8713333333333333,0.0113284303119776
503,50,Hostility,0.8743333333333332,0.0093985814532478
1003,100,Hostility,0.8783333333333333,0.0097894501037256
1503,150,Hostility,0.876,0.0095452140421842
1993,199,Hostility,0.877,0.0085309892613798
154,15,LSC,0.8666666666666666,0.0118438920029599
504,50,LSC,0.875,0.006454972243679
1004,100,LSC,0.8766666666666666,0.0081649658092772
1504,150,LSC,0.8766666666666666,0.0078173595997057
1994,199,LSC,0.8766666666666666,0.008897565210026
155,15,N1,0.8813333333333333,0.0096032401939253
505,50,N1,0.8816666666666666,0.0076376261582597
1005,100,N1,0.8786666666666667,0.0062804812271389
1505,150,N1,0.8793333333333333,0.0082158383625775
1995,199,N1,0.8806666666666667,0.0070316743699096
156,15,N2,0.8720000000000001,0.0117497044880097
506,50,N2,0.8756666666666666,0.0070316743699096
1006,100,N2,0.8779999999999999,0.0120991276085876
1506,150,N2,0.8789999999999999,0.0121678081656293
1996,199,N2,0.8783333333333333,0.0120761472884911
157,15,TD_U,0.882,0.0083666002653407
507,50,TD_U,0.884,0.008547254269972
1007,100,TD_U,0.8853333333333333,0.0066038709187196
1507,150,TD_U,0.8866666666666667,0.0085796917841558
1997,199,TD_U,0.8859999999999999,0.0068313005106397
158,15,Uniform,0.8823333333333334,0.0109671225842414
508,50,Uniform,0.8846666666666667,0.0102333876220058
1008,100,Uniform,0.884,0.0088662907188469
1508,150,Uniform,0.8853333333333333,0.0110805134257297
1998,199,Uniform,0.883,0.0106327586051577
159,15,kDN,0.874,0.0073219608788296
509,50,kDN,0.8786666666666667,0.0098882646494608
1009,100,kDN,0.8796666666666667,0.0115710366384732
1509,150,kDN,0.8800000000000001,0.0109290642071699
1999,199,kDN,0.8800000000000001,0.0113038833052087
