,n_ensemble,weights,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
150,15,CLD,0.9472442167365316,0.0177006130592274,0.9542928116752056,0.0144718308320672,0.9384878124514828,0.0062074497022462,0.9367334264865704,0.012994816287468
500,50,CLD,0.9507840397453812,0.0228931963833415,0.9455053563111318,0.0074718423148921,0.9507995652848936,0.0047002913822509,0.943766495885732,0.0077963873843568
1000,100,CLD,0.947259742276044,0.0256220561447801,0.9525384257102936,0.0118225734609842,0.947259742276044,0.0108564492886513,0.9490296537804688,0.0114569382601598
1500,150,CLD,0.952522900170781,0.0237820024718756,0.952522900170781,0.0134480436248976,0.9507840397453812,0.0079005014754801,0.9525384257102936,0.0118225734609842
1990,199,CLD,0.9542772861356932,0.0191310936820361,0.9525229001707808,0.0101932882079395,0.9490296537804688,0.0096326558058305,0.9490296537804688,0.0114569382601598
151,15,DCP,0.9507995652848936,0.0228527160876723,0.9507840397453812,0.0147075296789815,0.9419500077627696,0.0309538631089864,0.9507685142058688,0.0253387792349692
501,50,DCP,0.9490296537804688,0.0235471564091246,0.9490296537804688,0.0200143715679938,0.947259742276044,0.0215435112961813,0.9542772861356932,0.0236297614797191
1001,100,DCP,0.9507840397453812,0.0252887043937958,0.9525229001707808,0.0212170571074725,0.9525229001707808,0.0212170571074725,0.9560316721006056,0.0249078238946493
1501,150,DCP,0.943766495885732,0.0252563715248188,0.9542772861356932,0.0244302886600206,0.952522900170781,0.0202901487396775,0.9542772861356932,0.0300770014363142
1991,199,DCP,0.9472752678155564,0.0290939455719779,0.9507685142058688,0.0237719788884197,0.9542772861356932,0.0170015291260466,0.9542772861356932,0.0259573834748219
152,15,F1,0.9349324639031206,0.0204154498500234,0.9401956217978574,0.0288850461675096,0.9455053563111318,0.0243814621691936,0.9402421984163948,0.0073755300606902
502,50,F1,0.9507995652848936,0.0117265880949493,0.947259742276044,0.0164850234106936,0.9455208818506444,0.0218335679276245,0.9542928116752056,0.0227424910469388
1002,100,F1,0.9455364073901568,0.0189640985689223,0.945505356311132,0.0190687031275525,0.9525539512498058,0.0192013957630018,0.956047197640118,0.0224107142965136
1502,150,F1,0.9490451793199812,0.0243137458608983,0.9490296537804688,0.0218522726989379,0.9543083372147182,0.0190089293838567,0.956047197640118,0.0224107142965136
1992,199,F1,0.9490451793199812,0.0243137458608983,0.9472752678155564,0.0240238222183858,0.9543083372147182,0.0190089293838567,0.9542772861356932,0.0236297614797191
153,15,Hostility,0.952522900170781,0.0221051326330621,0.952522900170781,0.0160560465303318,0.9525384257102936,0.0237272076717643,0.96127930445583,0.0204377231499151
503,50,Hostility,0.9542928116752056,0.0115103055904239,0.952522900170781,0.0160560465303318,0.9595714951094548,0.0100370241463166,0.9578015836050304,0.0190825712886022
1003,100,Hostility,0.956047197640118,0.0108400346422331,0.956047197640118,0.0124891844196619,0.956047197640118,0.0139446442726891,0.9595559695699424,0.0171843247249211
1503,150,Hostility,0.956047197640118,0.012489184419662,0.9542928116752056,0.0115103055904238,0.9578015836050304,0.0157709986276722,0.9630647414997672,0.015809810188673
1993,199,Hostility,0.956047197640118,0.012489184419662,0.956047197640118,0.0124891844196619,0.9578015836050304,0.0157709986276722,0.9613103555348548,0.0160385849331322
154,15,LSC,0.9472752678155564,0.0255751986664354,0.9542928116752056,0.0259058758723605,0.9385033379909952,0.0277032142891723,0.9419965843813072,0.0159667361216764
504,50,LSC,0.9525384257102932,0.0192513246760179,0.9542928116752056,0.0218802998744664,0.9525384257102936,0.0237272076717643,0.952522900170781,0.0202901487396775
1004,100,LSC,0.9542928116752056,0.0200449686891635,0.9507840397453812,0.0192407103546668,0.9542928116752056,0.0227424910469388,0.9542928116752056,0.0190611487934497
1504,150,LSC,0.956047197640118,0.0256151053281852,0.956047197640118,0.0232532469066897,0.9578015836050304,0.024392309966989,0.9525384257102936,0.0182247119417
1994,199,LSC,0.9542928116752056,0.0227424910469388,0.9507840397453812,0.0159619800050507,0.9578015836050304,0.0210021732168748,0.9525384257102936,0.0237272076717643
155,15,N1,0.943735444806707,0.023793832720328,0.9490451793199812,0.014367479721691,0.9490451793199812,0.0226762317182843,0.9542928116752056,0.0144718308320672
505,50,N1,0.9419965843813072,0.014712691322655,0.9542928116752056,0.0190611487934497,0.952553951249806,0.0132788070672727,0.9525384257102936,0.0133509033276361
1005,100,N1,0.9455208818506444,0.0073142017877231,0.9525229001707808,0.0202901487396775,0.9525384257102936,0.0182247119417,0.956047197640118,0.0164742179401291
1505,150,N1,0.9525384257102936,0.0133509033276361,0.9525384257102936,0.0159747730034237,0.9525384257102936,0.0133509033276361,0.9525384257102936,0.0182247119417
1995,199,N1,0.9507840397453812,0.0147075296789815,0.9507685142058688,0.0119121719099756,0.9525229001707808,0.0182959936333397,0.9525384257102936,0.0133509033276361
156,15,N2,0.9437199192671946,0.026176250693854,0.936686849868033,0.0267873827276518,0.9525384257102936,0.0260461228049316,0.9595249184909176,0.0289890136506724
506,50,N2,0.952522900170781,0.0288945890529161,0.9490296537804688,0.0273282904162216,0.9507529886663562,0.0254022095782917,0.9525073746312686,0.0221793485372714
1006,100,N2,0.9507685142058688,0.0301888616559669,0.9507685142058688,0.0245678724495018,0.957786058065518,0.0274168895447247,0.952522900170781,0.0182959936333397
1506,150,N2,0.956047197640118,0.0256151053281852,0.9507685142058688,0.0268141844173104,0.9578015836050304,0.0259216422776934,0.9542772861356932,0.0191310936820361
