,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.7168333333333334,0.0056025787713238
500,50,CLD,0.7198333333333333,0.0103648712271573
1000,100,CLD,0.717,0.0069372184627558
1500,150,CLD,0.7186666666666667,0.0076739096221475
1990,199,CLD,0.719,0.008547254269972
151,15,DCP,0.718,0.006055300708195
501,50,DCP,0.7205,0.0102164083708512
1001,100,DCP,0.7201666666666666,0.0076011695006609
1501,150,DCP,0.7195,0.0072552662865596
1991,199,DCP,0.7193333333333334,0.0069572104882472
152,15,F1,0.7003333333333333,0.0102841571793165
502,50,F1,0.704,0.0080017359227718
1002,100,F1,0.7051666666666667,0.0062193693856817
1502,150,F1,0.7066666666666667,0.0061237243569579
1992,199,F1,0.7064999999999999,0.0062749501990055
153,15,Hostility,0.7156666666666667,0.0042245972852122
503,50,Hostility,0.719,0.0087480156480071
1003,100,Hostility,0.7143333333333334,0.0086882743459856
1503,150,Hostility,0.7151666666666666,0.0075782950295931
1993,199,Hostility,0.7171666666666667,0.0064172077693927
154,15,LSC,0.7013333333333334,0.0071346182643346
504,50,LSC,0.7048333333333334,0.0096716940949694
1004,100,LSC,0.7071666666666667,0.0059102077421656
1504,150,LSC,0.7073333333333334,0.0082579927612249
1994,199,LSC,0.7086666666666667,0.008177713616898
155,15,N1,0.7096666666666667,0.0100450374702027
505,50,N1,0.7098333333333333,0.0058748522440048
1005,100,N1,0.7121666666666666,0.0056087728901546
1505,150,N1,0.714,0.0055402567128649
1995,199,N1,0.7146666666666667,0.0066301080936387
156,15,N2,0.7128333333333334,0.004273627134986
506,50,N2,0.7128333333333333,0.0093467165952066
1006,100,N2,0.7128333333333334,0.0080060740829835
1506,150,N2,0.7110000000000001,0.009689627902499
1996,199,N2,0.7144999999999999,0.0091780232681722
157,15,TD_U,0.7026666666666667,0.0051841103383319
507,50,TD_U,0.7041666666666666,0.005303300858899
1007,100,TD_U,0.709,0.0058154487741226
1507,150,TD_U,0.7095,0.0073739406018763
1997,199,TD_U,0.7096666666666667,0.0055777335102271
158,15,Uniform,0.7008333333333334,0.0088584548439455
508,50,Uniform,0.7073333333333334,0.0069071219283673
1008,100,Uniform,0.7073333333333334,0.0098142470136248
1508,150,Uniform,0.7073333333333334,0.0085065334367831
1998,199,Uniform,0.7078333333333333,0.0075599456200278
159,15,kDN,0.7098333333333333,0.0116577346760757
509,50,kDN,0.7168333333333333,0.0055088312936794
1009,100,kDN,0.718,0.0076739096221475
1509,150,kDN,0.7171666666666667,0.0073974470070573
1999,199,kDN,0.7178333333333333,0.0046622002435664
