,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9693333333333334,0.0066248689714506
500,50,CLD,0.967,0.0079407528330477
1000,100,CLD,0.9676666666666666,0.0061913918736689
1500,150,CLD,0.97,0.0051370116691407
1990,199,CLD,0.9713333333333332,0.0038005847503305
151,15,DCP,0.9676666666666668,0.0074161984870956
501,50,DCP,0.969,0.0101789543230683
1001,100,DCP,0.9693333333333334,0.0099023005183419
1501,150,DCP,0.9683333333333334,0.0085796917841558
1991,199,DCP,0.9676666666666666,0.0066248689714505
152,15,F1,0.975,0.0061237243569579
502,50,F1,0.9763333333333334,0.0064978628965392
1002,100,F1,0.9766666666666668,0.0054006172486732
1502,150,F1,0.9756666666666668,0.0045030853620354
1992,199,F1,0.9763333333333334,0.0046248123085038
153,15,Hostility,0.969,0.0084656167328002
503,50,Hostility,0.9676666666666666,0.0080450122574314
1003,100,Hostility,0.9676666666666666,0.008787617550976
1503,150,Hostility,0.9663333333333334,0.0076739096221475
1993,199,Hostility,0.967,0.0079407528330477
154,15,LSC,0.9743333333333334,0.003651483716701
504,50,LSC,0.9743333333333334,0.0045030853620354
1004,100,LSC,0.9736666666666668,0.0041499665326629
1504,150,LSC,0.9726666666666668,0.0048016200969626
1994,199,LSC,0.974,0.0038369548110738
155,15,N1,0.9703333333333332,0.0064978628965393
505,50,N1,0.973,0.0046248123085038
1005,100,N1,0.9726666666666668,0.00584522597225
1505,150,N1,0.9716666666666668,0.0070710678118654
1995,199,N1,0.9706666666666668,0.0054772255750516
156,15,N2,0.969,0.0056025787713238
506,50,N2,0.9723333333333332,0.0076919871728095
1006,100,N2,0.9736666666666668,0.0057008771254957
1506,150,N2,0.9733333333333334,0.0054006172486732
1996,199,N2,0.974,0.0053489355119604
157,15,TD_U,0.973,0.0082831824265261
507,50,TD_U,0.9736666666666668,0.0081989159174992
1007,100,TD_U,0.976,0.0076011695006609
1507,150,TD_U,0.9753333333333334,0.0061689185077739
1997,199,TD_U,0.9753333333333334,0.0071102430025671
158,15,Uniform,0.9753333333333334,0.0061689185077739
508,50,Uniform,0.9766666666666666,0.0061237243569579
1008,100,Uniform,0.9746666666666666,0.0038005847503304
1508,150,Uniform,0.976,0.0056025787713238
1998,199,Uniform,0.9766666666666668,0.0058925565098878
159,15,kDN,0.9653333333333332,0.0108908728351364
509,50,kDN,0.966,0.0070316743699096
1009,100,kDN,0.967,0.0075828754440515
1509,150,kDN,0.966,0.0083831842266394
1999,199,kDN,0.9666666666666666,0.0096465307523251
