,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.897,0.0154739925179135
500,50,CLD,0.8969999999999999,0.017256238807393
1000,100,CLD,0.8953333333333333,0.0166416478884888
1500,150,CLD,0.8966666666666667,0.0145296631451355
1990,199,CLD,0.8956666666666667,0.0152114722788062
151,15,DCP,0.8926666666666666,0.0111554670204543
501,50,DCP,0.8923333333333334,0.0114017542509913
1001,100,DCP,0.8946666666666667,0.0102333876220058
1501,150,DCP,0.8926666666666666,0.0111554670204543
1991,199,DCP,0.893,0.0125499003980111
152,15,F1,0.883,0.0090829510622925
502,50,F1,0.883,0.0096032401939253
1002,100,F1,0.884,0.0069322114476951
1502,150,F1,0.8853333333333333,0.0103682206766638
1992,199,F1,0.8870000000000001,0.0108269211792744
153,15,Hostility,0.8946666666666665,0.0148323969741913
503,50,Hostility,0.8963333333333333,0.0118086597226121
1003,100,Hostility,0.8953333333333333,0.0119256958799988
1503,150,Hostility,0.8956666666666667,0.0120531231545097
1993,199,Hostility,0.8963333333333333,0.0114503760248783
154,15,LSC,0.8953333333333333,0.0164738850575353
504,50,LSC,0.898,0.0100967541539072
1004,100,LSC,0.8976666666666666,0.0128344155387855
1504,150,LSC,0.8973333333333333,0.0118790197874703
1994,199,LSC,0.8963333333333333,0.0110805134257297
155,15,N1,0.8953333333333333,0.0154290490813774
505,50,N1,0.8953333333333333,0.0150646753846355
1005,100,N1,0.8966666666666667,0.0139443337755679
1505,150,N1,0.8963333333333333,0.0139144209764945
1995,199,N1,0.8976666666666666,0.0136727628679957
156,15,N2,0.8933333333333333,0.0181429508808976
506,50,N2,0.8946666666666667,0.0189443629845104
1006,100,N2,0.8939999999999999,0.0196001700672893
1506,150,N2,0.8936666666666667,0.0175356779167501
1996,199,N2,0.8939999999999999,0.0177012240631356
157,15,TD_U,0.877,0.0136116779927302
507,50,TD_U,0.8833333333333334,0.0126929551764398
1007,100,TD_U,0.8846666666666667,0.0136626010212794
1507,150,TD_U,0.8846666666666667,0.0139144209764945
1997,199,TD_U,0.8846666666666667,0.0157850139900687
158,15,Uniform,0.8826666666666666,0.014073221221723
508,50,Uniform,0.8866666666666667,0.0154560308258261
1008,100,Uniform,0.8893333333333333,0.0128344155387856
1508,150,Uniform,0.8873333333333333,0.0139741825441697
1998,199,Uniform,0.8856666666666667,0.0156613466144446
159,15,kDN,0.8933333333333333,0.0125277469819774
509,50,kDN,0.898,0.0150646753846355
1009,100,kDN,0.8996666666666666,0.0152479506819768
1509,150,kDN,0.898,0.0143081173542231
1999,199,kDN,0.8986666666666666,0.0146439217576592
