,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.7239028944911298,0.0262395148469375
500,50,CLD,0.7304558186911129,0.0329884322069191
1000,100,CLD,0.7330617095322978,0.0355821292006169
1500,150,CLD,0.7317630082335965,0.0356683841436879
1990,199,CLD,0.7369493251846193,0.0356156432439508
151,15,DCP,0.7304218657159833,0.0299240451192515
501,50,DCP,0.7278329513623631,0.0286053091319236
1001,100,DCP,0.7278329513623631,0.0286053091319236
1501,150,DCP,0.7291401409048468,0.0300763793534454
1991,199,DCP,0.7343519225872167,0.0342825943695313
152,15,F1,0.7239368474662593,0.0326845693385999
502,50,F1,0.7278329513623631,0.0293330758208907
1002,100,F1,0.7291316526610644,0.0315204764049033
1502,150,F1,0.7304303539597657,0.0331866261093423
1992,199,F1,0.7304303539597657,0.0331866261093423
153,15,Hostility,0.7291401409048468,0.0314470960213304
503,50,Hostility,0.736940836940837,0.0356750242891183
1003,100,Hostility,0.736940836940837,0.0356750242891183
1503,150,Hostility,0.7356421356421357,0.0362288621102061
1993,199,Hostility,0.734334946099652,0.0331601828725686
154,15,LSC,0.730413377472201,0.0307052906255159
504,50,LSC,0.7330277565571683,0.0340109719204128
1004,100,LSC,0.731729055258467,0.0325171895550359
1504,150,LSC,0.7330277565571683,0.0340109719204128
1994,199,LSC,0.7330277565571683,0.0340109719204128
155,15,N1,0.7304473304473305,0.034302528052848
505,50,N1,0.7304303539597657,0.0312226724156925
1005,100,N1,0.7278329513623631,0.0293330758208907
1505,150,N1,0.731729055258467,0.0334756038994064
1995,199,N1,0.7330277565571683,0.0340109719204128
156,15,N2,0.730438842203548,0.0304637736064672
506,50,N2,0.7304303539597657,0.0298416490766718
1006,100,N2,0.7291316526610644,0.0301530956889942
1506,150,N2,0.7291316526610644,0.0301530956889942
1996,199,N2,0.7343434343434343,0.0349519684591543
157,15,TD_U,0.7160512689924454,0.0353047248267945
507,50,TD_U,0.7147780324250912,0.0250588461685136
1007,100,TD_U,0.7291316526610644,0.0301530956889942
1507,150,TD_U,0.7278244631185807,0.0290553929940927
1997,199,TD_U,0.7265257618198795,0.0281281335611603
158,15,Uniform,0.7239028944911298,0.0384300796242849
508,50,Uniform,0.7239113827349122,0.0375344702895314
1008,100,Uniform,0.7278329513623631,0.0293330758208908
1508,150,Uniform,0.7330277565571683,0.0330680778258926
1998,199,Uniform,0.7343264578558697,0.0335471513393063
159,15,kDN,0.7291401409048468,0.0213616398417137
509,50,kDN,0.7239453357100416,0.028474145565362
1009,100,kDN,0.7291316526610644,0.0301530956889942
1509,150,kDN,0.731729055258467,0.0321913777783358
1999,199,kDN,0.7304303539597657,0.0298416490766718
