,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8800000000000001,0.0084779124789065
500,50,CLD,0.882,0.011236102527122
1000,100,CLD,0.8835,0.0076239753409884
1500,150,CLD,0.882,0.0067082039324993
1990,199,CLD,0.882,0.008177713616898
151,15,DCP,0.8789999999999999,0.0166395612922937
501,50,DCP,0.8835,0.012820881404958
1001,100,DCP,0.883,0.0166207701385946
1501,150,DCP,0.883,0.0169004437811555
1991,199,DCP,0.8825,0.0161051234084064
152,15,F1,0.8879999999999999,0.0168077363139716
502,50,F1,0.892,0.0125499003980111
1002,100,F1,0.8915,0.0120675183861471
1502,150,F1,0.89,0.0126243811729526
1992,199,F1,0.8885,0.0115379807592143
153,15,Hostility,0.8844999999999998,0.008177713616898
503,50,Hostility,0.8835000000000001,0.0102469507659595
1003,100,Hostility,0.8880000000000001,0.0142959784554957
1503,150,Hostility,0.8885,0.0146415504643463
1993,199,Hostility,0.889,0.0129421791055447
154,15,LSC,0.881,0.0192516233081784
504,50,LSC,0.8855000000000001,0.0154515371403624
1004,100,LSC,0.8885,0.0137613589445228
1504,150,LSC,0.8870000000000001,0.013738631664034
1994,199,LSC,0.8865000000000001,0.0096176920308357
155,15,N1,0.8875,0.0131101106021268
505,50,N1,0.891,0.015062370331392
1005,100,N1,0.8895,0.013851895177195
1505,150,N1,0.889,0.0108397416943394
1995,199,N1,0.8870000000000001,0.0129180106827637
156,15,N2,0.882,0.0198746069143517
506,50,N2,0.885,0.0133463478150391
1006,100,N2,0.8859999999999999,0.0115379807592143
1506,150,N2,0.8885,0.0118057189531175
1996,199,N2,0.8875,0.0103077640640441
157,15,TD_U,0.8835000000000001,0.015062370331392
507,50,TD_U,0.883,0.0103682206766638
1007,100,TD_U,0.8859999999999999,0.0082158383625775
1507,150,TD_U,0.8859999999999999,0.0096176920308356
1997,199,TD_U,0.8845000000000001,0.0129180106827637
158,15,Uniform,0.8925000000000001,0.016583123951777
508,50,Uniform,0.8905,0.0145129252737
1008,100,Uniform,0.8885,0.0152684314846024
1508,150,Uniform,0.8895,0.0181486914128815
1998,199,Uniform,0.8869999999999999,0.0163363092527045
159,15,kDN,0.8875,0.0134629120178362
509,50,kDN,0.8880000000000001,0.0163363092527045
1009,100,kDN,0.8885,0.0124498995979887
1509,150,kDN,0.8870000000000001,0.0124247736397891
1999,199,kDN,0.8870000000000001,0.0135092560861062
