,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.7198333333333333,0.0075323376923177
500,50,CLD,0.7166666666666666,0.0095014618758262
1000,100,CLD,0.7208333333333334,0.0078616509433804
1500,150,CLD,0.7203333333333333,0.0092908258214458
1990,199,CLD,0.7185,0.0085065334367832
151,15,DCP,0.7093333333333334,0.0040994579587495
501,50,DCP,0.7148333333333333,0.0102299940262826
1001,100,DCP,0.7211666666666667,0.0082621963719636
1501,150,DCP,0.7181666666666666,0.0088466880180601
1991,199,DCP,0.7186666666666667,0.0095488510070874
152,15,F1,0.7063333333333334,0.004273627134986
502,50,F1,0.705,0.0073598007219398
1002,100,F1,0.7043333333333333,0.0082158383625774
1502,150,F1,0.7073333333333334,0.0069572104882472
1992,199,F1,0.7071666666666666,0.0059395098937351
153,15,Hostility,0.7146666666666667,0.0117052931996122
503,50,Hostility,0.7186666666666667,0.0075138760525665
1003,100,Hostility,0.7186666666666668,0.0041499665326629
1503,150,Hostility,0.7171666666666667,0.0052572700985291
1993,199,Hostility,0.7166666666666667,0.005464532103585
154,15,LSC,0.7003333333333334,0.0077862057511987
504,50,LSC,0.7016666666666667,0.0061237243569579
1004,100,LSC,0.7066666666666667,0.0034359213546813
1504,150,LSC,0.7058333333333333,0.0057130455003342
1994,199,LSC,0.7048333333333334,0.004728753653037
155,15,N1,0.7075,0.0039086797998528
505,50,N1,0.7131666666666667,0.0033541019662496
1005,100,N1,0.7146666666666667,0.0048805168214487
1505,150,N1,0.714,0.0064925170602608
1995,199,N1,0.7138333333333333,0.004273627134986
156,15,N2,0.7073333333333334,0.0077369962589567
506,50,N2,0.7106666666666667,0.0056642151559888
1006,100,N2,0.7123333333333333,0.004141591213263
1506,150,N2,0.7116666666666667,0.0062638734909887
1996,199,N2,0.7113333333333334,0.0080923489242068
157,15,TD_U,0.7041666666666667,0.0088388347648318
507,50,TD_U,0.7070000000000001,0.0091780232681722
1007,100,TD_U,0.71,0.0087201873068568
1507,150,TD_U,0.7091666666666667,0.0094280904158206
1997,199,TD_U,0.7105,0.0071102430025671
158,15,Uniform,0.7006666666666667,0.0064657215804235
508,50,Uniform,0.7053333333333333,0.0043140597018482
1008,100,Uniform,0.7063333333333334,0.0073267015467777
1508,150,Uniform,0.7086666666666667,0.006252777160768
1998,199,Uniform,0.7081666666666667,0.00584522597225
159,15,kDN,0.7171666666666667,0.0092908258214458
509,50,kDN,0.7175,0.0052374187874902
1009,100,kDN,0.7195,0.0058214163988576
1509,150,kDN,0.7183333333333334,0.0060953078493032
1999,199,kDN,0.7190000000000001,0.0093057628500957
