,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9433333333333334,0.0075461542817811
500,50,CLD,0.9446666666666668,0.0059395098937351
1000,100,CLD,0.95,0.0084983658559879
1500,150,CLD,0.9513333333333334,0.0069121471177759
1990,199,CLD,0.952,0.0085309892613797
151,15,DCP,0.9496666666666668,0.0118086597226122
501,50,DCP,0.9526666666666668,0.0105803801654025
1001,100,DCP,0.9553333333333336,0.0115108644332213
1501,150,DCP,0.955,0.0118438920029599
1991,199,DCP,0.955,0.0121335164821341
152,15,F1,0.9526666666666668,0.0063025568003963
502,50,F1,0.953,0.0096752835157999
1002,100,F1,0.956,0.0090982293759707
1502,150,F1,0.9556666666666668,0.0094721814922552
1992,199,F1,0.9566666666666668,0.0099303127398441
153,15,Hostility,0.9506666666666668,0.0119953694769643
503,50,Hostility,0.9543333333333331,0.0108397416943394
1003,100,Hostility,0.954,0.0120531231545096
1503,150,Hostility,0.955,0.0110554159678513
1993,199,Hostility,0.955,0.0111803398874989
154,15,LSC,0.955,0.0107367489389376
504,50,LSC,0.9536666666666668,0.0119256958799988
1004,100,LSC,0.954,0.0103816076682649
1504,150,LSC,0.9543333333333331,0.0111554670204543
1994,199,LSC,0.9543333333333331,0.0116428327977152
155,15,N1,0.9556666666666668,0.0114624992426995
505,50,N1,0.9553333333333331,0.0122133806403742
1005,100,N1,0.9563333333333331,0.0119256958799988
1505,150,N1,0.9563333333333331,0.0119256958799988
1995,199,N1,0.9563333333333331,0.0126051136007926
156,15,N2,0.9546666666666668,0.009817784316682
506,50,N2,0.9543333333333331,0.0130490527540422
1006,100,N2,0.9573333333333334,0.0114017542509914
1506,150,N2,0.957,0.0113895663755132
1996,199,N2,0.955,0.0121335164821342
157,15,TD_U,0.9526666666666668,0.008547254269972
507,50,TD_U,0.956,0.0118790197874703
1007,100,TD_U,0.957,0.0113895663755132
1507,150,TD_U,0.957,0.0122133806403741
1997,199,TD_U,0.957,0.010434983894999
158,15,Uniform,0.95,0.0117851130197757
508,50,Uniform,0.956,0.0110930408615291
1008,100,Uniform,0.9566666666666668,0.0121906156986065
1508,150,Uniform,0.9563333333333331,0.0108908728351363
1998,199,Uniform,0.957,0.0108908728351363
159,15,kDN,0.949,0.01211060141639
509,50,kDN,0.9523333333333334,0.0122247472139281
1009,100,kDN,0.9513333333333334,0.0124387387713635
1509,150,kDN,0.954,0.0113406838908026
1999,199,kDN,0.9536666666666668,0.0121563883525403
