,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9346666666666668,0.0160900245148628
500,50,CLD,0.934,0.0192064803878505
1000,100,CLD,0.9326666666666666,0.0193505670315999
1500,150,CLD,0.9366666666666668,0.0150923085635623
1990,199,CLD,0.938,0.0148323969741913
151,15,DCP,0.9406666666666668,0.0144144988736263
501,50,DCP,0.9373333333333334,0.0206020495204832
1001,100,DCP,0.9366666666666668,0.0199999999999999
1501,150,DCP,0.9366666666666668,0.0204124145231931
1991,199,DCP,0.9373333333333334,0.0207364413533276
152,15,F1,0.9426666666666664,0.0118790197874703
502,50,F1,0.948,0.0090061707240708
1002,100,F1,0.9493333333333334,0.0134164078649987
1502,150,F1,0.9486666666666668,0.0157409586041567
1992,199,F1,0.9486666666666668,0.0157409586041567
153,15,Hostility,0.9446666666666668,0.0144529889257858
503,50,Hostility,0.9446666666666668,0.0180431581369658
1003,100,Hostility,0.9446666666666668,0.015018507101425
1503,150,Hostility,0.9453333333333334,0.0180431581369658
1993,199,Hostility,0.9466666666666668,0.0184089350286454
154,15,LSC,0.9493333333333333,0.0095452140421842
504,50,LSC,0.9473333333333332,0.0134164078649987
1004,100,LSC,0.9473333333333332,0.0155277529318028
1504,150,LSC,0.9466666666666668,0.0168325082306034
1994,199,LSC,0.9473333333333332,0.0170619785227596
155,15,N1,0.9453333333333334,0.0186488009742658
505,50,N1,0.9493333333333333,0.0165663648530522
1005,100,N1,0.9486666666666668,0.0189443629845104
1505,150,N1,0.9473333333333332,0.0183181755520455
1995,199,N1,0.9486666666666668,0.0180431581369658
156,15,N2,0.9426666666666664,0.0132077418374392
506,50,N2,0.9446666666666668,0.0155634900399049
1006,100,N2,0.9446666666666668,0.0144529889257858
1506,150,N2,0.944,0.0153478192442951
1996,199,N2,0.944,0.0132077418374392
157,15,TD_U,0.944,0.0180123414481417
507,50,TD_U,0.9473333333333332,0.0190613046073277
1007,100,TD_U,0.9473333333333332,0.0238513917599977
1507,150,TD_U,0.9486666666666668,0.0229249984853992
1997,199,TD_U,0.9473333333333332,0.0246531494494674
158,15,Uniform,0.944,0.015165750888103
508,50,Uniform,0.9473333333333332,0.0157056253191863
1008,100,Uniform,0.9453333333333334,0.016766368453279
1508,150,Uniform,0.948,0.0198046010366839
1998,199,Uniform,0.9486666666666668,0.0183484785926972
159,15,kDN,0.944,0.0162275485928507
509,50,kDN,0.9466666666666668,0.0177951304200521
1009,100,kDN,0.9453333333333334,0.0165998661306516
1509,150,kDN,0.946,0.0167332005306815
1999,199,kDN,0.9466666666666668,0.0158113883008418
