,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8780000000000001,0.0264811253537307
500,50,CLD,0.882,0.0237434201411675
1000,100,CLD,0.884,0.0249123463367062
1500,150,CLD,0.884,0.0247234706301522
1990,199,CLD,0.883,0.0236114379062351
151,15,DCP,0.8855000000000001,0.0241350367722943
501,50,DCP,0.8859999999999999,0.0258964283251571
1001,100,DCP,0.8865000000000001,0.029293770668864
1501,150,DCP,0.8869999999999999,0.0280846933399672
1991,199,DCP,0.8875,0.0263983901024286
152,15,F1,0.875,0.0164886324478411
502,50,F1,0.883,0.0193164437720818
1002,100,F1,0.884,0.0165453921077742
1502,150,F1,0.8835000000000001,0.017374550353894
1992,199,F1,0.8855000000000001,0.0162403817689117
153,15,Hostility,0.8905,0.0275794307410432
503,50,Hostility,0.8915,0.0238877583711824
1003,100,Hostility,0.891,0.0205091443019936
1503,150,Hostility,0.892,0.0216794833886788
1993,199,Hostility,0.8915,0.0218374678019224
154,15,LSC,0.89,0.0182859235479097
504,50,LSC,0.8885,0.019088609168821
1004,100,LSC,0.8885,0.0204328167417025
1504,150,LSC,0.889,0.020124611797498
1994,199,LSC,0.89,0.0185404962177391
155,15,N1,0.8925000000000001,0.0217944947177033
505,50,N1,0.8925000000000001,0.0221500564333366
1005,100,N1,0.892,0.0221782551162168
1505,150,N1,0.892,0.0218231528427951
1995,199,N1,0.8915,0.019890324280916
156,15,N2,0.8835000000000001,0.0179930542154465
506,50,N2,0.8875,0.0203100960115899
1006,100,N2,0.8885,0.0209612738162545
1506,150,N2,0.889,0.018758331482304
1996,199,N2,0.89,0.0203100960115898
157,15,TD_U,0.8859999999999999,0.0105475115548644
507,50,TD_U,0.889,0.0125747763399593
1007,100,TD_U,0.8859999999999999,0.0135323686027243
1507,150,TD_U,0.8885,0.0130623504776131
1997,199,TD_U,0.8859999999999999,0.0146415504643463
158,15,Uniform,0.891,0.0208116553882674
508,50,Uniform,0.889,0.0160662690130596
1008,100,Uniform,0.8859999999999999,0.0139866007306993
1508,150,Uniform,0.8885,0.012820881404958
1998,199,Uniform,0.8879999999999999,0.0120415945787922
159,15,kDN,0.8835000000000001,0.02261083810919
509,50,kDN,0.8885,0.0240831891575845
1009,100,kDN,0.8855000000000001,0.0259446526282391
1509,150,kDN,0.8855000000000001,0.0241350367722943
1999,199,kDN,0.8870000000000001,0.0241996900806601
