,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9104,0.008414273587185
500,50,CLD,0.9124,0.0077974354758471
1000,100,CLD,0.914,0.0093808315196468
1500,150,CLD,0.9148,0.0091214034007931
1990,199,CLD,0.9136,0.008173126696681
151,15,DCP,0.9128,0.0092303846073714
501,50,DCP,0.9156,0.0088769364084688
1001,100,DCP,0.9156,0.0093166517590817
1501,150,DCP,0.916,0.0081240384046359
1991,199,DCP,0.9156,0.0062289646009589
152,15,F1,0.9084,0.0099398189118313
502,50,F1,0.9116,0.008173126696681
1002,100,F1,0.914,0.0054772255750516
1502,150,F1,0.9128,0.0057619441163551
1992,199,F1,0.9132,0.006870225614927
153,15,Hostility,0.9176,0.0096332756630338
503,50,Hostility,0.9168,0.0087863530545955
1003,100,Hostility,0.9184,0.0104307238483242
1503,150,Hostility,0.9176,0.0097365291557104
1993,199,Hostility,0.9184,0.0107144761887831
154,15,LSC,0.9092,0.0084380092438915
504,50,LSC,0.914,0.0054772255750516
1004,100,LSC,0.9144,0.0051768716422178
1504,150,LSC,0.9144,0.0051768716422179
1994,199,LSC,0.9148,0.0048166378315169
155,15,N1,0.9152,0.0092303846073714
505,50,N1,0.918,0.0094868329805051
1005,100,N1,0.9188,0.0084380092438915
1505,150,N1,0.9184,0.0068410525505948
1995,199,N1,0.9168,0.0076941536246685
156,15,N2,0.9200000000000002,0.0081240384046359
506,50,N2,0.9168,0.0050199601592044
1006,100,N2,0.9172,0.0046043457732885
1506,150,N2,0.9172,0.0070142711667
1996,199,N2,0.9172,0.0062609903369994
157,15,TD_U,0.9068,0.0124579292019179
507,50,TD_U,0.9124,0.0077974354758471
1007,100,TD_U,0.914,0.0069282032302755
1507,150,TD_U,0.9152,0.0046043457732885
1997,199,TD_U,0.9152,0.0050199601592044
158,15,Uniform,0.9096,0.0077974354758471
508,50,Uniform,0.9128,0.0048166378315169
1008,100,Uniform,0.9116,0.0045607017003965
1508,150,Uniform,0.9108,0.0057619441163552
1998,199,Uniform,0.9116,0.0065421708935184
159,15,kDN,0.9164,0.0113490087672889
509,50,kDN,0.9164,0.0099398189118313
1009,100,kDN,0.9168,0.0110090871556183
1509,150,kDN,0.9176,0.0101390334845092
1999,199,kDN,0.918,0.0084852813742385
