,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.861,0.0204667752440116
500,50,CLD,0.865,0.0174801474695025
1000,100,CLD,0.867,0.0147855034108112
1500,150,CLD,0.8699999999999999,0.0140929454377398
1990,199,CLD,0.8696666666666667,0.0160034718455437
151,15,DCP,0.8656666666666666,0.0144625954332777
501,50,DCP,0.869,0.0174244400515801
1001,100,DCP,0.8726666666666667,0.0131550581737807
1501,150,DCP,0.8743333333333334,0.0135708019905481
1991,199,DCP,0.8736666666666666,0.0141126420866777
152,15,F1,0.8763333333333334,0.0192714526927496
502,50,F1,0.883,0.0180431581369658
1002,100,F1,0.8856666666666666,0.0180123414481417
1502,150,F1,0.8856666666666667,0.0163129124043229
1992,199,F1,0.8856666666666667,0.015347819244295
153,15,Hostility,0.8756666666666666,0.0119953694769643
503,50,Hostility,0.8786666666666667,0.0144048602908879
1003,100,Hostility,0.8803333333333333,0.0146439217576592
1503,150,Hostility,0.8796666666666667,0.0164738850575354
1993,199,Hostility,0.8789999999999999,0.0144144988736264
154,15,LSC,0.8726666666666667,0.0200554786086551
504,50,LSC,0.8763333333333334,0.0157409586041568
1004,100,LSC,0.8753333333333334,0.0174960312960142
1504,150,LSC,0.8753333333333334,0.015563490039905
1994,199,LSC,0.8756666666666668,0.0123378370155478
155,15,N1,0.8720000000000001,0.016431676725155
505,50,N1,0.8806666666666667,0.0168983891408487
1005,100,N1,0.8816666666666666,0.0165411943677327
1505,150,N1,0.8806666666666667,0.0160986541880577
1995,199,N1,0.883,0.0159600194931655
156,15,N2,0.8753333333333334,0.0127693208729186
506,50,N2,0.8743333333333334,0.0160554594383897
1006,100,N2,0.873,0.0146912672473593
1506,150,N2,0.874,0.0136727628679958
1996,199,N2,0.8733333333333334,0.0146723473847158
157,15,TD_U,0.8789999999999999,0.0114624992426996
507,50,TD_U,0.8843333333333334,0.0091742392963485
1007,100,TD_U,0.8823333333333332,0.0123378370155478
1507,150,TD_U,0.883,0.0105013226680156
1997,199,TD_U,0.8836666666666666,0.0123265747247337
158,15,Uniform,0.884,0.008547254269972
508,50,Uniform,0.8879999999999999,0.0106327586051577
1008,100,Uniform,0.8869999999999999,0.0107625895273086
1508,150,Uniform,0.8873333333333333,0.0121678081656292
1998,199,Uniform,0.8873333333333333,0.0118204154843314
159,15,kDN,0.8746666666666666,0.0184992492340155
509,50,kDN,0.8783333333333333,0.0158552479920337
1009,100,kDN,0.881,0.0175831358598705
1509,150,kDN,0.881,0.0170619785227596
1999,199,kDN,0.8800000000000001,0.0184466196843155
