,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.889,0.0144265380462535
500,50,CLD,0.892,0.0116458146988521
1000,100,CLD,0.8885,0.0126984250992003
1500,150,CLD,0.89,0.0117260393995585
1990,199,CLD,0.8895,0.011096170510586
151,15,DCP,0.889,0.0190065778087481
501,50,DCP,0.8915,0.0155724115023974
1001,100,DCP,0.89,0.0163935963107549
1501,150,DCP,0.889,0.0143178210632763
1991,199,DCP,0.8905,0.0145129252737
152,15,F1,0.8859999999999999,0.0176422787643773
502,50,F1,0.89,0.0155120920574885
1002,100,F1,0.889,0.013181426326464
1502,150,F1,0.8895,0.0124247736397891
1992,199,F1,0.8869999999999999,0.0136244265934386
153,15,Hostility,0.89,0.0181142209327367
503,50,Hostility,0.8905,0.0183200709605612
1003,100,Hostility,0.892,0.0164316767251549
1503,150,Hostility,0.891,0.0169189243156886
1993,199,Hostility,0.8905,0.0151451312308609
154,15,LSC,0.8885,0.018758331482304
504,50,LSC,0.8895,0.0158508674841473
1004,100,LSC,0.8875,0.0129903810567665
1504,150,LSC,0.8885,0.0139866007306993
1994,199,LSC,0.8895,0.013851895177195
155,15,N1,0.893,0.0145129252736999
505,50,N1,0.891,0.0205091443019936
1005,100,N1,0.891,0.0189241908677755
1505,150,N1,0.892,0.0184898620871006
1995,199,N1,0.891,0.0208116553882674
156,15,N2,0.8885,0.0191702895126808
506,50,N2,0.889,0.0139866007306993
1006,100,N2,0.8895,0.0164316767251549
1506,150,N2,0.8885,0.015062370331392
1996,199,N2,0.8895,0.0170843495632698
157,15,TD_U,0.8865000000000001,0.0134164078649987
507,50,TD_U,0.889,0.0120675183861471
1007,100,TD_U,0.8875,0.0133463478150391
1507,150,TD_U,0.891,0.0115379807592143
1997,199,TD_U,0.89,0.0131101106021269
158,15,Uniform,0.889,0.0139866007306993
508,50,Uniform,0.8915000000000001,0.017102631376487
1008,100,Uniform,0.89,0.0166770800801579
1508,150,Uniform,0.8895,0.0164316767251549
1998,199,Uniform,0.89,0.0151038074669932
159,15,kDN,0.892,0.0214621760313347
509,50,kDN,0.8895,0.0162403817689117
1009,100,kDN,0.889,0.0175534896815419
1509,150,kDN,0.8880000000000001,0.0178009831189179
1999,199,kDN,0.8875,0.0172300609401127
