,n_ensemble,weights,dataset,accuracy_mean_easy,accuracy_mean_hard,accuracy_mean_combo,accuracy_mean_combo_extreme,accuracy_mean_split2,accuracy_mean_split2_extreme,accuracy_mean_split1_classic,accuracy_mean_split1_classic_extreme,accuracy_mean_split4,accuracy_mean_split4_extreme,accuracy_mean_split2_classic,accuracy_mean_split2_classic_extreme,accuracy_mean_split9,accuracy_mean_split9_extreme,accuracy_mean_split4_classic,accuracy_mean_split4_classic_extreme
480,15,N2,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
481,50,N2,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
482,100,N2,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
483,150,N2,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
484,199,N2,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
0,average,N2,Data10_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
530,15,N2,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
531,50,N2,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
532,100,N2,Data11_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
533,150,N2,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
534,199,N2,Data11_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1,average,N2,Data11_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
580,15,N2,Data12_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,50,N2,Data12_,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
582,100,N2,Data12_,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1
583,150,N2,Data12_,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
584,199,N2,Data12_,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1
2,average,N2,Data12_,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
630,15,N2,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
631,50,N2,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
632,100,N2,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
633,150,N2,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
634,199,N2,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3,average,N2,Data13_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,15,N2,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,50,N2,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,100,N2,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,150,N2,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,199,N2,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,average,N2,Data1_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,15,N2,Data2_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
81,50,N2,Data2_,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0
82,100,N2,Data2_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0
83,150,N2,Data2_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0
84,199,N2,Data2_,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0
5,average,N2,Data2_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0
130,15,N2,Data3_,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
131,50,N2,Data3_,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
132,100,N2,Data3_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
133,150,N2,Data3_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,199,N2,Data3_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,average,N2,Data3_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
180,15,N2,Data4_,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181,50,N2,Data4_,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182,100,N2,Data4_,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
183,150,N2,Data4_,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184,199,N2,Data4_,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
7,average,N2,Data4_,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,15,N2,Data5_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
231,50,N2,Data5_,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
232,100,N2,Data5_,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
233,150,N2,Data5_,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
234,199,N2,Data5_,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
8,average,N2,Data5_,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
280,15,N2,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281,50,N2,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282,100,N2,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
283,150,N2,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284,199,N2,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,average,N2,Data6_,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
330,15,N2,Data7_,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
331,50,N2,Data7_,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1
332,100,N2,Data7_,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1
333,150,N2,Data7_,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
334,199,N2,Data7_,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10,average,N2,Data7_,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1
380,15,N2,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
381,50,N2,Data8_,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0
382,100,N2,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
383,150,N2,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
384,199,N2,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
11,average,N2,Data8_,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
430,15,N2,Data9_,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
431,50,N2,Data9_,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1
432,100,N2,Data9_,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
433,150,N2,Data9_,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
434,199,N2,Data9_,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
12,average,N2,Data9_,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1
730,15,N2,arrhythmia_cfs,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1
731,50,N2,arrhythmia_cfs,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1
732,100,N2,arrhythmia_cfs,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0
733,150,N2,arrhythmia_cfs,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
734,199,N2,arrhythmia_cfs,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1
13,average,N2,arrhythmia_cfs,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0
1180,15,N2,banknote_authentication,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1
1181,50,N2,banknote_authentication,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1182,100,N2,banknote_authentication,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1
1183,150,N2,banknote_authentication,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1184,199,N2,banknote_authentication,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
14,average,N2,banknote_authentication,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
930,15,N2,breast-w,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
931,50,N2,breast-w,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1
932,100,N2,breast-w,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1
933,150,N2,breast-w,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1
934,199,N2,breast-w,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
15,average,N2,breast-w,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1
1030,15,N2,diabetes,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1031,50,N2,diabetes,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1032,100,N2,diabetes,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
1033,150,N2,diabetes,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1
1034,199,N2,diabetes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16,average,N2,diabetes,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
830,15,N2,diabetic_retinopathy,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1
831,50,N2,diabetic_retinopathy,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
832,100,N2,diabetic_retinopathy,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1
833,150,N2,diabetic_retinopathy,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
834,199,N2,diabetic_retinopathy,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1
17,average,N2,diabetic_retinopathy,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1
980,15,N2,ilpd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
981,50,N2,ilpd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
982,100,N2,ilpd,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
983,150,N2,ilpd,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
