,n_ensemble,weights,accuracy_mean_easy,accuracy_std_easy,accuracy_mean_hard,accuracy_std_hard,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split9,accuracy_std_split9
1002,100,F1,0.9146076458752516,0.0299314288523303,0.934486921529175,0.0258997571482226,0.920241448692153,0.0358127980760822,0.923098591549296,0.0312203366981086,0.9174647887323945,0.0406041003176354,0.923138832997988,0.0293573021173361
1502,150,F1,0.9146076458752516,0.0388347181153834,0.9316700201207244,0.0272955257703303,0.920241448692153,0.0358127980760822,0.923138832997988,0.0293573021173361,0.9174245472837022,0.0339350794634703,0.920281690140845,0.0384201530189865
1992,199,F1,0.9146076458752516,0.0388347181153834,0.934486921529175,0.0328475369798564,0.920241448692153,0.0358127980760822,0.9203219315895372,0.0324739390366627,0.920281690140845,0.0384201530189865,0.9259959758551308,0.0306834119392737
153,15,Hostility,0.9088128772635814,0.0313581343692535,0.9059959758551308,0.0215814818052438,0.9259557344064386,0.0233326672597983,0.9088128772635814,0.0217515174065513,0.9173843058350102,0.0309475447702838,0.9146076458752516,0.0388347181153834
503,50,Hostility,0.9088128772635814,0.0469874705324571,0.90317907444668,0.0231892548345553,0.9145674044265594,0.0376683927593896,0.917344064386318,0.0275871934233082,0.9230583501006036,0.0358997367216068,0.9145271629778672,0.0364255693105765
1003,100,Hostility,0.9088128772635814,0.0469874705324571,0.9003219315895372,0.0199294733567809,0.9174245472837022,0.0323967406055843,0.9173843058350102,0.0309475447702838,0.920241448692153,0.0358127980760822,0.920241448692153,0.0358127980760822
1503,150,Hostility,0.9088128772635814,0.0469874705324571,0.8946076458752514,0.0160911711236061,0.9145674044265594,0.0376683927593896,0.920241448692153,0.0358127980760822,0.920241448692153,0.0358127980760822,0.920241448692153,0.0358127980760822
1993,199,Hostility,0.9116297786720322,0.0479013556704325,0.8974245472837022,0.0157259905346381,0.9145674044265594,0.0317922089161718,0.9173843058350102,0.0309475447702838,0.920241448692153,0.0358127980760822,0.920241448692153,0.0358127980760822
154,15,LSC,0.9116297786720322,0.0422413990468192,0.8918309859154929,0.0290494068303816,0.9004828973843058,0.0516723941236157,0.9174245472837022,0.0272658459044631,0.9117505030181088,0.0393859260267642,0.9202012072434608,0.0359197479289155
504,50,LSC,0.9088128772635814,0.0412021638437336,0.8861569416498994,0.0295282855352719,0.9174647887323945,0.0406041003176354,0.920241448692153,0.0258903767465647,0.9174245472837022,0.0368194412076705,0.9117102615694164,0.0273395409207093
1004,100,LSC,0.9145271629778672,0.0440348384527386,0.8861569416498994,0.0312083396382934,0.9259557344064386,0.036888208035478,0.9258752515090544,0.0276067043453808,0.9146076458752516,0.0388347181153834,0.9117505030181088,0.033809583015465
1504,150,LSC,0.9145271629778672,0.0440348384527386,0.8918309859154929,0.0272365052984132,0.9174245472837022,0.0368194412076705,0.9259154929577464,0.030997149705088,0.9174245472837022,0.0368194412076705,0.9146076458752516,0.0388347181153834
1994,199,LSC,0.9145271629778672,0.0440348384527386,0.8918309859154929,0.0272365052984132,0.9230583501006036,0.0358997367216068,0.920281690140845,0.0326794261378044,0.920241448692153,0.0358127980760822,0.9146076458752516,0.0388347181153834
155,15,N1,0.9116297786720322,0.0384475401612773,0.9061167002012074,0.0516355573719611,0.89738430583501,0.0327393307543526,0.9173843058350102,0.0185877817221296,0.9287726358148892,0.0335059905295447,0.9145271629778672,0.0267315768640839
505,50,N1,0.917344064386318,0.0187853659977361,0.9174647887323945,0.0352211541165033,0.9116700201207244,0.0396666697908793,0.920241448692153,0.0238384309834461,0.9145674044265594,0.0317922089161718,0.9145674044265594,0.0317922089161718
1005,100,N1,0.9144869215291752,0.0287004342365597,0.9146076458752516,0.0388347181153834,0.9145271629778672,0.0416531555215896,0.923098591549296,0.0215523859911291,0.9173843058350102,0.0408905397567021,0.9117102615694164,0.0273395409207093
1505,150,N1,0.9259154929577464,0.0255871225592103,0.9117505030181088,0.033809583015465,0.9230181086519116,0.0387036659509303,0.9287726358148892,0.0202080599534004,0.9145674044265594,0.0317922089161718,0.9230181086519116,0.0330122779089096
1995,199,N1,0.9259154929577464,0.0255871225592103,0.9146076458752516,0.0388347181153834,0.9230181086519116,0.0387036659509303,0.9259154929577464,0.0212277932957476,0.920241448692153,0.0358127980760822,0.920241448692153,0.0358127980760822
156,15,N2,0.934486921529175,0.0258997571482226,0.908933601609658,0.0272495081988623,0.9144869215291752,0.0365228559534949,0.9204024144869216,0.0403912202822136,0.9344466800804828,0.0386442070087294,0.9173843058350102,0.0309475447702838
506,50,N2,0.9144869215291752,0.0417382590952937,0.908933601609658,0.0232046129988587,0.93158953722334,0.0370415376492204,0.920281690140845,0.0370684143399176,0.923098591549296,0.0357887115236475,0.9173843058350102,0.0408905397567021
1006,100,N2,0.9144869215291752,0.039217351257483,0.9032193158953724,0.028798302913318,0.9315492957746478,0.0384346390351193,0.920281690140845,0.0370684143399176,0.9259154929577464,0.0355941812494575,0.9230583501006036,0.0358997367216068
1506,150,N2,0.9144869215291752,0.0417382590952937,0.9032193158953724,0.028798302913318,0.9259154929577464,0.0355941812494575,0.9174245472837022,0.0368194412076705,0.9174245472837022,0.0368194412076705,0.920241448692153,0.0358127980760822
1996,199,N2,0.9144869215291752,0.0417382590952937,0.9032193158953724,0.022873998376052,0.9259154929577464,0.0355941812494575,0.9174245472837022,0.0368194412076705,0.9174245472837022,0.0368194412076705,0.9174245472837022,0.0368194412076705
157,15,TD_U,0.9116297786720322,0.0342358130540731,0.9287726358148892,0.0303079159414315,0.920241448692153,0.021592359190834,0.8917102615694166,0.0260749372335998,0.9144869215291752,0.0268639927978057,0.9145271629778672,0.0267315768640838
507,50,TD_U,0.9116700201207244,0.0235167287060372,0.920281690140845,0.0293915508274598,0.9145271629778672,0.0267315768640838,0.9259154929577464,0.030997149705088,0.9259154929577464,0.0275089377691429,0.9259557344064386,0.0273586365542862
1007,100,TD_U,0.9145271629778672,0.0303093852509992,0.923098591549296,0.0277601835528911,0.9258752515090544,0.0276067043453808,0.9287726358148892,0.0267299108876146,0.9287726358148892,0.0267299108876146,0.9259557344064386,0.0273586365542862
1507,150,TD_U,0.9088531187122736,0.0258424054052351,0.923138832997988,0.0293573021173361,0.9315492957746478,0.0342213241821576,0.9259154929577464,0.030997149705088,0.9287726358148892,0.0267299108876146,0.9259557344064386,0.0273586365542862
1997,199,TD_U,0.9088531187122736,0.0258424054052351,0.9259557344064386,0.0273586365542862,0.9344064386317908,0.0297409217461118,0.9287726358148892,0.0267299108876146,0.9259557344064386,0.0273586365542862,0.9259557344064386,0.0273586365542862
158,15,Uniform,0.9203219315895372,0.02735752670797,0.9175050301810864,0.0335041780723163,0.911830985915493,0.0389567049924831,0.90317907444668,0.0152190371181083,0.908933601609658,0.0431854683507277,0.9060362173038228,0.0326504865710462
508,50,Uniform,0.9146478873239436,0.0313410235269591,0.908933601609658,0.0407541782400116,0.911830985915493,0.040245070259572,0.9117505030181088,0.0230400305060657,0.9174245472837022,0.0368194412076705,0.908933601609658,0.0368073443084264
1008,100,Uniform,0.9174647887323945,0.0270245372886535,0.9146076458752516,0.0388347181153834,0.9146076458752516,0.0299314288523303,0.9117505030181088,0.033809583015465,0.923138832997988,0.0293573021173361,0.9145674044265594,0.0317922089161718
1508,150,Uniform,0.9146478873239436,0.0313410235269591,0.9146076458752516,0.0388347181153834,0.9174647887323945,0.0270245372886535,0.9174245472837022,0.0272658459044631,0.920281690140845,0.0326794261378044,0.9174245472837022,0.0368194412076705
1998,199,Uniform,0.9203219315895372,0.0324739390366627,0.9174245472837022,0.0368194412076705,0.9146076458752516,0.0299314288523303,0.9174245472837022,0.0272658459044631,0.9174245472837022,0.0368194412076705,0.9146076458752516,0.0388347181153834
159,15,kDN,0.9087323943661972,0.0481668876619409,0.9060362173038228,0.0341774061282099,0.9146076458752516,0.0449259325193584,0.9116700201207244,0.0421607201664265,0.9259154929577464,0.0355941812494575,0.9202012072434608,0.0373131224585046
509,50,kDN,0.9116297786720322,0.048954884244494,0.908933601609658,0.0407541782400116,0.9174245472837022,0.0419980299079758,0.9145674044265594,0.041533483625326,0.9174245472837022,0.0368194412076705,0.9117505030181088,0.033809583015465
1009,100,kDN,0.9116297786720322,0.048954884244494,0.9146076458752516,0.0388347181153834,0.923098591549296,0.0423206327239506,0.9145271629778672,0.0416531555215896,0.9145271629778672,0.0364255693105765,0.9174245472837022,0.0368194412076705
1509,150,kDN,0.9116297786720322,0.048954884244494,0.9146076458752516,0.0388347181153834,0.9202012072434608,0.0469956980820118,0.9202012072434608,0.0412115463988305,0.9174245472837022,0.0368194412076705,0.9174245472837022,0.0368194412076705
1999,199,kDN,0.9116297786720322,0.048954884244494,0.9146076458752516,0.0388347181153834,0.9259154929577464,0.0421562548200369,0.9202012072434608,0.0412115463988305,0.9174245472837022,0.0368194412076705,0.9146076458752516,0.0388347181153834
