,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.9756666666666668,0.0056025787713238
500,50,CLD,0.9786666666666668,0.0039791121287711
1000,100,CLD,0.9783333333333332,0.0039086797998528
1500,150,CLD,0.9783333333333332,0.0039086797998528
1990,199,CLD,0.9786666666666668,0.0041499665326629
151,15,DCP,0.9736666666666668,0.005451809077932
501,50,DCP,0.975,0.0054006172486732
1001,100,DCP,0.9753333333333334,0.0059395098937352
1501,150,DCP,0.975,0.0056519416526044
1991,199,DCP,0.975,0.005
152,15,F1,0.9756666666666668,0.0053489355119603
502,50,F1,0.975,0.0075461542817811
1002,100,F1,0.975,0.006454972243679
1502,150,F1,0.9763333333333334,0.0061689185077739
1992,199,F1,0.975,0.0060092521257733
153,15,Hostility,0.977,0.006055300708195
503,50,Hostility,0.9756666666666668,0.0059628479399994
1003,100,Hostility,0.9766666666666668,0.0047140452079102
1503,150,Hostility,0.977,0.0058214163988576
1993,199,Hostility,0.9776666666666668,0.0046547466812562
154,15,LSC,0.9796666666666668,0.0038005847503304
504,50,LSC,0.977,0.0070118946559875
1004,100,LSC,0.9786666666666668,0.0051908038341325
1504,150,LSC,0.9776666666666668,0.0045030853620355
1994,199,LSC,0.9773333333333334,0.0045030853620353
155,15,N1,0.977,0.0051908038341324
505,50,N1,0.9756666666666666,0.0054772255750516
1005,100,N1,0.976,0.00584522597225
1505,150,N1,0.977,0.0051908038341324
1995,199,N1,0.9766666666666668,0.0048591265790377
156,15,N2,0.9753333333333334,0.0036132472314464
506,50,N2,0.976,0.0045030853620354
1006,100,N2,0.9773333333333334,0.0046547466812562
1506,150,N2,0.9766666666666666,0.0040824829046385
1996,199,N2,0.977,0.0044721359549996
157,15,TD_U,0.97,0.0039086797998528
507,50,TD_U,0.975,0.0040824829046386
1007,100,TD_U,0.9743333333333334,0.0056025787713239
1507,150,TD_U,0.9753333333333334,0.0063900965042269
1997,199,TD_U,0.9746666666666666,0.0064978628965393
158,15,Uniform,0.9746666666666666,0.0063900965042269
508,50,Uniform,0.977,0.0070118946559875
1008,100,Uniform,0.9763333333333334,0.005451809077932
1508,150,Uniform,0.9766666666666668,0.0057735026918962
1998,199,Uniform,0.9766666666666668,0.0061237243569579
159,15,kDN,0.976,0.0084656167328002
509,50,kDN,0.9773333333333334,0.0070316743699096
1009,100,kDN,0.9773333333333334,0.0070316743699096
1509,150,kDN,0.977,0.0049159604012508
1999,199,kDN,0.9773333333333334,0.0052174919474994
