,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.4963333333333333,0.066712484255614
500,50,CLD,0.4866666666666666,0.0574697988318888
1000,100,CLD,0.5103333333333333,0.0514970333557618
1500,150,CLD,0.5103333333333333,0.0514970333557618
1990,199,CLD,0.5116666666666667,0.0485769721392989
151,15,DCP,0.5216666666666667,0.0562608014320608
501,50,DCP,0.5326666666666666,0.0078704793020784
1001,100,DCP,0.539,0.0126161272451837
1501,150,DCP,0.5356666666666666,0.0092496246170077
1991,199,DCP,0.5376666666666667,0.0107108460087064
152,15,F1,0.5206666666666667,0.0289059778515717
502,50,F1,0.5203333333333333,0.003979112128771
1002,100,F1,0.524,0.0054772255750516
1502,150,F1,0.524,0.0054772255750516
1992,199,F1,0.532,0.0156080463579241
153,15,Hostility,0.5376666666666667,0.0125609624542778
503,50,Hostility,0.5376666666666667,0.0134680692338913
1003,100,Hostility,0.538,0.0124387387713635
1503,150,Hostility,0.5373333333333333,0.0138744369255116
1993,199,Hostility,0.5373333333333333,0.0138744369255116
154,15,LSC,0.5413333333333333,0.0154290490813775
504,50,LSC,0.5393333333333333,0.0157497795399032
1004,100,LSC,0.5403333333333333,0.0158727579344121
1504,150,LSC,0.541,0.0148417579072621
1994,199,LSC,0.5406666666666666,0.0145583118679483
155,15,N1,0.5389999999999999,0.0132077418374393
505,50,N1,0.5393333333333332,0.0134164078649987
1005,100,N1,0.5393333333333332,0.0134164078649987
1505,150,N1,0.5393333333333332,0.0134164078649987
1995,199,N1,0.5393333333333332,0.0134164078649987
156,15,N2,0.5373333333333333,0.0134680692338913
506,50,N2,0.5389999999999999,0.0116428327977153
1006,100,N2,0.5386666666666666,0.0142594997574716
1506,150,N2,0.54,0.0146723473847158
1996,199,N2,0.5403333333333333,0.0141617638574987
157,15,TD_U,0.547,0.028269536017888
507,50,TD_U,0.523,0.0438969753450558
1007,100,TD_U,0.534,0.0157497795399033
1507,150,TD_U,0.52,0.0446436507865962
1997,199,TD_U,0.5213333333333333,0.0440233523888805
158,15,Uniform,0.5389999999999999,0.0132077418374393
508,50,Uniform,0.5373333333333333,0.0131550581737807
1008,100,Uniform,0.54,0.0146723473847158
1508,150,Uniform,0.5406666666666666,0.0146059348668044
1998,199,Uniform,0.5396666666666666,0.0136626010212794
159,15,kDN,0.54,0.0147196014438797
509,50,kDN,0.5373333333333333,0.0136218778278017
1009,100,kDN,0.5389999999999999,0.0138242942355518
1509,150,kDN,0.5403333333333333,0.0129314431608472
1999,199,kDN,0.5389999999999999,0.0145105325731192
