,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.8863333333333333,0.0069121471177759
500,50,CLD,0.8826666666666666,0.0049441323247304
1000,100,CLD,0.8836666666666666,0.0081137742964254
1500,150,CLD,0.8833333333333334,0.0074535599249992
1990,199,CLD,0.8843333333333334,0.0064117946872238
151,15,DCP,0.8893333333333334,0.0113406838908026
501,50,DCP,0.8903333333333332,0.0134060517014601
1001,100,DCP,0.8896666666666666,0.0134577528254575
1501,150,DCP,0.8903333333333332,0.0146912672473593
1991,199,DCP,0.8896666666666666,0.0143081173542231
152,15,F1,0.881,0.0090215790684829
502,50,F1,0.8813333333333333,0.0125499003980111
1002,100,F1,0.8843333333333334,0.0075092535507125
1502,150,F1,0.8876666666666667,0.008787617550976
1992,199,F1,0.8869999999999999,0.0106978710239207
153,15,Hostility,0.8983333333333334,0.0107367489389376
503,50,Hostility,0.8946666666666667,0.0093837921735061
1003,100,Hostility,0.8963333333333333,0.0117497044880096
1503,150,Hostility,0.8953333333333333,0.0100967541539073
1993,199,Hostility,0.8949999999999999,0.0100692049779954
154,15,LSC,0.893,0.0090061707240708
504,50,LSC,0.8949999999999999,0.0092796072713833
1004,100,LSC,0.8956666666666667,0.0094721814922551
1504,150,LSC,0.897,0.0091590877760227
1994,199,LSC,0.8963333333333333,0.0096752835157999
155,15,N1,0.8943333333333333,0.0119373363863133
505,50,N1,0.8963333333333333,0.0093837921735061
1005,100,N1,0.8939999999999999,0.0093244004871328
1505,150,N1,0.8946666666666667,0.0079407528330477
1995,199,N1,0.8936666666666667,0.0080277297191948
156,15,N2,0.8949999999999999,0.0102062072615965
506,50,N2,0.8946666666666667,0.0105013226680155
1006,100,N2,0.8949999999999999,0.0105409255338945
1506,150,N2,0.8943333333333333,0.0103144989645105
1996,199,N2,0.893,0.0104349838949989
157,15,TD_U,0.883,0.0084491945704244
507,50,TD_U,0.8876666666666667,0.0081308739451003
1007,100,TD_U,0.8879999999999999,0.014210715831528
1507,150,TD_U,0.8886666666666667,0.0152934263292725
1997,199,TD_U,0.889,0.0120531231545096
158,15,Uniform,0.8786666666666667,0.0105013226680155
508,50,Uniform,0.8836666666666666,0.0103682206766638
1008,100,Uniform,0.8843333333333334,0.0126710518724987
1508,150,Uniform,0.8846666666666666,0.0108908728351363
1998,199,Uniform,0.8869999999999999,0.009817784316682
159,15,kDN,0.8953333333333333,0.0068109389139008
509,50,kDN,0.8960000000000001,0.0069322114476951
1009,100,kDN,0.8956666666666667,0.0071297498787357
1509,150,kDN,0.8956666666666667,0.0065192024052026
1999,199,kDN,0.8956666666666667,0.0060781941762701
