,n_ensemble,weights,accuracy_mean_easy,accuracy_std_easy,accuracy_mean_hard,accuracy_std_hard,accuracy_mean_combo,accuracy_std_combo,accuracy_mean_combo_extreme,accuracy_std_combo_extreme,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split4_extreme,accuracy_std_split4_extreme,accuracy_mean_split9,accuracy_std_split9,accuracy_mean_split9_extreme,accuracy_std_split9_extreme
150,15,CLD,0.7642135642135642,0.0554709621199235,0.731729055258467,0.0219430131634816,0.7499363381716323,0.0422512619369439,0.7525422290128173,0.0307919393862427,0.7460572107630931,0.0172586213465216,0.7616925558102029,0.0115544610854283,0.743425855190561,0.0357994713023894,0.747321959086665,0.0324435651370993,0.7538239538239538,0.0373195003995446,0.743425855190561,0.0307290926140183
500,50,CLD,0.7616501145912911,0.0404833170097833,0.7239538239538239,0.0136083650329365,0.751268992445463,0.0393332293796589,0.7603514132925897,0.0347964628916008,0.7486291486291486,0.0320808931850279,0.7564553093964859,0.026885977891626,0.7564298446651387,0.0445576408815394,0.7551396316102199,0.0314518011361858,0.7642390289449114,0.0381486597412463,0.743425855190561,0.0289631328835105
1000,100,CLD,0.7577370342076224,0.0404947325122565,0.7278414396061456,0.016641006559523,0.7616586028350734,0.0484781132970133,0.7642644936762584,0.0294627143437385,0.7538324420677361,0.0383513470571854,0.7447500212206094,0.0176015560045746,0.7642390289449112,0.0384239905962927,0.749978779390544,0.0230667927174752,0.759018759018759,0.0438263899524108,0.7355912061794415,0.0329987095619603
1500,150,CLD,0.7616501145912911,0.0375098388415353,0.722638146167558,0.0153414116842655,0.7590612002376709,0.0478547092574551,0.7668703845174434,0.0324946225194347,0.7590527119938885,0.0364152756463253,0.7564722858840506,0.0209044438088706,0.7616586028350734,0.0341856760308577,0.7525507172565996,0.0250024999297472,0.7590102707749766,0.0436612727124298,0.7317120787709023,0.0231408892589672
1990,199,CLD,0.7603514132925897,0.0302594521381018,0.7356591121297004,0.0138782331577055,0.7642644936762584,0.0492765635977747,0.7694762753586283,0.0334990775036313,0.7694508106272812,0.0447642949562468,0.7564637976402683,0.0243023770907567,0.7642475171886937,0.0404795504334459,0.7395297512944572,0.0320580611634137,0.7629233511586453,0.042511326951741,0.7303964009846362,0.0294346085630519
151,15,DCP,0.7330277565571682,0.0363149127257232,0.7303454715219422,0.0494937914642648,0.7486631016042781,0.0342774396662019,0.7460147695441813,0.0449031565984132,0.752559205500382,0.0284512965952773,0.749953314659197,0.0268084352674401,0.7356591121297004,0.0113735181763524,0.7525761819879466,0.0247159418164414,0.7473389355742297,0.0403748113706245,0.7486546133604957,0.031827255540523
501,50,DCP,0.7525676937441643,0.0321696600508439,0.7537730243612597,0.0481707703772988,0.7616840675664205,0.0396645650463241,0.7577540106951872,0.0413734669452195,0.7538239538239538,0.0325127521932039,0.7694338341397164,0.0467570461204835,0.7486715898480604,0.0191454685888507,0.7603853662677192,0.0239894536439171,0.7525337407690349,0.0368357923415179,0.7538239538239538,0.0435744492684204
1001,100,DCP,0.7564637976402683,0.0304619524146274,0.7499193616840676,0.0312382450145894,0.7668958492487905,0.0356471197868858,0.7551650963415669,0.0321113667214474,0.7603429250488074,0.0306965251581845,0.7590272472625413,0.0444675569838043,0.7499702911467617,0.0249293195386391,0.7538154655801714,0.0396285617704625,0.7551481198540022,0.0295669638470001,0.7564468211527035,0.0306547491934368
1501,150,DCP,0.7551566080977846,0.029114830842254,0.7499363381716323,0.0254084876711513,0.7603768780239368,0.034535953509662,0.7551566080977846,0.0344157725716639,0.7564553093964859,0.029858303928955,0.7551481198540022,0.0429452122530183,0.7538579067990833,0.0238032551501047,0.7616416263475088,0.0297620753584722,0.7525422290128173,0.0286547319914906,0.759018759018759,0.0387181635727815
1991,199,DCP,0.7603768780239368,0.0269983368455951,0.7551396316102198,0.0258777062322295,0.7616670910788559,0.0347085834782531,0.7551820728291316,0.0309218810490124,0.7564722858840506,0.0274451811857257,0.7564553093964859,0.0328825733957867,0.7564722858840506,0.0250347975940226,0.7668534080298787,0.0296328103888112,0.7551396316102199,0.0327228073105186,0.7577200577200578,0.0368457200760224
