,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.6723333333333333,0.0030276503540975
500,50,CLD,0.672,0.0027386127875258
1000,100,CLD,0.672,0.0027386127875258
1500,150,CLD,0.672,0.0027386127875258
1990,199,CLD,0.6723333333333333,0.0030276503540975
151,15,DCP,0.6713333333333333,0.0027386127875258
501,50,DCP,0.6713333333333333,0.0027386127875258
1001,100,DCP,0.672,0.0027386127875258
1501,150,DCP,0.6723333333333333,0.0022360679774997
1991,199,DCP,0.6723333333333333,0.0022360679774997
152,15,F1,0.6723333333333333,0.0030276503540975
502,50,F1,0.6723333333333333,0.0030276503540975
1002,100,F1,0.6723333333333333,0.0030276503540975
1502,150,F1,0.6723333333333333,0.0030276503540975
1992,199,F1,0.6723333333333333,0.0030276503540975
153,15,Hostility,0.658,0.0039791121287711
503,50,Hostility,0.6616666666666666,0.0071686043892021
1003,100,Hostility,0.662,0.0073029674334021
1503,150,Hostility,0.662,0.0073029674334021
1993,199,Hostility,0.6616666666666667,0.0067700320038633
154,15,LSC,0.6696666666666667,0.0047726070210921
504,50,LSC,0.673,0.0036132472314464
1004,100,LSC,0.6726666666666666,0.0032489314482696
1504,150,LSC,0.6726666666666666,0.0032489314482696
1994,199,LSC,0.6726666666666666,0.0032489314482696
155,15,N1,0.6693333333333333,0.0091742392963486
505,50,N1,0.669,0.0056025787713239
1005,100,N1,0.669,0.0056025787713239
1505,150,N1,0.669,0.0056025787713239
1995,199,N1,0.669,0.0056025787713239
156,15,N2,0.6679999999999999,0.0063900965042269
506,50,N2,0.669,0.0056025787713239
1006,100,N2,0.669,0.0056025787713239
1506,150,N2,0.6696666666666667,0.0051908038341325
1996,199,N2,0.6696666666666667,0.0051908038341325
157,15,TD_U,0.7563333333333333,0.0786906743027547
507,50,TD_U,0.7556666666666667,0.0780188723607592
1007,100,TD_U,0.7553333333333334,0.0778834599471115
1507,150,TD_U,0.7546666666666667,0.0773645770219017
1997,199,TD_U,0.7546666666666667,0.0773645770219017
158,15,Uniform,0.6686666666666667,0.0061689185077739
508,50,Uniform,0.6696666666666667,0.0051908038341325
1008,100,Uniform,0.67,0.0045643546458764
1508,150,Uniform,0.672,0.0027386127875258
1998,199,Uniform,0.672,0.0027386127875258
159,15,kDN,0.6639999999999999,0.0081308739451003
509,50,kDN,0.6646666666666666,0.0080277297191948
1009,100,kDN,0.6643333333333333,0.0086281194036965
1509,150,kDN,0.6643333333333333,0.0086281194036965
1999,199,kDN,0.6643333333333333,0.0086281194036965
