,n_ensemble,weights,accuracy_mean_split1,accuracy_std_split1,accuracy_mean_split2,accuracy_std_split2,accuracy_mean_split4,accuracy_std_split4,accuracy_mean_split1_extreme,accuracy_std_split1_extreme,accuracy_mean_split2_extreme,accuracy_std_split2_extreme,accuracy_mean_split4_extreme,accuracy_std_split4_extreme
150,15,CLD,0.892,0.0150646753846355,0.8923333333333334,0.016691647944739,0.8873333333333333,0.0130490527540422,0.8866666666666667,0.0146249406456535,0.8843333333333334,0.0174244400515801,0.8883333333333333,0.0150923085635623
500,50,CLD,0.8933333333333333,0.016372402253657,0.8916666666666666,0.0158552479920337,0.8906666666666666,0.0161846978484136,0.8916666666666666,0.015986105077709,0.8859999999999999,0.0135708019905482,0.889,0.0118790197874703
1000,100,CLD,0.8933333333333333,0.0158113883008419,0.892,0.0148791427471104,0.8913333333333334,0.0159164485150844,0.8913333333333334,0.0142107158315281,0.8863333333333333,0.0156080463579242,0.889,0.0132077418374393
1500,150,CLD,0.8923333333333334,0.0145583118679482,0.8913333333333334,0.0163893596919193,0.8916666666666666,0.0150462250710564,0.893,0.0140633487398193,0.8870000000000001,0.0139144209764945,0.8896666666666666,0.0134577528254575
1990,199,CLD,0.8926666666666666,0.015347819244295,0.8923333333333334,0.0154829655499914,0.893,0.0145009578227707,0.892,0.014308117354223,0.8893333333333333,0.0114624992426995,0.8903333333333332,0.0127693208729186
151,15,DCP,0.8923333333333334,0.0080450122574314,0.889,0.0133645467978196,0.8876666666666667,0.0149350445448132,0.89,0.008249579113843,0.8883333333333333,0.0143372087784043,0.8896666666666666,0.0110176625873589
501,50,DCP,0.8893333333333333,0.0112175457803092,0.8896666666666666,0.0145009578227707,0.8939999999999999,0.0090215790684828,0.8913333333333334,0.0073974470070573,0.8903333333333332,0.0106978710239208,0.891,0.008547254269972
1001,100,DCP,0.891,0.0117615191762515,0.8906666666666666,0.0137234592334925,0.8926666666666666,0.0126710518724987,0.8903333333333334,0.0106978710239207,0.8893333333333333,0.0133124836984772,0.8883333333333333,0.0109924216318941
1501,150,DCP,0.89,0.0124163870214594,0.891,0.0122247472139281,0.89,0.0123040192168611,0.8876666666666667,0.0119953694769643,0.8873333333333333,0.0121678081656293,0.8886666666666667,0.0112669625207703
1991,199,DCP,0.891,0.0107754865834963,0.8906666666666666,0.0123939949617188,0.8903333333333332,0.0110805134257297,0.8883333333333333,0.0113651514141549,0.8886666666666667,0.0112051575426477,0.8886666666666667,0.0092345967847967
152,15,F1,0.8843333333333334,0.0147948940141147,0.8856666666666667,0.0147948940141146,0.8806666666666667,0.017779513804126,0.8876666666666667,0.012505554321536,0.885,0.0130703226177984,0.8800000000000001,0.0127475487839819
502,50,F1,0.8886666666666667,0.0155634900399049,0.8876666666666667,0.0131550581737807,0.8863333333333333,0.0144048602908879,0.8886666666666667,0.0115710366384731,0.8896666666666666,0.0179660173042825,0.8876666666666667,0.0124498995979887
1002,100,F1,0.8876666666666667,0.0148417579072621,0.8866666666666667,0.0123603308118261,0.891,0.0150738920727933,0.8913333333333334,0.0134060517014601,0.891,0.0163129124043229,0.889,0.0138242942355518
1502,150,F1,0.89,0.0135912553585834,0.8866666666666667,0.0138443731048634,0.8893333333333334,0.0157938103206428,0.8916666666666666,0.0130170827931777,0.892,0.0140633487398192,0.889,0.0123939949617187
1992,199,F1,0.8896666666666666,0.0124944432093275,0.8876666666666667,0.0140237893119751,0.89,0.0135912553585834,0.8923333333333334,0.014023789311975,0.891,0.0125609624542778,0.8903333333333332,0.0134577528254575
153,15,Hostility,0.891,0.0131550581737807,0.8906666666666666,0.0149814700361627,0.8873333333333333,0.0112175457803092,0.8853333333333333,0.009958246164193,0.8893333333333333,0.0118204154843314,0.8903333333333332,0.0123827837473378
503,50,Hostility,0.8939999999999999,0.0118204154843314,0.8939999999999999,0.0121678081656293,0.8883333333333333,0.0120185042515466,0.8880000000000001,0.0141617638574986,0.8869999999999999,0.0150646753846355,0.8876666666666667,0.0160986541880576
1003,100,Hostility,0.8936666666666667,0.0122701082128706,0.8923333333333334,0.0145105325731192,0.8926666666666666,0.0163129124043228,0.8893333333333333,0.0127257394458807,0.8886666666666667,0.0116308975482453,0.89,0.0127475487839819
1503,150,Hostility,0.8956666666666667,0.0130490527540422,0.8913333333333334,0.0130915579244369,0.8903333333333332,0.0139144209764945,0.8916666666666666,0.0138443731048634,0.89,0.0123040192168611,0.8893333333333333,0.0131550581737807
1993,199,Hostility,0.8943333333333333,0.0126710518724987,0.8906666666666666,0.0145105325731192,0.8893333333333333,0.0130490527540422,0.8916666666666666,0.0130703226177984,0.8886666666666667,0.0112669625207703,0.8883333333333333,0.0100692049779954
154,15,LSC,0.882,0.0204599880525652,0.8896666666666666,0.0140138820063852,0.8856666666666667,0.0101789543230683,0.8873333333333333,0.0151198912400556,0.8859999999999999,0.0096896279024991,0.8893333333333333,0.0133645467978196
504,50,LSC,0.8859999999999999,0.0138744369255115,0.8903333333333332,0.0128235893744475,0.891,0.0148884742894181,0.8876666666666667,0.0152114722788061,0.8856666666666667,0.0105803801654026,0.889,0.0127257394458806
1004,100,LSC,0.8883333333333333,0.0131233464566863,0.8873333333333333,0.0168572437446537,0.89,0.0182954153334168,0.889,0.0138744369255115,0.8866666666666667,0.0131761569173682,0.8880000000000001,0.0147384606462894
1504,150,LSC,0.8893333333333333,0.0135195331937821,0.8886666666666667,0.0139144209764945,0.8893333333333333,0.0160986541880577,0.8886666666666667,0.0137133349538161,0.8880000000000001,0.0112051575426476,0.8879999999999999,0.0134060517014601
1994,199,LSC,0.891,0.0131550581737807,0.8893333333333333,0.0145583118679483,0.8880000000000001,0.0162189875009371,0.8883333333333333,0.0146723473847158,0.8886666666666667,0.0105013226680156,0.8886666666666667,0.0135092560861062
155,15,N1,0.89,0.012909944487358,0.8923333333333334,0.022286019533929,0.8876666666666667,0.017224014243685,0.8906666666666666,0.0161846978484136,0.891,0.0141224801095432,0.889,0.0122247472139281
505,50,N1,0.8936666666666666,0.0180431581369657,0.8896666666666666,0.0178496809806537,0.8893333333333333,0.0126161272451837,0.893,0.0165998661306516,0.8893333333333333,0.0145105325731192,0.8879999999999999,0.0138644228953902
1005,100,N1,0.8923333333333334,0.0171836485583759,0.89,0.0132811478754243,0.8893333333333333,0.014023789311975,0.8926666666666666,0.0188782649861921,0.8916666666666666,0.015590239111558,0.8886666666666667,0.0168490026081334
1505,150,N1,0.8923333333333334,0.0172642855501047,0.889,0.0149350445448131,0.889,0.0150277521051331,0.8933333333333333,0.0181429508808976,0.8923333333333334,0.0167746501867815,0.8886666666666667,0.0158727579344122
1995,199,N1,0.8903333333333332,0.0163043961351941,0.8893333333333333,0.0158815056660955,0.8893333333333334,0.0144144988736264,0.8923333333333334,0.0178185296812055,0.893,0.0160468065358811,0.889,0.0145105325731192
156,15,N2,0.8863333333333333,0.0201866292381863,0.8873333333333333,0.0131021626713556,0.8846666666666667,0.0156967795706281,0.8859999999999999,0.0147007180474665,0.8883333333333333,0.0131761569173682,0.882,0.0116904519445001
506,50,N2,0.8896666666666666,0.0171350842166331,0.8873333333333333,0.0188782649861921,0.8879999999999999,0.0181964587519415,0.8903333333333332,0.0144529889257859,0.8853333333333333,0.0141617638574986,0.8846666666666667,0.0119837853414984
1006,100,N2,0.8886666666666667,0.0153387671531247,0.889,0.0157497795399032,0.8876666666666667,0.017384539747207,0.889,0.0150738920727933,0.885,0.0133853153368408,0.8856666666666667,0.0123939949617188
1506,150,N2,0.891,0.0168572437446537,0.8873333333333333,0.0165663648530522,0.889,0.0194579318302617,0.89,0.0117260393995585,0.885,0.0140929454377398,0.8869999999999999,0.0125499003980111
1996,199,N2,0.89,0.0167912013996749,0.889,0.017384539747207,0.8873333333333333,0.0179350680697527,0.8913333333333334,0.014210715831528,0.8870000000000001,0.0141617638574986,0.8866666666666667,0.0152752523165194
157,15,TD_U,0.8859999999999999,0.0122247472139281,0.8843333333333334,0.0144144988736264,0.8906666666666666,0.0139243990494703,0.889,0.0099023005183419,0.8843333333333334,0.0125609624542778,0.8800000000000001,0.0092044675143227
507,50,TD_U,0.889,0.0127801930084538,0.8836666666666666,0.0143081173542231,0.8883333333333333,0.015986105077709,0.8926666666666666,0.0105803801654025,0.8873333333333333,0.010903618155864,0.885,0.0102062072615966
1007,100,TD_U,0.8873333333333333,0.0146534030935555,0.8856666666666667,0.0154829655499914,0.8879999999999999,0.0129850341205216,0.8933333333333333,0.0132287565553229,0.8866666666666667,0.0129636243217533,0.8876666666666667,0.0134680692338913
1507,150,TD_U,0.8896666666666666,0.0134060517014601,0.885,0.015590239111558,0.8883333333333333,0.0127475487839819,0.891,0.0125609624542777,0.8886666666666667,0.0145964226972075,0.8879999999999999,0.0119837853414983
1997,199,TD_U,0.891,0.0117023264543612,0.8856666666666666,0.0133645467978196,0.8863333333333333,0.0133020466261566,0.8923333333333334,0.0131550581737807,0.8876666666666667,0.0137234592334926,0.8873333333333333,0.0143662412930066
158,15,Uniform,0.8856666666666666,0.0167746501867815,0.8853333333333333,0.0163469331136523,0.8813333333333333,0.0112669625207703,0.8833333333333334,0.0149536320374386,0.8816666666666666,0.0161589328580544,0.889,0.0130490527540422
508,50,Uniform,0.8880000000000001,0.0160468065358812,0.885,0.0162446572413483,0.8866666666666667,0.0126381257400859,0.8886666666666667,0.0146912672473592,0.8876666666666667,0.0143662412930066,0.8896666666666666,0.0128776291813879
1008,100,Uniform,0.8863333333333333,0.0170538363230486,0.8859999999999999,0.0133645467978196,0.8886666666666667,0.0124387387713635,0.8869999999999999,0.0138644228953902,0.8870000000000001,0.0152479506819769,0.8876666666666667,0.0127257394458807
1508,150,Uniform,0.8896666666666666,0.0154290490813774,0.8873333333333333,0.0134680692338912,0.8896666666666666,0.0140138820063852,0.8873333333333333,0.0148884742894182,0.8879999999999999,0.0129850341205216,0.8876666666666667,0.0138242942355518
1998,199,Uniform,0.8879999999999999,0.0163893596919193,0.8876666666666667,0.014023789311975,0.889,0.0149350445448132,0.8869999999999999,0.0131444961020869,0.8876666666666667,0.0147948940141147,0.8870000000000001,0.0133020466261565
159,15,kDN,0.889,0.0135195331937821,0.8896666666666666,0.0096752835158,0.8876666666666667,0.0152570566551278,0.8906666666666666,0.0143178210632763,0.891,0.0141224801095432,0.89,0.0120185042515466
509,50,kDN,0.8906666666666666,0.0160554594383897,0.8883333333333333,0.0125277469819773,0.8933333333333333,0.0140929454377398,0.8896666666666666,0.0137133349538161,0.8883333333333333,0.0148136573621926,0.8876666666666667,0.0137739690075962
1009,100,kDN,0.8916666666666666,0.0153206469257085,0.8886666666666667,0.0141617638574986,0.8916666666666666,0.0162446572413482,0.8913333333333334,0.0141126420866776,0.8896666666666666,0.0152023390013218,0.8886666666666667,0.0141126420866777
1509,150,kDN,0.8916666666666666,0.0149071198499986,0.889,0.0165243927439272,0.891,0.0150277521051331,0.893,0.0134577528254575,0.8869999999999999,0.0140138820063852,0.8893333333333333,0.0125609624542778
1999,199,kDN,0.8926666666666666,0.0146534030935555,0.8923333333333334,0.0156613466144446,0.8896666666666666,0.0137133349538161,0.892,0.0123265747247337,0.8883333333333333,0.01438556375136,0.8893333333333333,0.0112175457803091
