,n_ensemble,weights,accuracy_mean,accuracy_std
150,15,CLD,0.4923333333333334,0.0298514842363175
500,50,CLD,0.476,0.0616170971944205
1000,100,CLD,0.5116666666666666,0.0469337594677624
1500,150,CLD,0.4873333333333333,0.0543343558185998
1990,199,CLD,0.4776666666666666,0.0505332673702296
151,15,DCP,0.5373333333333333,0.0193146461410908
501,50,DCP,0.5359999999999999,0.0092496246170077
1001,100,DCP,0.5376666666666667,0.0107108460087064
1501,150,DCP,0.538,0.0117497044880096
1991,199,DCP,0.5383333333333333,0.0116069902309867
152,15,F1,0.4973333333333333,0.0430535841842593
502,50,F1,0.4956666666666667,0.0386688217790221
1002,100,F1,0.5036666666666667,0.0404728990258364
1502,150,F1,0.504,0.0425016339555185
1992,199,F1,0.5036666666666667,0.0422854059405317
153,15,Hostility,0.5373333333333333,0.0132602161872774
503,50,Hostility,0.5376666666666667,0.0145583118679483
1003,100,Hostility,0.5386666666666666,0.0136116779927302
1503,150,Hostility,0.538,0.0139642400437689
1993,199,Hostility,0.538,0.0139642400437689
154,15,LSC,0.5426666666666666,0.0147948940141147
504,50,LSC,0.542,0.0117497044880097
1004,100,LSC,0.542,0.0127693208729186
1504,150,LSC,0.5423333333333333,0.0130490527540422
1994,199,LSC,0.542,0.0127693208729186
155,15,N1,0.5383333333333333,0.012801909579781
505,50,N1,0.541,0.0147948940141147
1005,100,N1,0.54,0.0138944433337775
1505,150,N1,0.5403333333333333,0.0141617638574987
1995,199,N1,0.54,0.0138944433337775
156,15,N2,0.5376666666666667,0.0130490527540422
506,50,N2,0.539,0.0141715677796542
1006,100,N2,0.5383333333333333,0.0134370962471642
1506,150,N2,0.5386666666666666,0.0137133349538161
1996,199,N2,0.538,0.0145964226972075
157,15,TD_U,0.5486666666666666,0.0272692337829853
507,50,TD_U,0.5346666666666666,0.0157409586041568
1007,100,TD_U,0.5519999999999999,0.035186013635471
1507,150,TD_U,0.5519999999999999,0.0344480284873701
1997,199,TD_U,0.548,0.0265204323745547
158,15,Uniform,0.5373333333333333,0.0136727628679957
508,50,Uniform,0.5396666666666666,0.0136626010212794
1008,100,Uniform,0.5396666666666666,0.0136626010212794
1508,150,Uniform,0.5396666666666666,0.0136626010212794
1998,199,Uniform,0.5396666666666666,0.0136626010212794
159,15,kDN,0.5386666666666666,0.0130384048104053
509,50,kDN,0.5396666666666666,0.0136626010212794
1009,100,kDN,0.541,0.0147948940141147
1509,150,kDN,0.5396666666666666,0.015018507101425
1999,199,kDN,0.5389999999999999,0.0145105325731192
